0
0 days 00:00:00.300305
0 days 00:00:00.175935
0 days 00:00:00.177487
0 days 00:00:00.184352
0 days 00:00:00.182290
0 days 00:00:00.217139
0 days 00:00:00.211627
0 days 00:00:00.203993
0 days 00:00:00.189927
0 days 00:00:00.213886
0 days 00:00:00.220990
0 days 00:00:00.185975
0 days 00:00:00.174147
0 days 00:00:00.177053
0 days 00:00:00.183823
0 days 00:00:00.165716
0 days 00:00:00.154123
0 days 00:00:00.132607
0 days 00:00:00.139957
0 days 00:00:00.136898
0 days 00:00:00.133251
0 days 00:00:00.133622
0 days 00:00:00.137817
0 days 00:00:00.132596
0 days 00:00:00.134571
0 days 00:00:00.131796
0 days 00:00:00.130787
0 days 00:00:00.130544
0 days 00:00:00.129054
0 days 00:00:00.133703
0 days 00:00:00.138522
0 days 00:00:00.146500
0 days 00:00:00.133951
0 days 00:00:00.131604
0 days 00:00:00.138886
0 days 00:00:00.129590
0 days 00:00:00.129274
0 days 00:00:00.144076
0 days 00:00:00.133835
0 days 00:00:00.132633
0 days 00:00:00.133501
0 days 00:00:00.129251
0 days 00:00:00.131904
0 days 00:00:00.134150
0 days 00:00:00.137437
0 days 00:00:00.133662
0 days 00:00:00.141245
0 days 00:00:00.131203
0 days 00:00:00.139096
0 days 00:00:00.144567
0 days 00:00:00.134362
0 days 00:00:00.164856
0 days 00:00:00.143240
0 days 00:00:00.132517
0 days 00:00:00.140452
0 days 00:00:00.130326
0 days 00:00:00.139500
0 days 00:00:00.133040
0 days 00:00:00.143417
0 days 00:00:00.143183
0 days 00:00:00.137266
0 days 00:00:00.133284
0 days 00:00:00.133616
0 days 00:00:00.129891
0 days 00:00:00.129544
0 days 00:00:00.134435
0 days 00:00:00.134730
0 days 00:00:00.140652
0 days 00:00:00.131666
0 days 00:00:00.149681
0 days 00:00:00.138863
0 days 00:00:00.174030
0 days 00:00:00.130558
0 days 00:00:00.131937
0 days 00:00:00.209736
0 days 00:00:00.138490
0 days 00:00:00.131195
0 days 00:00:00.135552
0 days 00:00:00.144158
0 days 00:00:00.136828
0 days 00:00:00.143808
0 days 00:00:00.139604
0 days 00:00:00.128049
0 days 00:00:00.131112
0 days 00:00:00.131942
0 days 00:00:00.130834
0 days 00:00:00.132875
0 days 00:00:00.135554
0 days 00:00:00.133486
0 days 00:00:00.134051
0 days 00:00:00.131160
0 days 00:00:00.129974
0 days 00:00:00.126239
0 days 00:00:00.132752
0 days 00:00:00.134868
0 days 00:00:00.141336
0 days 00:00:00.141369
0 days 00:00:00.133713
0 days 00:00:00.129718
0 days 00:00:00.139302
0 days 00:00:00.138418
0 days 00:00:00.137599
0 days 00:00:00.133561
0 days 00:00:00.142828
0 days 00:00:00.142499
0 days 00:00:00.134581
0 days 00:00:00.131758
0 days 00:00:00.134521
0 days 00:00:00.132936
0 days 00:00:00.125046
0 days 00:00:00.129522
0 days 00:00:00.137645
0 days 00:00:00.135621
0 days 00:00:00.138710
0 days 00:00:00.136487
0 days 00:00:00.151428
0 days 00:00:00.137857
0 days 00:00:00.137366
0 days 00:00:00.135808
0 days 00:00:00.139470
0 days 00:00:00.139244
0 days 00:00:00.144336
0 days 00:00:00.138195
0 days 00:00:00.141068
0 days 00:00:00.141208
0 days 00:00:00.133784
0 days 00:00:00.129862
0 days 00:00:00.143085
0 days 00:00:00.140927
0 days 00:00:00.136646
0 days 00:00:00.138787
0 days 00:00:00.140799
0 days 00:00:00.136160
0 days 00:00:00.135414
0 days 00:00:00.133878
0 days 00:00:00.135516
0 days 00:00:00.137062
0 days 00:00:00.133641
0 days 00:00:00.138826
0 days 00:00:00.128306
0 days 00:00:00.140847
0 days 00:00:00.133931
0 days 00:00:00.129290
0 days 00:00:00.137954
0 days 00:00:00.127861
0 days 00:00:00.133027
0 days 00:00:00.138663
0 days 00:00:00.135323
0 days 00:00:00.142977
0 days 00:00:00.136982
0 days 00:00:00.136180
0 days 00:00:00.137802
0 days 00:00:00.140454
0 days 00:00:00.136717
0 days 00:00:00.139978
0 days 00:00:00.132986
0 days 00:00:00.138543
0 days 00:00:00.143932
0 days 00:00:00.138859
0 days 00:00:00.126443
0 days 00:00:00.132178
0 days 00:00:00.137861
0 days 00:00:00.137648
0 days 00:00:00.148489
0 days 00:00:00.143292
0 days 00:00:00.139616
0 days 00:00:00.137557
0 days 00:00:00.131231
0 days 00:00:00.138619
0 days 00:00:00.138518
0 days 00:00:00.135179
0 days 00:00:00.134388
0 days 00:00:00.132321
0 days 00:00:00.128963
0 days 00:00:00.136105
0 days 00:00:00.171143
0 days 00:00:00.135250
0 days 00:00:00.136459
0 days 00:00:00.141024
0 days 00:00:00.136493
0 days 00:00:00.133217
0 days 00:00:00.132292
0 days 00:00:00.133810
0 days 00:00:00.141699
0 days 00:00:00.140542
0 days 00:00:00.142857
0 days 00:00:00.131074
0 days 00:00:00.141513
0 days 00:00:00.136701
0 days 00:00:00.135053
0 days 00:00:00.134430
0 days 00:00:00.133775
0 days 00:00:00.128209
0 days 00:00:00.137071
0 days 00:00:00.130200
0 days 00:00:00.130018
0 days 00:00:00.136447
0 days 00:00:00.134813
0 days 00:00:00.125672
