"Year","Month","Day","Hour","KMCh","KIR1h","KIR3h","LRCh","ATYh","TTYh"
2014,1,1,0,24.3221,4.0157,3.9024,63.6238,46.5948,37.574
2014,1,1,1,24.3221,4.0157,3.9024,63.6238,46.5948,37.574
2014,1,1,2,24.3221,4.0157,3.9024,63.6238,46.5948,37.574
2014,1,1,3,24.3221,4.0157,3.9024,63.6238,46.5948,37.574
2014,1,1,4,24.3221,4.0157,3.9024,63.6238,46.5948,37.574
2014,1,1,5,24.3221,4.0157,3.9024,63.6238,46.5948,37.574
2014,1,1,6,24.3221,4.0157,3.9024,63.6238,46.5948,37.574
2014,1,1,7,24.3221,4.0157,3.9024,63.6238,46.5948,37.574
2014,1,1,8,24.3221,4.0157,3.9024,63.6238,46.5948,37.574
2014,1,1,9,24.3221,4.0157,3.9024,63.6238,46.5948,37.574
2014,1,1,10,24.3221,4.0157,3.9024,63.6238,46.5948,37.574
2014,1,1,11,24.3221,4.0157,3.9024,63.6238,46.5948,37.574
2014,1,1,12,24.3221,4.0157,3.9024,63.6238,46.5948,37.574
2014,1,1,13,24.3221,4.0157,3.9024,63.6238,46.5948,37.574
2014,1,1,14,24.3221,4.0157,3.9024,63.6238,46.5948,37.574
2014,1,1,15,24.3221,4.0157,3.9024,63.6238,46.5948,37.574
2014,1,1,16,24.3221,4.0157,3.9024,63.6238,46.5948,37.574
2014,1,1,17,24.3221,4.0157,3.9024,63.6238,46.5948,37.574
2014,1,1,18,24.3221,4.0157,3.9024,63.6238,46.5948,37.574
2014,1,1,19,24.3221,4.0157,3.9024,63.6238,46.5948,37.574
2014,1,1,20,24.3221,4.0157,3.9024,63.6238,46.5948,37.574
2014,1,1,21,24.3221,4.0157,3.9024,63.6238,46.5948,37.574
2014,1,1,22,24.3221,4.0157,3.9024,63.6238,46.5948,37.574
2014,1,1,23,24.3221,4.0157,3.9024,63.6238,46.5948,37.574
2014,1,2,0,24.1975,4.0109,3.8998,63.8222,46.5681,37.4876
2014,1,2,1,24.1975,4.0109,3.8998,63.8222,46.5681,37.4876
2014,1,2,2,24.1975,4.0109,3.8998,63.8222,46.5681,37.4876
2014,1,2,3,24.1975,4.0109,3.8998,63.8222,46.5681,37.4876
2014,1,2,4,24.1975,4.0109,3.8998,63.8222,46.5681,37.4876
2014,1,2,5,24.1975,4.0109,3.8998,63.8222,46.5681,37.4876
2014,1,2,6,24.1975,4.0109,3.8998,63.8222,46.5681,37.4876
2014,1,2,7,24.1975,4.0109,3.8998,63.8222,46.5681,37.4876
2014,1,2,8,24.1975,4.0109,3.8998,63.8222,46.5681,37.4876
2014,1,2,9,24.1975,4.0109,3.8998,63.8222,46.5681,37.4876
2014,1,2,10,24.1975,4.0109,3.8998,63.8222,46.5681,37.4876
2014,1,2,11,24.1975,4.0109,3.8998,63.8222,46.5681,37.4876
2014,1,2,12,24.1975,4.0109,3.8998,63.8222,46.5681,37.4876
2014,1,2,13,24.1975,4.0109,3.8998,63.8222,46.5681,37.4876
2014,1,2,14,24.1975,4.0109,3.8998,63.8222,46.5681,37.4876
2014,1,2,15,24.1975,4.0109,3.8998,63.8222,46.5681,37.4876
2014,1,2,16,24.1975,4.0109,3.8998,63.8222,46.5681,37.4876
2014,1,2,17,24.1975,4.0109,3.8998,63.8222,46.5681,37.4876
2014,1,2,18,24.1975,4.0109,3.8998,63.8222,46.5681,37.4876
2014,1,2,19,24.1975,4.0109,3.8998,63.8222,46.5681,37.4876
2014,1,2,20,24.1975,4.0109,3.8998,63.8222,46.5681,37.4876
2014,1,2,21,24.1975,4.0109,3.8998,63.8222,46.5681,37.4876
2014,1,2,22,24.1975,4.0109,3.8998,63.8222,46.5681,37.4876
2014,1,2,23,24.1975,4.0109,3.8998,63.8222,46.5681,37.4876
2014,1,3,0,24.0728,4.0062,3.8973,64.0157,46.5379,38.3603
2014,1,3,1,24.0728,4.0062,3.8973,64.0157,46.5379,38.3603
2014,1,3,2,24.0728,4.0062,3.8973,64.0157,46.5379,38.3603
2014,1,3,3,24.0728,4.0062,3.8973,64.0157,46.5379,38.3603
2014,1,3,4,24.0728,4.0062,3.8973,64.0157,46.5379,38.3603
2014,1,3,5,24.0728,4.0062,3.8973,64.0157,46.5379,38.3603
2014,1,3,6,24.0728,4.0062,3.8973,64.0157,46.5379,38.3603
2014,1,3,7,24.0728,4.0062,3.8973,64.0157,46.5379,38.3603
2014,1,3,8,24.0728,4.0062,3.8973,64.0157,46.5379,38.3603
2014,1,3,9,24.0728,4.0062,3.8973,64.0157,46.5379,38.3603
2014,1,3,10,24.0728,4.0062,3.8973,64.0157,46.5379,38.3603
2014,1,3,11,24.0728,4.0062,3.8973,64.0157,46.5379,38.3603
2014,1,3,12,24.0728,4.0062,3.8973,64.0157,46.5379,38.3603
