pSolar
pSolar
0
0
0
0
0
0
0
0.201906372
33.9093143
93.23065846
131.4019189
172.6205569
186.802523
191.271071
183.7363635
166.5430186
139.3733077
137.9537024
2.460440438
0
0
0
0
0
0
0
0
0
0
0
0
0
10.75894883
38.36534098
77.60247922
133.9719209
167.40699
165.7119156
61.27780126
44.2644504
40.84612856
65.87938834
2.11923432
0
0
0
0
0
0
0
0
0
0
0
0
0.273903992
33.14551346
87.99987478
125.3869872
159.2383904
175.1216916
181.8440782
172.1619633
147.8690269
122.3004805
78.32715092
1.457169242
0
0
0
0
0
0
0
0
0
0
0
0
0.178428886
33.19246842
87.92944234
126.0521826
164.1467499
178.8373949
184.5314677
176.9638916
158.1552957
136.4323614
133.2237717
2.950337294
0
0
0
0
0
0
0
0
0
0
0
0
0.043824638
20.8370506
64.06379616
103.476233
146.944014
155.834155
165.1954109
169.5622232
145.6903163
118.3703495
110.8951182
3.692225822
0
0
0
0
0
0
0
0
0
0
0
0
0
25.63584856
66.0265139
113.3477329
133.6009767
133.9969636
128.9649559
97.72424912
64.49108638
43.88881064
79.07060462
2.18497128
0
0
0
0
0
0
0
0
0
0
0
0
0
14.80333693
40.9400385
73.57374278
111.8686513
117.0164812
110.3504406
94.756695
80.24604404
50.15416882
32.7651782
0.993880202
0
0
0
0
0
0
0
0
0
0
0
0
0
5.806764646
16.26989717
13.0221784
48.6046548
77.00771626
114.3760467
136.145936
121.0373918
118.8445947
89.21131302
2.577827864
0
0
0
0
0
0
0
0
0
0
0
0
0
25.71410684
73.25601414
100.7356279
141.7867931
156.1612747
163.835282
80.80167786
62.63793022
81.8847725
98.93412218
2.482352758
0
0
0
0
0
0
0
0
0
0
0
0
0
14.51221612
50.2919034
51.24978478
100.2519917
116.9914385
67.3631654
6.941509758
4.308901098
9.776024792
12.77488222
0.258252336
0
0
0
0
0
0
0
0
0
0
0
0
0
2.543394218
24.90022068
36.8048708
51.64890204
78.17219952
77.94212018
43.97802508
39.91328982
27.67369426
7.000986054
0.82797264
0
0
0
0
0
0
0
0
0
0
0
0
0
2.654520982
20.2125495
73.63791458
38.27612652
106.3076177
123.1237576
71.11330234
80.01596468
77.82316758
58.85805512
2.217839758
0
0
0
0
0
0
0
0
0
0
0
0
0.014086492
23.84842936
68.17235604
115.4074909
37.04747148
172.1744847
169.4354447
163.2139112
139.3216572
120.7634878
108.9167488
2.978510276
0
0
0
0
0
0
0
0
0
0
0
0
0.014086492
22.79663802
61.30910456
124.402498
33.7496674
181.1647963
179.5010252
172.2496126
161.3451034
141.1450752
124.959697
3.008248424
0
0
0
0
0
0
0
0
0
0
0
0
0.015651656
19.68039317
66.37867618
125.516896
31.46139518
182.8316977
188.4021224
183.1243837
163.3594716
140.633266
130.486297
3.252414268
0
0
0
0
0
0
0
0
0
0
0
0
0.087649278
33.24411888
88.0405691
129.8242319
29.88996886
172.2903069
152.3281839
163.4831197
146.3492511
120.5866241
111.6542236
2.540263886
0
0
0
0
0
0
0
0
0
0
0
0
0.056345964
31.73373402
81.13662332
131.4613952
35.46508898
156.4523955
182.0193768
142.0606971
136.3055829
129.7757118
105.0648761
2.889295832
0
0
0
0
0
0
0
0
0
0
0
0
0
21.06869512
53.43945156
111.5853563
35.61221456
181.587391
188.4569032
159.1366546
145.432064
114.5623014
84.54398898
3.535709254
0
0
0
0
0
0
0
0
0
0
0
0
0.039129142
34.47746944
89.63077742
134.2614766
36.31810428
182.7831776
188.7073297
182.210327
165.8684322
140.7882174
126.3213911
3.618663036
0
0
0
0
0
0
0
0
0
0
0
0
0.043824638
33.49141506
89.09705592
134.0689612
36.35879858
181.2227074
186.7086131
177.8247327
159.3557778
112.9423549
78.76539732
4.308901098
0
0
0
0
0
0
0
0
0
0
0
0
0.073562786
33.30985584
91.27576654
137.6031053
37.92083392
185.1872721
191.2131599
185.6787341
169.4886604
145.0673804
129.8195364
3.952043324
0
0
0
0
0
0
0
0
0
0
0
0
0.092344774
36.19289102
92.07713136
137.203988
39.02584088
183.5469784
189.3521779
183.4702853
167.1628242
142.4112942
125.9974018
4.008389288
0
0
0
0
0
0
0
0
0
0
0
0
0.070432456
34.83902272
89.89842074
135.0784931
39.76929458
181.1413188
186.9872126
180.3321282
164.4237843
139.8851168
123.3381853
4.050648762
0
0
0
0
0
0
0
0
0
0
0
0
0
26.6046861
55.79189558
74.08868228
51.68803118
150.3623359
163.6646789
137.5373683
119.0465011
105.1462647
80.6451613
3.73605046
0
0
0
0
0
0
0
0
0
0
0
0
0.003130332
30.61464056
88.32073374
137.6547558
44.48200842
185.3891784
191.5700177
185.6959509
168.2443537
140.1449343
123.3240989
4.37307289
0
0
0
0
0
0
0
0
0
0
0
0
0.026607816
32.27997684
86.48792474
132.5163169
45.94856866
181.1194065
187.5287599
181.304096
164.7869027
139.9195505
119.9981218
4.391854878
0
0
0
0
0
0
0
0
0
0
0
0
0.01095616
29.45328764
79.41650624
115.9161697
59.76585122
167.444554
178.2692398
141.700709
83.46402466
50.37329202
34.47277394
5.094614264
0
0
0
0
0
0
0
0
0
0
0
0
0
30.66942136
86.46131694
126.1680049
55.59624986
175.6021975
182.3856255
160.8239032
131.8448608
113.1896511
90.26310434
5.17600288
0
0
0
0
0
0
0
0
0
0
0
0
0.050085302
33.09229782
85.26709552
134.2458249
50.9617943
187.0200811
193.3089167
178.2128938
168.9111142
143.64621
122.0484888
4.870795574
0
0
0
0
0
0
0
0
0
0
0
0
0
32.16102424
87.41450282
134.3053012
50.82719006
184.5878136
191.2788969
184.7130269
