year,month,day,hour,Sukhothai,SakonNakhon,Salokbat,Phrae,PranBuri,ThatPhanom,Pangnga2,ChonBuri3,NakhonPhanom,Thalan2,Ubon2,LopBuri2,NakhonNayok,NakhonChaisi,Pattani,Chaiyaphum1,NakhonRatchasima2,Sirindhorn,BangLangDam,BhumibolDam,ChulabhornDam,KaengKrachanDam,KiridharnDam,LamTakhongJVDam,PakMunDam,RajjaprabhaDam,SirikitDam,SrinagarindDam,ThungNaDam,UbolratanaDam,VajiralongkornDam,NamNgum1,NamLeuk,NamMang3,NamNgum2,TheunHinboun,NamTheun2,HouayHo,Xeset1,Xeset2
2016,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8,40.8,27.59,0,173.3,7.9,8.7,0,41.5,11.4,0,130.8,102.3,2.2,11.2,0,146.85,59.94,14.97,350.944,162.6,1063.89,0,23.02,4.21
2016,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8,40.8,27.59,0,173.3,7.9,8.7,0,41.5,11.4,0,130.8,102.3,2.2,11.2,0,146.85,59.94,14.97,350.944,162.6,1063.89,0,23.02,4.21
2016,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8,40.8,27.59,0,173.3,7.9,8.7,0,41.5,11.4,0,130.8,102.3,2.2,11.2,0,146.85,59.94,14.97,350.944,162.6,1063.89,0,23.02,4.21
2016,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8,40.8,27.59,0,173.3,7.9,8.7,0,41.5,11.4,0,130.8,102.3,2.2,11.2,0,146.85,59.94,14.97,350.944,162.6,1063.89,0,23.02,4.21
2016,1,1,5,1.68,2.16,7.2,2.64,0.72,2.64,1.2,0.96,2.88,5.76,8.88,10.8,2.4,17.28,1.44,25.8,40.8,27.59,0,173.3,7.9,8.7,0,41.5,11.4,0,130.8,102.3,2.2,11.2,0,146.85,59.94,14.97,350.944,162.6,1063.89,0,23.02,4.21
2016,1,1,6,2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16,25.8,40.8,27.59,0,173.3,7.9,8.7,0,41.5,11.4,0,130.8,102.3,2.2,11.2,0,146.85,59.94,14.97,350.944,162.6,1063.89,0,23.02,4.21
2016,1,1,7,3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88,25.8,40.8,27.59,0,173.3,7.9,8.7,0,41.5,11.4,0,130.8,102.3,2.2,11.2,0,146.85,59.94,14.97,350.944,162.6,1063.89,0,23.02,4.21
2016,1,1,8,3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6,25.8,40.8,27.59,0,173.3,7.9,8.7,0,41.5,11.4,0,130.8,102.3,2.2,11.2,0,146.85,59.94,14.97,350.944,162.6,1063.89,0,23.02,4.21
2016,1,1,9,4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32,25.8,40.8,27.59,0,173.3,7.9,8.7,0,41.5,11.4,0,130.8,102.3,2.2,11.2,0,146.85,59.94,14.97,350.944,162.6,1063.89,0,23.02,4.21
2016,1,1,10,5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04,25.8,40.8,27.59,0,173.3,7.9,8.7,0,41.5,11.4,0,130.8,102.3,2.2,11.2,0,146.85,59.94,14.97,350.944,162.6,1063.89,0,23.02,4.21
2016,1,1,11,6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76,25.8,40.8,27.59,0,173.3,7.9,8.7,0,41.5,11.4,0,130.8,102.3,2.2,11.2,0,146.85,59.94,14.97,350.944,162.6,1063.89,0,23.02,4.21
2016,1,1,12,6.96,9.84,32.4,12,3.6,11.28,5.04,4.32,12.96,25.44,39.6,48.72,10.56,77.52,6.48,25.8,40.8,27.59,0,173.3,7.9,8.7,0,41.5,11.4,0,130.8,102.3,2.2,11.2,0,146.85,59.94,14.97,350.944,162.6,1063.89,0,23.02,4.21
2016,1,1,13,6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76,25.8,40.8,27.59,0,173.3,7.9,8.7,0,41.5,11.4,0,130.8,102.3,2.2,11.2,0,146.85,59.94,14.97,350.944,162.6,1063.89,0,23.02,4.21
2016,1,1,14,5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04,25.8,40.8,27.59,0,173.3,7.9,8.7,0,41.5,11.4,0,130.8,102.3,2.2,11.2,0,146.85,59.94,14.97,350.944,162.6,1063.89,0,23.02,4.21
2016,1,1,15,4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32,25.8,40.8,27.59,0,173.3,7.9,8.7,0,41.5,11.4,0,130.8,102.3,2.2,11.2,0,146.85,59.94,14.97,350.944,162.6,1063.89,0,23.02,4.21
2016,1,1,16,3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6,25.8,40.8,27.59,0,173.3,7.9,8.7,0,41.5,11.4,0,130.8,102.3,2.2,11.2,0,146.85,59.94,14.97,350.944,162.6,1063.89,0,23.02,4.21
2016,1,1,17,3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88,25.8,40.8,27.59,0,173.3,7.9,8.7,0,41.5,11.4,0,130.8,102.3,2.2,11.2,0,146.85,59.94,14.97,350.944,162.6,1063.89,0,23.02,4.21
2016,1,1,18,2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16,25.8,40.8,27.59,0,173.3,7.9,8.7,0,41.5,11.4,0,130.8,102.3,2.2,11.2,0,146.85,59.94,14.97,350.944,162.6,1063.89,0,23.02,4.21
2016,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8,40.8,27.59,0,173.3,7.9,8.7,0,41.5,11.4,0,130.8,102.3,2.2,11.2,0,146.85,59.94,14.97,350.944,162.6,1063.89,0,23.02,4.21
2016,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8,40.8,27.59,0,173.3,7.9,8.7,0,41.5,11.4,0,130.8,102.3,2.2,11.2,0,146.85,59.94,14.97,350.944,162.6,1063.89,0,23.02,4.21
2016,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8,40.8,27.59,0,173.3,7.9,8.7,0,41.5,11.4,0,130.8,102.3,2.2,11.2,0,146.85,59.94,14.97,350.944,162.6,1063.89,0,23.02,4.21
2016,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8,40.8,27.59,0,173.3,7.9,8.7,0,41.5,11.4,0,130.8,102.3,2.2,11.2,0,146.85,59.94,14.97,350.944,162.6,1063.89,0,23.02,4.21
2016,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8,40.8,27.59,0,173.3,7.9,8.7,0,41.5,11.4,0,130.8,102.3,2.2,11.2,0,146.85,59.94,14.97,350.944,162.6,1063.89,0,23.02,4.21
2016,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8,40.8,27.59,0,173.3,7.9,8.7,0,41.5,11.4,0,130.8,102.3,2.2,11.2,0,146.85,59.94,14.97,350.944,162.6,1063.89,0,23.02,4.21
2016,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,43.9,27.31,0,172.9,7.9,8.7,0,41.1,11,0,130.6,102.2,2,11.1,0,144.43,59.9,14.86,349.68,153.38,1063.28,0,22.5,4.13
2016,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,43.9,27.31,0,172.9,7.9,8.7,0,41.1,11,0,130.6,102.2,2,11.1,0,144.43,59.9,14.86,349.68,153.38,1063.28,0,22.5,4.13
2016,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,43.9,27.31,0,172.9,7.9,8.7,0,41.1,11,0,130.6,102.2,2,11.1,0,144.43,59.9,14.86,349.68,153.38,1063.28,0,22.5,4.13
2016,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,43.9,27.31,0,172.9,7.9,8.7,0,41.1,11,0,130.6,102.2,2,11.1,0,144.43,59.9,14.86,349.68,153.38,1063.28,0,22.5,4.13
2016,1,2,5,1.68,2.16,7.2,2.64,0.72,2.64,1.2,0.96,2.88,5.76,8.88,10.8,2.4,17.28,1.44,22.7,43.9,27.31,0,172.9,7.9,8.7,0,41.1,11,0,130.6,102.2,2,11.1,0,144.43,59.9,14.86,349.68,153.38,1063.28,0,22.5,4.13
2016,1,2,6,2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16,22.7,43.9,27.31,0,172.9,7.9,8.7,0,41.1,11,0,130.6,102.2,2,11.1,0,144.43,59.9,14.86,349.68,153.38,1063.28,0,22.5,4.13
2016,1,2,7,3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88,22.7,43.9,27.31,0,172.9,7.9,8.7,0,41.1,11,0,130.6,102.2,2,11.1,0,144.43,59.9,14.86,349.68,153.38,1063.28,0,22.5,4.13
2016,1,2,8,3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6,22.7,43.9,27.31,0,172.9,7.9,8.7,0,41.1,11,0,130.6,102.2,2,11.1,0,144.43,59.9,14.86,349.68,153.38,1063.28,0,22.5,4.13
2016,1,2,9,4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32,22.7,43.9,27.31,0,172.9,7.9,8.7,0,41.1,11,0,130.6,102.2,2,11.1,0,144.43,59.9,14.86,349.68,153.38,1063.28,0,22.5,4.13
2016,1,2,10,5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04,22.7,43.9,27.31,0,172.9,7.9,8.7,0,41.1,11,0,130.6,102.2,2,11.1,0,144.43,59.9,14.86,349.68,153.38,1063.28,0,22.5,4.13
2016,1,2,11,6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76,22.7,43.9,27.31,0,172.9,7.9,8.7,0,41.1,11,0,130.6,102.2,2,11.1,0,144.43,59.9,14.86,349.68,153.38,1063.28,0,22.5,4.13
2016,1,2,12,6.96,9.84,32.4,12,3.6,11.28,5.04,4.32,12.96,25.44,39.6,48.72,10.56,77.52,6.48,22.7,43.9,27.31,0,172.9,7.9,8.7,0,41.1,11,0,130.6,102.2,2,11.1,0,144.43,59.9,14.86,349.68,153.38,1063.28,0,22.5,4.13
2016,1,2,13,6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76,22.7,43.9,27.31,0,172.9,7.9,8.7,0,41.1,11,0,130.6,102.2,2,11.1,0,144.43,59.9,14.86,349.68,153.38,1063.28,0,22.5,4.13
2016,1,2,14,5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04,22.7,43.9,27.31,0,172.9,7.9,8.7,0,41.1,11,0,130.6,102.2,2,11.1,0,144.43,59.9,14.86,349.68,153.38,1063.28,0,22.5,4.13
2016,1,2,15,4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32,22.7,43.9,27.31,0,172.9,7.9,8.7,0,41.1,11,0,130.6,102.2,2,11.1,0,144.43,59.9,14.86,349.68,153.38,1063.28,0,22.5,4.13
2016,1,2,16,3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6,22.7,43.9,27.31,0,172.9,7.9,8.7,0,41.1,11,0,130.6,102.2,2,11.1,0,144.43,59.9,14.86,349.68,153.38,1063.28,0,22.5,4.13
2016,1,2,17,3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88,22.7,43.9,27.31,0,172.9,7.9,8.7,0,41.1,11,0,130.6,102.2,2,11.1,0,144.43,59.9,14.86,349.68,153.38,1063.28,0,22.5,4.13
2016,1,2,18,2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16,22.7,43.9,27.31,0,172.9,7.9,8.7,0,41.1,11,0,130.6,102.2,2,11.1,0,144.43,59.9,14.86,349.68,153.38,1063.28,0,22.5,4.13
2016,1,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,43.9,27.31,0,172.9,7.9,8.7,0,41.1,11,0,130.6,102.2,2,11.1,0,144.43,59.9,14.86,349.68,153.38,1063.28,0,22.5,4.13
2016,1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,43.9,27.31,0,172.9,7.9,8.7,0,41.1,11,0,130.6,102.2,2,11.1,0,144.43,59.9,14.86,349.68,153.38,1063.28,0,22.5,4.13
2016,1,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,43.9,27.31,0,172.9,7.9,8.7,0,41.1,11,0,130.6,102.2,2,11.1,0,144.43,59.9,14.86,349.68,153.38,1063.28,0,22.5,4.13
2016,1,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,43.9,27.31,0,172.9,7.9,8.7,0,41.1,11,0,130.6,102.2,2,11.1,0,144.43,59.9,14.86,349.68,153.38,1063.28,0,22.5,4.13
2016,1,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,43.9,27.31,0,172.9,7.9,8.7,0,41.1,11,0,130.6,102.2,2,11.1,0,144.43,59.9,14.86,349.68,153.38,1063.28,0,22.5,4.13
2016,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,43.9,27.31,0,172.9,7.9,8.7,0,41.1,11,0,130.6,102.2,2,11.1,0,144.43,59.9,14.86,349.68,153.38,1063.28,0,22.5,4.13
2016,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,31.4,27.03,0,172.6,7.9,8.6,0,40.8,10.6,0,130.5,102.1,1.9,11.1,0,164.5,59.89,14.74,398.632,144.77,1062.66,0,21.95,4.05
2016,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,31.4,27.03,0,172.6,7.9,8.6,0,40.8,10.6,0,130.5,102.1,1.9,11.1,0,164.5,59.89,14.74,398.632,144.77,1062.66,0,21.95,4.05
2016,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,31.4,27.03,0,172.6,7.9,8.6,0,40.8,10.6,0,130.5,102.1,1.9,11.1,0,164.5,59.89,14.74,398.632,144.77,1062.66,0,21.95,4.05
2016,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,31.4,27.03,0,172.6,7.9,8.6,0,40.8,10.6,0,130.5,102.1,1.9,11.1,0,164.5,59.89,14.74,398.632,144.77,1062.66,0,21.95,4.05
2016,1,3,5,1.68,2.16,7.2,2.64,0.72,2.64,1.2,0.96,2.88,5.76,8.88,10.8,2.4,17.28,1.44,22.7,31.4,27.03,0,172.6,7.9,8.6,0,40.8,10.6,0,130.5,102.1,1.9,11.1,0,164.5,59.89,14.74,398.632,144.77,1062.66,0,21.95,4.05
2016,1,3,6,2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16,22.7,31.4,27.03,0,172.6,7.9,8.6,0,40.8,10.6,0,130.5,102.1,1.9,11.1,0,164.5,59.89,14.74,398.632,144.77,1062.66,0,21.95,4.05
2016,1,3,7,3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88,22.7,31.4,27.03,0,172.6,7.9,8.6,0,40.8,10.6,0,130.5,102.1,1.9,11.1,0,164.5,59.89,14.74,398.632,144.77,1062.66,0,21.95,4.05
2016,1,3,8,3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6,22.7,31.4,27.03,0,172.6,7.9,8.6,0,40.8,10.6,0,130.5,102.1,1.9,11.1,0,164.5,59.89,14.74,398.632,144.77,1062.66,0,21.95,4.05
2016,1,3,9,4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32,22.7,31.4,27.03,0,172.6,7.9,8.6,0,40.8,10.6,0,130.5,102.1,1.9,11.1,0,164.5,59.89,14.74,398.632,144.77,1062.66,0,21.95,4.05
2016,1,3,10,5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04,22.7,31.4,27.03,0,172.6,7.9,8.6,0,40.8,10.6,0,130.5,102.1,1.9,11.1,0,164.5,59.89,14.74,398.632,144.77,1062.66,0,21.95,4.05
2016,1,3,11,6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76,22.7,31.4,27.03,0,172.6,7.9,8.6,0,40.8,10.6,0,130.5,102.1,1.9,11.1,0,164.5,59.89,14.74,398.632,144.77,1062.66,0,21.95,4.05
2016,1,3,12,6.96,9.84,32.4,12,3.6,11.28,5.04,4.32,12.96,25.44,39.6,48.72,10.56,77.52,6.48,22.7,31.4,27.03,0,172.6,7.9,8.6,0,40.8,10.6,0,130.5,102.1,1.9,11.1,0,164.5,59.89,14.74,398.632,144.77,1062.66,0,21.95,4.05
2016,1,3,13,6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76,22.7,31.4,27.03,0,172.6,7.9,8.6,0,40.8,10.6,0,130.5,102.1,1.9,11.1,0,164.5,59.89,14.74,398.632,144.77,1062.66,0,21.95,4.05
2016,1,3,14,5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04,22.7,31.4,27.03,0,172.6,7.9,8.6,0,40.8,10.6,0,130.5,102.1,1.9,11.1,0,164.5,59.89,14.74,398.632,144.77,1062.66,0,21.95,4.05
2016,1,3,15,4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32,22.7,31.4,27.03,0,172.6,7.9,8.6,0,40.8,10.6,0,130.5,102.1,1.9,11.1,0,164.5,59.89,14.74,398.632,144.77,1062.66,0,21.95,4.05
2016,1,3,16,3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6,22.7,31.4,27.03,0,172.6,7.9,8.6,0,40.8,10.6,0,130.5,102.1,1.9,11.1,0,164.5,59.89,14.74,398.632,144.77,1062.66,0,21.95,4.05
2016,1,3,17,3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88,22.7,31.4,27.03,0,172.6,7.9,8.6,0,40.8,10.6,0,130.5,102.1,1.9,11.1,0,164.5,59.89,14.74,398.632,144.77,1062.66,0,21.95,4.05
2016,1,3,18,2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16,22.7,31.4,27.03,0,172.6,7.9,8.6,0,40.8,10.6,0,130.5,102.1,1.9,11.1,0,164.5,59.89,14.74,398.632,144.77,1062.66,0,21.95,4.05
2016,1,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,31.4,27.03,0,172.6,7.9,8.6,0,40.8,10.6,0,130.5,102.1,1.9,11.1,0,164.5,59.89,14.74,398.632,144.77,1062.66,0,21.95,4.05
2016,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,31.4,27.03,0,172.6,7.9,8.6,0,40.8,10.6,0,130.5,102.1,1.9,11.1,0,164.5,59.89,14.74,398.632,144.77,1062.66,0,21.95,4.05
2016,1,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,31.4,27.03,0,172.6,7.9,8.6,0,40.8,10.6,0,130.5,102.1,1.9,11.1,0,164.5,59.89,14.74,398.632,144.77,1062.66,0,21.95,4.05
2016,1,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,31.4,27.03,0,172.6,7.9,8.6,0,40.8,10.6,0,130.5,102.1,1.9,11.1,0,164.5,59.89,14.74,398.632,144.77,1062.66,0,21.95,4.05
2016,1,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,31.4,27.03,0,172.6,7.9,8.6,0,40.8,10.6,0,130.5,102.1,1.9,11.1,0,164.5,59.89,14.74,398.632,144.77,1062.66,0,21.95,4.05
2016,1,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,31.4,27.03,0,172.6,7.9,8.6,0,40.8,10.6,0,130.5,102.1,1.9,11.1,0,164.5,59.89,14.74,398.632,144.77,1062.66,0,21.95,4.05
2016,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1,30.6,21.85,0,172.2,7.9,8.6,0,40.4,10.3,0,130.4,102,1.8,11.1,0,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1,30.6,21.85,0,172.2,7.9,8.6,0,40.4,10.3,0,130.4,102,1.8,11.1,0,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1,30.6,21.85,0,172.2,7.9,8.6,0,40.4,10.3,0,130.4,102,1.8,11.1,0,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1,30.6,21.85,0,172.2,7.9,8.6,0,40.4,10.3,0,130.4,102,1.8,11.1,0,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,5,1.68,2.16,7.2,2.64,0.72,2.64,1.2,0.96,2.88,5.76,8.88,10.8,2.4,17.28,1.44,23.1,30.6,21.85,0,172.2,7.9,8.6,0,40.4,10.3,0,130.4,102,1.8,11.1,0,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,6,2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16,23.1,30.6,21.85,0,172.2,7.9,8.6,0,40.4,10.3,0,130.4,102,1.8,11.1,0,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,7,3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88,23.1,30.6,21.85,0,172.2,7.9,8.6,0,40.4,10.3,0,130.4,102,1.8,11.1,0,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,8,3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6,23.1,30.6,21.85,0,172.2,7.9,8.6,0,40.4,10.3,0,130.4,102,1.8,11.1,0,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,9,4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32,23.1,30.6,21.85,0,172.2,7.9,8.6,0,40.4,10.3,0,130.4,102,1.8,11.1,0,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,10,5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04,23.1,30.6,21.85,0,172.2,7.9,8.6,0,40.4,10.3,0,130.4,102,1.8,11.1,0,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,11,6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76,23.1,30.6,21.85,0,172.2,7.9,8.6,0,40.4,10.3,0,130.4,102,1.8,11.1,0,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,12,6.96,9.84,32.4,12,3.6,11.28,5.04,4.32,12.96,25.44,39.6,48.72,10.56,77.52,6.48,23.1,30.6,21.85,0,172.2,7.9,8.6,0,40.4,10.3,0,130.4,102,1.8,11.1,0,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,13,6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76,23.1,30.6,21.85,0,172.2,7.9,8.6,0,40.4,10.3,0,130.4,102,1.8,11.1,0,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,14,5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04,23.1,30.6,21.85,0,172.2,7.9,8.6,0,40.4,10.3,0,130.4,102,1.8,11.1,0,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,15,4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32,23.1,30.6,21.85,0,172.2,7.9,8.6,0,40.4,10.3,0,130.4,102,1.8,11.1,0,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,16,3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6,23.1,30.6,21.85,0,172.2,7.9,8.6,0,40.4,10.3,0,130.4,102,1.8,11.1,0,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,17,3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88,23.1,30.6,21.85,0,172.2,7.9,8.6,0,40.4,10.3,0,130.4,102,1.8,11.1,0,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,18,2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16,23.1,30.6,21.85,0,172.2,7.9,8.6,0,40.4,10.3,0,130.4,102,1.8,11.1,0,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1,30.6,21.85,0,172.2,7.9,8.6,0,40.4,10.3,0,130.4,102,1.8,11.1,0,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1,30.6,21.85,0,172.2,7.9,8.6,0,40.4,10.3,0,130.4,102,1.8,11.1,0,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1,30.6,21.85,0,172.2,7.9,8.6,0,40.4,10.3,0,130.4,102,1.8,11.1,0,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
