Chaiyaphum1,NakhonRatchasima2
34.9,68.3
34.9,68.3
32.5,69
32.5,69
32.5,69
32.5,69
32.5,69
32.5,69
32.5,69
32.5,69
32.5,69
32.5,69
32.5,69
32.5,69
32.5,69
32.5,69
32.5,69
32.5,69
32.5,69
32.5,69
32.5,69
32.5,69
32.5,69
32.5,69
32.5,69
32.5,69
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
25.7,52.6
25.7,52.6
25.7,52.6
25.7,52.6
25.7,52.6
25.7,52.6
25.7,52.6
25.7,52.6
25.7,52.6
25.7,52.6
25.7,52.6
25.7,52.6
25.7,52.6
25.7,52.6
25.7,52.6
25.7,52.6
25.7,52.6
25.7,52.6
25.7,52.6
25.7,52.6
25.7,52.6
25.7,52.6
25.7,52.6
25.7,52.6
25,32.2
25,32.2
25,32.2
25,32.2
25,32.2
25,32.2
25,32.2
25,32.2
25,32.2
25,32.2
25,32.2
25,32.2
25,32.2
25,32.2
25,32.2
25,32.2
25,32.2
25,32.2
25,32.2
25,32.2
25,32.2
25,32.2
25,32.2
25,32.2
29.3,43.2
29.3,43.2
29.3,43.2
29.3,43.2
29.3,43.2
29.3,43.2
29.3,43.2
29.3,43.2
29.3,43.2
29.3,43.2
29.3,43.2
29.3,43.2
29.3,43.2
29.3,43.2
29.3,43.2
29.3,43.2
29.3,43.2
29.3,43.2
29.3,43.2
29.3,43.2
29.3,43.2
29.3,43.2
29.3,43.2
29.3,43.2
26.1,37.7
26.1,37.7
26.1,37.7
26.1,37.7
26.1,37.7
26.1,37.7
26.1,37.7
26.1,37.7
26.1,37.7
26.1,37.7
26.1,37.7
26.1,37.7
26.1,37.7
26.1,37.7
26.1,37.7
26.1,37.7
26.1,37.7
26.1,37.7
26.1,37.7
26.1,37.7
26.1,37.7
26.1,37.7
26.1,37.7
26.1,37.7
24.9,60.4
24.9,60.4
24.9,60.4
24.9,60.4
24.9,60.4
24.9,60.4
24.9,60.4
24.9,60.4
24.9,60.4
24.9,60.4
24.9,60.4
24.9,60.4
24.9,60.4
24.9,60.4
24.9,60.4
24.9,60.4
24.9,60.4
24.9,60.4
24.9,60.4
24.9,60.4
24.9,60.4
24.9,60.4
24.9,60.4
24.9,60.4
28.5,58.1
28.5,58.1
28.5,58.1
28.5,58.1
28.5,58.1
28.5,58.1
28.5,58.1
28.5,58.1
28.5,58.1
28.5,58.1
28.5,58.1
28.5,58.1
28.5,58.1
28.5,58.1
28.5,58.1
28.5,58.1
28.5,58.1
28.5,58.1
28.5,58.1
28.5,58.1
28.5,58.1
28.5,58.1
28.5,58.1
28.5,58.1
14.5,36.1
14.5,36.1
14.5,36.1
14.5,36.1
14.5,36.1
14.5,36.1
14.5,36.1
14.5,36.1
14.5,36.1
14.5,36.1
14.5,36.1
14.5,36.1
14.5,36.1
14.5,36.1
14.5,36.1
14.5,36.1
14.5,36.1
14.5,36.1
14.5,36.1
14.5,36.1
14.5,36.1
14.5,36.1
14.5,36.1
14.5,36.1
25,73.8
25,73.8
25,73.8
25,73.8
25,73.8
25,73.8
25,73.8
25,73.8
25,73.8
25,73.8
25,73.8
25,73.8
25,73.8
25,73.8
25,73.8
25,73.8
25,73.8
25,73.8
25,73.8
25,73.8
25,73.8
25,73.8
25,73.8
25,73.8
24.2,62
24.2,62
24.2,62
24.2,62
24.2,62
24.2,62
24.2,62
24.2,62
24.2,62
24.2,62
24.2,62
24.2,62
24.2,62
24.2,62
24.2,62
24.2,62
24.2,62
24.2,62
24.2,62
24.2,62
24.2,62
24.2,62
24.2,62
24.2,62
31,60.4
31,60.4
31,60.4
31,60.4
31,60.4
31,60.4
31,60.4
31,60.4
31,60.4
31,60.4
31,60.4
31,60.4
31,60.4
31,60.4
31,60.4
31,60.4
31,60.4
31,60.4
31,60.4
31,60.4
31,60.4
31,60.4
31,60.4
31,60.4
26.6,35.3
26.6,35.3
26.6,35.3
26.6,35.3
26.6,35.3
26.6,35.3
26.6,35.3
26.6,35.3
26.6,35.3
26.6,35.3
26.6,35.3
26.6,35.3
26.6,35.3
26.6,35.3
26.6,35.3
26.6,35.3
26.6,35.3
26.6,35.3
26.6,35.3
26.6,35.3
26.6,35.3
26.6,35.3
26.6,35.3
26.6,35.3
17.4,22.8
17.4,22.8
17.4,22.8
17.4,22.8
17.4,22.8
17.4,22.8
17.4,22.8
17.4,22.8
17.4,22.8
17.4,22.8
17.4,22.8
17.4,22.8
17.4,22.8
17.4,22.8
17.4,22.8
17.4,22.8
17.4,22.8
17.4,22.8
17.4,22.8
17.4,22.8
17.4,22.8
17.4,22.8
17.4,22.8
17.4,22.8
17.5,28.2
17.5,28.2
17.5,28.2
17.5,28.2
17.5,28.2
17.5,28.2
17.5,28.2
17.5,28.2
17.5,28.2
17.5,28.2
17.5,28.2
17.5,28.2
17.5,28.2
17.5,28.2
17.5,28.2
17.5,28.2
17.5,28.2
17.5,28.2
17.5,28.2
17.5,28.2
17.5,28.2
17.5,28.2
17.5,28.2
17.5,28.2
17.2,42.4
17.2,42.4
17.2,42.4
17.2,42.4
17.2,42.4
17.2,42.4
17.2,42.4
17.2,42.4
17.2,42.4
17.2,42.4
17.2,42.4
17.2,42.4
17.2,42.4
17.2,42.4
17.2,42.4
17.2,42.4
17.2,42.4
17.2,42.4
17.2,42.4
17.2,42.4
17.2,42.4
17.2,42.4
17.2,42.4
17.2,42.4
20.2,51
20.2,51
20.2,51
20.2,51
20.2,51
20.2,51
20.2,51
20.2,51
20.2,51
20.2,51
20.2,51
20.2,51
20.2,51
20.2,51
20.2,51
20.2,51
20.2,51
20.2,51
20.2,51
20.2,51
20.2,51
20.2,51
20.2,51
20.2,51
17.9,43.2
17.9,43.2
17.9,43.2
17.9,43.2
17.9,43.2
17.9,43.2
17.9,43.2
17.9,43.2
17.9,43.2
17.9,43.2
17.9,43.2
17.9,43.2
17.9,43.2
17.9,43.2
17.9,43.2
17.9,43.2
17.9,43.2
17.9,43.2
17.9,43.2
17.9,43.2
17.9,43.2
17.9,43.2
17.9,43.2
17.9,43.2
20.7,57.3
20.7,57.3
20.7,57.3
20.7,57.3
20.7,57.3
20.7,57.3
20.7,57.3
20.7,57.3
20.7,57.3
20.7,57.3
20.7,57.3
20.7,57.3
20.7,57.3
20.7,57.3
20.7,57.3
20.7,57.3
20.7,57.3
20.7,57.3
20.7,57.3
20.7,57.3
20.7,57.3
20.7,57.3
20.7,57.3
20.7,57.3
27.5,64.3
27.5,64.3
27.5,64.3
27.5,64.3
27.5,64.3
27.5,64.3
27.5,64.3
27.5,64.3
27.5,64.3
27.5,64.3
27.5,64.3
27.5,64.3
27.5,64.3
27.5,64.3
27.5,64.3
27.5,64.3
27.5,64.3
27.5,64.3
27.5,64.3
27.5,64.3
27.5,64.3
27.5,64.3
27.5,64.3
27.5,64.3
25.1,40
25.1,40
25.1,40
25.1,40
25.1,40
25.1,40
25.1,40
25.1,40
25.1,40
25.1,40
25.1,40
25.1,40
25.1,40
25.1,40
25.1,40
25.1,40
25.1,40
25.1,40
25.1,40
25.1,40
25.1,40
25.1,40
25.1,40
25.1,40
26.9,27.5
26.9,27.5
26.9,27.5
26.9,27.5
26.9,27.5
26.9,27.5
26.9,27.5
26.9,27.5
26.9,27.5
26.9,27.5
26.9,27.5
26.9,27.5
26.9,27.5
26.9,27.5
26.9,27.5
26.9,27.5
26.9,27.5
26.9,27.5
26.9,27.5
26.9,27.5
26.9,27.5
26.9,27.5
26.9,27.5
26.9,27.5
30.5,46.3
30.5,46.3
30.5,46.3
30.5,46.3
30.5,46.3
30.5,46.3
30.5,46.3
30.5,46.3
30.5,46.3
30.5,46.3
30.5,46.3
30.5,46.3
30.5,46.3
30.5,46.3
30.5,46.3
30.5,46.3
30.5,46.3
30.5,46.3
30.5,46.3
30.5,46.3
30.5,46.3
30.5,46.3
30.5,46.3
30.5,46.3
33.9,65.9
33.9,65.9
33.9,65.9
33.9,65.9
33.9,65.9
33.9,65.9
33.9,65.9
33.9,65.9
33.9,65.9
33.9,65.9
33.9,65.9
33.9,65.9
33.9,65.9
33.9,65.9
33.9,65.9
33.9,65.9
33.9,65.9
33.9,65.9
33.9,65.9
33.9,65.9
33.9,65.9
33.9,65.9
33.9,65.9
33.9,65.9
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
34.2,69.8
28.5,69
28.5,69
28.5,69
28.5,69
28.5,69
28.5,69
28.5,69
28.5,69
28.5,69
28.5,69
28.5,69
28.5,69
28.5,69
28.5,69
28.5,69
28.5,69
28.5,69
28.5,69
28.5,69
28.5,69
28.5,69
28.5,69
28.5,69
28.5,69
30.8,73
30.8,73
30.8,73
30.8,73
30.8,73
30.8,73
30.8,73
30.8,73
30.8,73
30.8,73
30.8,73
30.8,73
30.8,73
30.8,73
30.8,73
30.8,73
30.8,73
30.8,73
30.8,73
30.8,73
30.8,73
30.8,73
30.8,73
30.8,73
31.9,53.4
31.9,53.4
31.9,53.4
31.9,53.4
31.9,53.4
31.9,53.4
31.9,53.4
31.9,53.4
31.9,53.4
31.9,53.4
31.9,53.4
31.9,53.4
31.9,53.4
31.9,53.4
31.9,53.4
31.9,53.4
31.9,53.4
31.9,53.4
31.9,53.4
31.9,53.4
31.9,53.4
31.9,53.4
31.9,53.4
31.9,53.4
32.7,51.8
32.7,51.8
32.7,51.8
32.7,51.8
32.7,51.8
32.7,51.8
32.7,51.8
32.7,51.8
32.7,51.8
32.7,51.8
32.7,51.8
32.7,51.8
32.7,51.8
32.7,51.8
32.7,51.8
32.7,51.8
32.7,51.8
32.7,51.8
32.7,51.8
32.7,51.8
32.7,51.8
32.7,51.8
32.7,51.8
32.7,51.8
26.4,45.5
26.4,45.5
26.4,45.5
26.4,45.5
26.4,45.5
26.4,45.5
26.4,45.5
26.4,45.5
26.4,45.5
26.4,45.5
26.4,45.5
26.4,45.5
26.4,45.5
26.4,45.5
26.4,45.5
26.4,45.5
26.4,45.5
26.4,45.5
26.4,45.5
26.4,45.5
26.4,45.5
26.4,45.5
26.4,45.5
26.4,45.5
27.2,34.5
27.2,34.5
27.2,34.5
27.2,34.5
27.2,34.5
27.2,34.5
27.2,34.5
27.2,34.5
27.2,34.5
27.2,34.5
27.2,34.5
27.2,34.5
27.2,34.5
27.2,34.5
27.2,34.5
27.2,34.5
27.2,34.5
27.2,34.5
27.2,34.5
27.2,34.5
27.2,34.5
27.2,34.5
27.2,34.5
27.2,34.5
34.6,65.1
34.6,65.1
34.6,65.1
34.6,65.1
34.6,65.1
34.6,65.1
34.6,65.1
34.6,65.1
34.6,65.1
34.6,65.1
34.6,65.1
34.6,65.1
34.6,65.1
34.6,65.1
34.6,65.1
34.6,65.1
34.6,65.1
34.6,65.1
34.6,65.1
34.6,65.1
34.6,65.1
34.6,65.1
34.6,65.1
34.6,65.1
32.6,69.8
32.6,69.8
32.6,69.8
32.6,69.8
32.6,69.8
32.6,69.8
32.6,69.8
32.6,69.8
32.6,69.8
32.6,69.8
32.6,69.8
32.6,69.8
32.6,69.8
32.6,69.8
32.6,69.8
32.6,69.8
32.6,69.8
32.6,69.8
32.6,69.8
32.6,69.8
32.6,69.8
32.6,69.8
32.6,69.8
32.6,69.8
30.9,71.4
30.9,71.4
30.9,71.4
30.9,71.4
30.9,71.4
30.9,71.4
30.9,71.4
30.9,71.4
30.9,71.4
30.9,71.4
30.9,71.4
30.9,71.4
30.9,71.4
30.9,71.4
30.9,71.4
30.9,71.4
30.9,71.4
30.9,71.4
30.9,71.4
30.9,71.4
30.9,71.4
30.9,71.4
30.9,71.4
30.9,71.4
30.5,71.4
30.5,71.4
30.5,71.4
30.5,71.4
30.5,71.4
30.5,71.4
30.5,71.4
30.5,71.4
30.5,71.4
30.5,71.4
30.5,71.4
30.5,71.4
30.5,71.4
30.5,71.4
30.5,71.4
30.5,71.4
30.5,71.4
30.5,71.4
30.5,71.4
30.5,71.4
30.5,71.4
30.5,71.4
30.5,71.4
30.5,71.4
28.5,65.1
28.5,65.1
28.5,65.1
28.5,65.1
28.5,65.1
28.5,65.1
28.5,65.1
28.5,65.1
28.5,65.1
28.5,65.1
28.5,65.1
28.5,65.1
28.5,65.1
28.5,65.1
28.5,65.1
28.5,65.1
28.5,65.1
28.5,65.1
28.5,65.1
28.5,65.1
28.5,65.1
28.5,65.1
28.5,65.1
28.5,65.1
33,75.3
33,75.3
33,75.3
33,75.3
33,75.3
33,75.3
33,75.3
33,75.3
33,75.3
33,75.3
33,75.3
33,75.3
33,75.3
33,75.3
33,75.3
33,75.3
33,75.3
33,75.3
33,75.3
33,75.3
33,75.3
33,75.3
33,75.3
33,75.3
27.8,55.7
27.8,55.7
27.8,55.7
27.8,55.7
27.8,55.7
27.8,55.7
27.8,55.7
27.8,55.7
27.8,55.7
27.8,55.7
27.8,55.7
27.8,55.7
27.8,55.7
27.8,55.7
27.8,55.7
27.8,55.7
27.8,55.7
27.8,55.7
27.8,55.7
27.8,55.7
27.8,55.7
27.8,55.7
27.8,55.7
27.8,55.7
26.6,47.1
26.6,47.1
26.6,47.1
26.6,47.1
26.6,47.1
26.6,47.1
26.6,47.1
26.6,47.1
26.6,47.1
26.6,47.1
26.6,47.1
26.6,47.1
26.6,47.1
26.6,47.1
26.6,47.1
26.6,47.1
26.6,47.1
26.6,47.1
26.6,47.1
26.6,47.1
26.6,47.1
26.6,47.1
26.6,47.1
26.6,47.1
23,32.2
23,32.2
23,32.2
23,32.2
23,32.2
23,32.2
23,32.2
23,32.2
23,32.2
23,32.2
23,32.2
23,32.2
23,32.2
23,32.2
23,32.2
23,32.2
23,32.2
23,32.2
23,32.2
23,32.2
23,32.2
23,32.2
23,32.2
23,32.2
19.8,22
19.8,22
19.8,22
19.8,22
19.8,22
19.8,22
19.8,22
19.8,22
19.8,22
19.8,22
19.8,22
19.8,22
19.8,22
19.8,22
19.8,22
19.8,22
19.8,22
19.8,22
19.8,22
19.8,22
19.8,22
19.8,22
19.8,22
19.8,22
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
5,26.7
5,26.7
5,26.7
5,26.7
5,26.7
5,26.7
5,26.7
5,26.7
5,26.7
5,26.7
5,26.7
5,26.7
5,26.7
5,26.7
5,26.7
5,26.7
5,26.7
5,26.7
5,26.7
5,26.7
5,26.7
5,26.7
5,26.7
5,26.7
27.3,36.9
27.3,36.9
27.3,36.9
27.3,36.9
27.3,36.9
27.3,36.9
27.3,36.9
27.3,36.9
27.3,36.9
27.3,36.9
27.3,36.9
27.3,36.9
27.3,36.9
27.3,36.9
27.3,36.9
27.3,36.9
27.3,36.9
27.3,36.9
27.3,36.9
27.3,36.9
27.3,36.9
27.3,36.9
27.3,36.9
27.3,36.9
27.6,43.9
27.6,43.9
27.6,43.9
27.6,43.9
27.6,43.9
27.6,43.9
27.6,43.9
27.6,43.9
27.6,43.9
27.6,43.9
27.6,43.9
27.6,43.9
27.6,43.9
27.6,43.9
27.6,43.9
27.6,43.9
27.6,43.9
27.6,43.9
27.6,43.9
27.6,43.9
27.6,43.9
27.6,43.9
27.6,43.9
27.6,43.9
27.6,33.7
27.6,33.7
27.6,33.7
27.6,33.7
27.6,33.7
27.6,33.7
27.6,33.7
27.6,33.7
27.6,33.7
27.6,33.7
27.6,33.7
27.6,33.7
27.6,33.7
27.6,33.7
27.6,33.7
27.6,33.7
27.6,33.7
27.6,33.7
27.6,33.7
27.6,33.7
27.6,33.7
27.6,33.7
27.6,33.7
27.6,33.7
29.9,36.1
29.9,36.1
29.9,36.1
29.9,36.1
29.9,36.1
29.9,36.1
29.9,36.1
29.9,36.1
29.9,36.1
29.9,36.1
29.9,36.1
29.9,36.1
29.9,36.1
29.9,36.1
29.9,36.1
29.9,36.1
29.9,36.1
29.9,36.1
29.9,36.1
29.9,36.1
29.9,36.1
29.9,36.1
29.9,36.1
29.9,36.1
16,46.3
16,46.3
16,46.3
16,46.3
16,46.3
16,46.3
16,46.3
16,46.3
16,46.3
16,46.3
16,46.3
16,46.3
16,46.3
16,46.3
16,46.3
16,46.3
16,46.3
16,46.3
16,46.3
16,46.3
16,46.3
16,46.3
16,46.3
16,46.3
24.2,51
24.2,51
24.2,51
24.2,51
24.2,51
24.2,51
24.2,51
24.2,51
24.2,51
24.2,51
24.2,51
24.2,51
24.2,51
24.2,51
24.2,51
24.2,51
24.2,51
24.2,51
24.2,51
24.2,51
24.2,51
24.2,51
24.2,51
24.2,51
19.4,42.4
19.4,42.4
19.4,42.4
19.4,42.4
19.4,42.4
19.4,42.4
19.4,42.4
19.4,42.4
19.4,42.4
19.4,42.4
19.4,42.4
19.4,42.4
19.4,42.4
19.4,42.4
19.4,42.4
19.4,42.4
19.4,42.4
19.4,42.4
19.4,42.4
19.4,42.4
19.4,42.4
19.4,42.4
19.4,42.4
19.4,42.4
20.7,37.7
20.7,37.7
20.7,37.7
20.7,37.7
20.7,37.7
20.7,37.7
20.7,37.7
20.7,37.7
20.7,37.7
20.7,37.7
20.7,37.7
20.7,37.7
20.7,37.7
20.7,37.7
20.7,37.7
20.7,37.7
20.7,37.7
20.7,37.7
20.7,37.7
20.7,37.7
20.7,37.7
20.7,37.7
20.7,37.7
20.7,37.7
25.9,48.6
25.9,48.6
25.9,48.6
25.9,48.6
25.9,48.6
25.9,48.6
25.9,48.6
25.9,48.6
25.9,48.6
25.9,48.6
25.9,48.6
25.9,48.6
25.9,48.6
25.9,48.6
25.9,48.6
25.9,48.6
25.9,48.6
25.9,48.6
25.9,48.6
25.9,48.6
25.9,48.6
25.9,48.6
25.9,48.6
25.9,48.6
18.3,45.5
18.3,45.5
18.3,45.5
18.3,45.5
18.3,45.5
18.3,45.5
18.3,45.5
18.3,45.5
18.3,45.5
18.3,45.5
18.3,45.5
18.3,45.5
18.3,45.5
18.3,45.5
18.3,45.5
18.3,45.5
18.3,45.5
18.3,45.5
18.3,45.5
18.3,45.5
18.3,45.5
18.3,45.5
18.3,45.5
18.3,45.5
17.8,32.2
17.8,32.2
17.8,32.2
17.8,32.2
17.8,32.2
17.8,32.2
17.8,32.2
17.8,32.2
17.8,32.2
17.8,32.2
17.8,32.2
17.8,32.2
17.8,32.2
17.8,32.2
17.8,32.2
17.8,32.2
17.8,32.2
17.8,32.2
17.8,32.2
17.8,32.2
17.8,32.2
17.8,32.2
17.8,32.2
17.8,32.2
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
16.2,31.4
16.2,31.4
16.2,31.4
16.2,31.4
16.2,31.4
16.2,31.4
16.2,31.4
16.2,31.4
16.2,31.4
16.2,31.4
16.2,31.4
16.2,31.4
16.2,31.4
16.2,31.4
16.2,31.4
16.2,31.4
16.2,31.4
16.2,31.4
16.2,31.4
16.2,31.4
16.2,31.4
16.2,31.4
16.2,31.4
16.2,31.4
13,25.1
13,25.1
13,25.1
13,25.1
13,25.1
13,25.1
13,25.1
13,25.1
13,25.1
13,25.1
13,25.1
13,25.1
13,25.1
13,25.1
13,25.1
13,25.1
13,25.1
13,25.1
13,25.1
13,25.1
13,25.1
13,25.1
13,25.1
13,25.1
22.2,36.1
22.2,36.1
22.2,36.1
22.2,36.1
22.2,36.1
22.2,36.1
22.2,36.1
22.2,36.1
22.2,36.1
22.2,36.1
22.2,36.1
22.2,36.1
22.2,36.1
22.2,36.1
22.2,36.1
22.2,36.1
22.2,36.1
22.2,36.1
22.2,36.1
22.2,36.1
22.2,36.1
22.2,36.1
22.2,36.1
22.2,36.1
25.9,61.2
25.9,61.2
25.9,61.2
25.9,61.2
25.9,61.2
25.9,61.2
25.9,61.2
25.9,61.2
25.9,61.2
25.9,61.2
25.9,61.2
25.9,61.2
25.9,61.2
25.9,61.2
25.9,61.2
25.9,61.2
25.9,61.2
25.9,61.2
25.9,61.2
25.9,61.2
25.9,61.2
25.9,61.2
25.9,61.2
25.9,61.2
25.2,51
25.2,51
25.2,51
25.2,51
25.2,51
25.2,51
25.2,51
25.2,51
25.2,51
25.2,51
25.2,51
25.2,51
25.2,51
25.2,51
25.2,51
25.2,51
25.2,51
25.2,51
25.2,51
25.2,51
25.2,51
25.2,51
25.2,51
25.2,51
27,42.4
27,42.4
27,42.4
27,42.4
27,42.4
27,42.4
27,42.4
27,42.4
27,42.4
27,42.4
27,42.4
27,42.4
27,42.4
27,42.4
27,42.4
27,42.4
27,42.4
27,42.4
27,42.4
27,42.4
27,42.4
27,42.4
27,42.4
27,42.4
16.8,36.9
16.8,36.9
16.8,36.9
16.8,36.9
16.8,36.9
16.8,36.9
16.8,36.9
16.8,36.9
16.8,36.9
16.8,36.9
16.8,36.9
16.8,36.9
16.8,36.9
16.8,36.9
16.8,36.9
16.8,36.9
16.8,36.9
16.8,36.9
16.8,36.9
16.8,36.9
16.8,36.9
16.8,36.9
16.8,36.9
16.8,36.9
18.9,34.5
18.9,34.5
18.9,34.5
18.9,34.5
18.9,34.5
18.9,34.5
18.9,34.5
18.9,34.5
18.9,34.5
18.9,34.5
18.9,34.5
18.9,34.5
18.9,34.5
18.9,34.5
18.9,34.5
18.9,34.5
18.9,34.5
18.9,34.5
18.9,34.5
18.9,34.5
18.9,34.5
18.9,34.5
18.9,34.5
18.9,34.5
21.4,33
21.4,33
21.4,33
21.4,33
21.4,33
21.4,33
21.4,33
21.4,33
21.4,33
21.4,33
21.4,33
21.4,33
21.4,33
21.4,33
21.4,33
21.4,33
21.4,33
21.4,33
21.4,33
21.4,33
21.4,33
21.4,33
21.4,33
21.4,33
18.4,21.2
18.4,21.2
18.4,21.2
18.4,21.2
18.4,21.2
18.4,21.2
18.4,21.2
18.4,21.2
18.4,21.2
18.4,21.2
18.4,21.2
18.4,21.2
18.4,21.2
18.4,21.2
18.4,21.2
18.4,21.2
18.4,21.2
18.4,21.2
18.4,21.2
18.4,21.2
18.4,21.2
18.4,21.2
18.4,21.2
18.4,21.2
21.3,36.1
21.3,36.1
21.3,36.1
21.3,36.1
21.3,36.1
21.3,36.1
21.3,36.1
21.3,36.1
21.3,36.1
21.3,36.1
21.3,36.1
21.3,36.1
21.3,36.1
21.3,36.1
21.3,36.1
21.3,36.1
21.3,36.1
21.3,36.1
21.3,36.1
21.3,36.1
21.3,36.1
21.3,36.1
21.3,36.1
21.3,36.1
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
16.1,34.5
16.1,34.5
16.1,34.5
16.1,34.5
16.1,34.5
16.1,34.5
16.1,34.5
16.1,34.5
16.1,34.5
16.1,34.5
16.1,34.5
16.1,34.5
16.1,34.5
16.1,34.5
16.1,34.5
16.1,34.5
16.1,34.5
16.1,34.5
16.1,34.5
16.1,34.5
16.1,34.5
16.1,34.5
16.1,34.5
16.1,34.5
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
13.8,36.9
14.4,38.4
14.4,38.4
14.4,38.4
14.4,38.4
14.4,38.4
14.4,38.4
14.4,38.4
14.4,38.4
14.4,38.4
14.4,38.4
14.4,38.4
14.4,38.4
14.4,38.4
14.4,38.4
14.4,38.4
14.4,38.4
14.4,38.4
14.4,38.4
14.4,38.4
14.4,38.4
14.4,38.4
14.4,38.4
14.4,38.4
14.4,38.4
19.8,36.1
19.8,36.1
19.8,36.1
19.8,36.1
19.8,36.1
19.8,36.1
19.8,36.1
19.8,36.1
19.8,36.1
19.8,36.1
19.8,36.1
19.8,36.1
19.8,36.1
19.8,36.1
19.8,36.1
19.8,36.1
19.8,36.1
19.8,36.1
19.8,36.1
19.8,36.1
19.8,36.1
19.8,36.1
19.8,36.1
19.8,36.1
23.1,53.4
23.1,53.4
23.1,53.4
23.1,53.4
23.1,53.4
23.1,53.4
23.1,53.4
23.1,53.4
23.1,53.4
23.1,53.4
23.1,53.4
23.1,53.4
23.1,53.4
23.1,53.4
23.1,53.4
23.1,53.4
23.1,53.4
23.1,53.4
23.1,53.4
23.1,53.4
23.1,53.4
23.1,53.4
23.1,53.4
23.1,53.4
19,45.5
19,45.5
19,45.5
19,45.5
19,45.5
19,45.5
19,45.5
19,45.5
19,45.5
19,45.5
19,45.5
19,45.5
19,45.5
19,45.5
19,45.5
19,45.5
19,45.5
19,45.5
19,45.5
19,45.5
19,45.5
19,45.5
19,45.5
19,45.5
16.9,35.3
16.9,35.3
16.9,35.3
16.9,35.3
16.9,35.3
16.9,35.3
16.9,35.3
16.9,35.3
16.9,35.3
16.9,35.3
16.9,35.3
16.9,35.3
16.9,35.3
16.9,35.3
16.9,35.3
16.9,35.3
16.9,35.3
16.9,35.3
16.9,35.3
16.9,35.3
16.9,35.3
16.9,35.3
16.9,35.3
16.9,35.3
22,38.4
22,38.4
22,38.4
22,38.4
22,38.4
22,38.4
22,38.4
22,38.4
22,38.4
22,38.4
22,38.4
22,38.4
22,38.4
22,38.4
22,38.4
22,38.4
22,38.4
22,38.4
22,38.4
22,38.4
22,38.4
22,38.4
22,38.4
22,38.4
23.6,40.8
23.6,40.8
23.6,40.8
23.6,40.8
23.6,40.8
23.6,40.8
23.6,40.8
23.6,40.8
23.6,40.8
23.6,40.8
23.6,40.8
23.6,40.8
23.6,40.8
23.6,40.8
23.6,40.8
23.6,40.8
23.6,40.8
23.6,40.8
23.6,40.8
23.6,40.8
23.6,40.8
23.6,40.8
23.6,40.8
23.6,40.8
27.2,50.2
27.2,50.2
27.2,50.2
27.2,50.2
27.2,50.2
27.2,50.2
27.2,50.2
27.2,50.2
27.2,50.2
27.2,50.2
27.2,50.2
27.2,50.2
27.2,50.2
27.2,50.2
27.2,50.2
27.2,50.2
27.2,50.2
27.2,50.2
27.2,50.2
27.2,50.2
27.2,50.2
27.2,50.2
27.2,50.2
27.2,50.2
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
21.5,46.3
