Chaiyaphum1,NakhonRatchasima2
14,36.1
14,36.1
14,36.1
14.5,23.5
14.5,23.5
14.5,23.5
14.5,23.5
14.5,23.5
14.5,23.5
14.5,23.5
14.5,23.5
14.5,23.5
14.5,23.5
14.5,23.5
14.5,23.5
14.5,23.5
14.5,23.5
14.5,23.5
14.5,23.5
14.5,23.5
14.5,23.5
14.5,23.5
14.5,23.5
14.5,23.5
14.5,23.5
14.5,23.5
14.5,23.5
16.4,22
16.4,22
16.4,22
16.4,22
16.4,22
16.4,22
16.4,22
16.4,22
16.4,22
16.4,22
16.4,22
16.4,22
16.4,22
16.4,22
16.4,22
16.4,22
16.4,22
16.4,22
16.4,22
16.4,22
16.4,22
16.4,22
16.4,22
16.4,22
15.8,22
15.8,22
15.8,22
15.8,22
15.8,22
15.8,22
15.8,22
15.8,22
15.8,22
15.8,22
15.8,22
15.8,22
15.8,22
15.8,22
15.8,22
15.8,22
15.8,22
15.8,22
15.8,22
15.8,22
15.8,22
15.8,22
15.8,22
15.8,22
20.1,29
20.1,29
20.1,29
20.1,29
20.1,29
20.1,29
20.1,29
20.1,29
20.1,29
20.1,29
20.1,29
20.1,29
20.1,29
20.1,29
20.1,29
20.1,29
20.1,29
20.1,29
20.1,29
20.1,29
20.1,29
20.1,29
20.1,29
20.1,29
19,29.8
19,29.8
19,29.8
19,29.8
19,29.8
19,29.8
19,29.8
19,29.8
19,29.8
19,29.8
19,29.8
19,29.8
19,29.8
19,29.8
19,29.8
19,29.8
19,29.8
19,29.8
19,29.8
19,29.8
19,29.8
19,29.8
19,29.8
19,29.8
22.7,28.2
22.7,28.2
22.7,28.2
22.7,28.2
22.7,28.2
22.7,28.2
22.7,28.2
22.7,28.2
22.7,28.2
22.7,28.2
22.7,28.2
22.7,28.2
22.7,28.2
22.7,28.2
22.7,28.2
22.7,28.2
22.7,28.2
22.7,28.2
22.7,28.2
22.7,28.2
22.7,28.2
22.7,28.2
22.7,28.2
22.7,28.2
24.2,21.2
24.2,21.2
24.2,21.2
24.2,21.2
24.2,21.2
24.2,21.2
24.2,21.2
24.2,21.2
24.2,21.2
24.2,21.2
24.2,21.2
24.2,21.2
24.2,21.2
24.2,21.2
24.2,21.2
24.2,21.2
24.2,21.2
24.2,21.2
24.2,21.2
24.2,21.2
24.2,21.2
24.2,21.2
24.2,21.2
24.2,21.2
25.3,29
25.3,29
25.3,29
25.3,29
25.3,29
25.3,29
25.3,29
25.3,29
25.3,29
25.3,29
25.3,29
25.3,29
25.3,29
25.3,29
25.3,29
25.3,29
25.3,29
25.3,29
25.3,29
25.3,29
25.3,29
25.3,29
25.3,29
25.3,29
22.3,29
22.3,29
22.3,29
22.3,29
22.3,29
22.3,29
22.3,29
22.3,29
22.3,29
22.3,29
22.3,29
22.3,29
22.3,29
22.3,29
22.3,29
22.3,29
22.3,29
22.3,29
22.3,29
22.3,29
22.3,29
22.3,29
22.3,29
22.3,29
17.1,28.2
17.1,28.2
17.1,28.2
17.1,28.2
17.1,28.2
17.1,28.2
17.1,28.2
17.1,28.2
17.1,28.2
17.1,28.2
17.1,28.2
17.1,28.2
17.1,28.2
17.1,28.2
17.1,28.2
17.1,28.2
17.1,28.2
17.1,28.2
17.1,28.2
17.1,28.2
17.1,28.2
17.1,28.2
17.1,28.2
17.1,28.2
20.6,39.2
20.6,39.2
20.6,39.2
20.6,39.2
20.6,39.2
20.6,39.2
20.6,39.2
20.6,39.2
20.6,39.2
20.6,39.2
20.6,39.2
20.6,39.2
20.6,39.2
20.6,39.2
20.6,39.2
20.6,39.2
20.6,39.2
20.6,39.2
20.6,39.2
20.6,39.2
20.6,39.2
20.6,39.2
20.6,39.2
20.6,39.2
21.9,50.2
21.9,50.2
21.9,50.2
21.9,50.2
21.9,50.2
21.9,50.2
21.9,50.2
21.9,50.2
21.9,50.2
21.9,50.2
21.9,50.2
21.9,50.2
21.9,50.2
21.9,50.2
21.9,50.2
21.9,50.2
21.9,50.2
21.9,50.2
21.9,50.2
21.9,50.2
21.9,50.2
21.9,50.2
21.9,50.2
21.9,50.2
22.8,43.2
22.8,43.2
22.8,43.2
22.8,43.2
22.8,43.2
22.8,43.2
22.8,43.2
22.8,43.2
22.8,43.2
22.8,43.2
22.8,43.2
22.8,43.2
22.8,43.2
22.8,43.2
22.8,43.2
22.8,43.2
22.8,43.2
22.8,43.2
22.8,43.2
22.8,43.2
22.8,43.2
22.8,43.2
22.8,43.2
22.8,43.2
20.5,52.6
20.5,52.6
20.5,52.6
20.5,52.6
20.5,52.6
20.5,52.6
20.5,52.6
20.5,52.6
20.5,52.6
20.5,52.6
20.5,52.6
20.5,52.6
20.5,52.6
20.5,52.6
20.5,52.6
20.5,52.6
20.5,52.6
20.5,52.6
20.5,52.6
20.5,52.6
20.5,52.6
20.5,52.6
20.5,52.6
20.5,52.6
18.4,53.4
18.4,53.4
18.4,53.4
18.4,53.4
18.4,53.4
18.4,53.4
18.4,53.4
18.4,53.4
18.4,53.4
18.4,53.4
18.4,53.4
18.4,53.4
18.4,53.4
18.4,53.4
18.4,53.4
18.4,53.4
18.4,53.4
18.4,53.4
18.4,53.4
18.4,53.4
18.4,53.4
18.4,53.4
18.4,53.4
18.4,53.4
18.5,57.3
18.5,57.3
18.5,57.3
18.5,57.3
18.5,57.3
18.5,57.3
18.5,57.3
18.5,57.3
18.5,57.3
18.5,57.3
18.5,57.3
18.5,57.3
18.5,57.3
18.5,57.3
18.5,57.3
18.5,57.3
18.5,57.3
18.5,57.3
18.5,57.3
18.5,57.3
18.5,57.3
18.5,57.3
18.5,57.3
18.5,57.3
20.2,40.8
20.2,40.8
20.2,40.8
20.2,40.8
20.2,40.8
20.2,40.8
20.2,40.8
20.2,40.8
20.2,40.8
20.2,40.8
20.2,40.8
20.2,40.8
20.2,40.8
20.2,40.8
20.2,40.8
20.2,40.8
20.2,40.8
20.2,40.8
20.2,40.8
20.2,40.8
20.2,40.8
20.2,40.8
20.2,40.8
20.2,40.8
22.1,45.5
22.1,45.5
22.1,45.5
22.1,45.5
22.1,45.5
22.1,45.5
22.1,45.5
22.1,45.5
22.1,45.5
22.1,45.5
22.1,45.5
22.1,45.5
22.1,45.5
22.1,45.5
22.1,45.5
22.1,45.5
22.1,45.5
22.1,45.5
22.1,45.5
22.1,45.5
22.1,45.5
22.1,45.5
22.1,45.5
22.1,45.5
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
24.8,38.4
18.5,46.3
18.5,46.3
18.5,46.3
18.5,46.3
18.5,46.3
18.5,46.3
18.5,46.3
18.5,46.3
18.5,46.3
18.5,46.3
18.5,46.3
18.5,46.3
18.5,46.3
18.5,46.3
18.5,46.3
18.5,46.3
18.5,46.3
18.5,46.3
18.5,46.3
18.5,46.3
18.5,46.3
18.5,46.3
18.5,46.3
18.5,46.3
16.8,45.5
16.8,45.5
16.8,45.5
16.8,45.5
16.8,45.5
16.8,45.5
16.8,45.5
16.8,45.5
16.8,45.5
16.8,45.5
16.8,45.5
16.8,45.5
16.8,45.5
16.8,45.5
16.8,45.5
16.8,45.5
16.8,45.5
16.8,45.5
16.8,45.5
16.8,45.5
16.8,45.5
16.8,45.5
16.8,45.5
16.8,45.5
17.6,43.2
17.6,43.2
17.6,43.2
17.6,43.2
17.6,43.2
17.6,43.2
17.6,43.2
17.6,43.2
17.6,43.2
17.6,43.2
17.6,43.2
17.6,43.2
17.6,43.2
17.6,43.2
17.6,43.2
17.6,43.2
17.6,43.2
17.6,43.2
17.6,43.2
17.6,43.2
17.6,43.2
17.6,43.2
17.6,43.2
17.6,43.2
17.3,43.2
17.3,43.2
17.3,43.2
17.3,43.2
17.3,43.2
17.3,43.2
17.3,43.2
17.3,43.2
17.3,43.2
17.3,43.2
17.3,43.2
17.3,43.2
17.3,43.2
17.3,43.2
17.3,43.2
17.3,43.2
17.3,43.2
17.3,43.2
17.3,43.2
17.3,43.2
17.3,43.2
17.3,43.2
17.3,43.2
17.3,43.2
19.1,30.6
19.1,30.6
19.1,30.6
19.1,30.6
19.1,30.6
19.1,30.6
19.1,30.6
19.1,30.6
19.1,30.6
19.1,30.6
19.1,30.6
19.1,30.6
19.1,30.6
19.1,30.6
19.1,30.6
19.1,30.6
19.1,30.6
19.1,30.6
19.1,30.6
19.1,30.6
19.1,30.6
19.1,30.6
19.1,30.6
19.1,30.6
20.8,40
20.8,40
20.8,40
20.8,40
20.8,40
20.8,40
20.8,40
20.8,40
20.8,40
20.8,40
20.8,40
20.8,40
20.8,40
20.8,40
20.8,40
20.8,40
20.8,40
20.8,40
20.8,40
20.8,40
20.8,40
20.8,40
20.8,40
20.8,40
19.3,51
19.3,51
19.3,51
19.3,51
19.3,51
19.3,51
19.3,51
19.3,51
19.3,51
19.3,51
19.3,51
19.3,51
19.3,51
19.3,51
19.3,51
19.3,51
19.3,51
19.3,51
19.3,51
19.3,51
19.3,51
19.3,51
19.3,51
19.3,51
18.8,39.2
18.8,39.2
18.8,39.2
18.8,39.2
18.8,39.2
18.8,39.2
18.8,39.2
18.8,39.2
18.8,39.2
18.8,39.2
18.8,39.2
18.8,39.2
18.8,39.2
18.8,39.2
18.8,39.2
18.8,39.2
18.8,39.2
18.8,39.2
18.8,39.2
18.8,39.2
18.8,39.2
18.8,39.2
18.8,39.2
18.8,39.2
29,27.5
29,27.5
29,27.5
29,27.5
29,27.5
29,27.5
29,27.5
29,27.5
29,27.5
29,27.5
29,27.5
29,27.5
29,27.5
29,27.5
29,27.5
29,27.5
29,27.5
29,27.5
29,27.5
29,27.5
29,27.5
29,27.5
29,27.5
29,27.5
28.1,41.6
28.1,41.6
28.1,41.6
28.1,41.6
28.1,41.6
28.1,41.6
28.1,41.6
28.1,41.6
28.1,41.6
28.1,41.6
28.1,41.6
28.1,41.6
28.1,41.6
28.1,41.6
28.1,41.6
28.1,41.6
28.1,41.6
28.1,41.6
28.1,41.6
28.1,41.6
28.1,41.6
28.1,41.6
28.1,41.6
28.1,41.6
27.6,36.9
27.6,36.9
27.6,36.9
27.6,36.9
27.6,36.9
27.6,36.9
27.6,36.9
27.6,36.9
27.6,36.9
27.6,36.9
27.6,36.9
27.6,36.9
27.6,36.9
27.6,36.9
27.6,36.9
27.6,36.9
27.6,36.9
27.6,36.9
27.6,36.9
27.6,36.9
27.6,36.9
27.6,36.9
27.6,36.9
27.6,36.9
23.8,30.6
23.8,30.6
23.8,30.6
23.8,30.6
23.8,30.6
23.8,30.6
23.8,30.6
23.8,30.6
23.8,30.6
23.8,30.6
23.8,30.6
23.8,30.6
23.8,30.6
23.8,30.6
23.8,30.6
23.8,30.6
23.8,30.6
23.8,30.6
23.8,30.6
23.8,30.6
23.8,30.6
23.8,30.6
23.8,30.6
23.8,30.6
26.1,42.4
26.1,42.4
26.1,42.4
26.1,42.4
26.1,42.4
26.1,42.4
26.1,42.4
26.1,42.4
26.1,42.4
26.1,42.4
26.1,42.4
26.1,42.4
26.1,42.4
26.1,42.4
26.1,42.4
26.1,42.4
26.1,42.4
26.1,42.4
26.1,42.4
26.1,42.4
26.1,42.4
26.1,42.4
26.1,42.4
26.1,42.4
20.7,41.6
20.7,41.6
20.7,41.6
20.7,41.6
20.7,41.6
20.7,41.6
20.7,41.6
20.7,41.6
20.7,41.6
20.7,41.6
20.7,41.6
20.7,41.6
20.7,41.6
20.7,41.6
20.7,41.6
20.7,41.6
20.7,41.6
20.7,41.6
20.7,41.6
20.7,41.6
20.7,41.6
20.7,41.6
20.7,41.6
20.7,41.6
20.9,51
20.9,51
20.9,51
20.9,51
20.9,51
20.9,51
20.9,51
20.9,51
20.9,51
20.9,51
20.9,51
20.9,51
20.9,51
20.9,51
20.9,51
20.9,51
20.9,51
20.9,51
20.9,51
20.9,51
20.9,51
20.9,51
20.9,51
20.9,51
19.1,53.4
19.1,53.4
19.1,53.4
19.1,53.4
19.1,53.4
19.1,53.4
19.1,53.4
19.1,53.4
19.1,53.4
19.1,53.4
19.1,53.4
19.1,53.4
19.1,53.4
19.1,53.4
19.1,53.4
19.1,53.4
19.1,53.4
19.1,53.4
19.1,53.4
19.1,53.4
19.1,53.4
19.1,53.4
19.1,53.4
19.1,53.4
18.8,50.2
18.8,50.2
18.8,50.2
18.8,50.2
18.8,50.2
18.8,50.2
18.8,50.2
18.8,50.2
18.8,50.2
18.8,50.2
18.8,50.2
18.8,50.2
18.8,50.2
18.8,50.2
18.8,50.2
18.8,50.2
18.8,50.2
18.8,50.2
18.8,50.2
18.8,50.2
18.8,50.2
18.8,50.2
18.8,50.2
18.8,50.2
29.4,66.7
29.4,66.7
29.4,66.7
29.4,66.7
29.4,66.7
29.4,66.7
29.4,66.7
29.4,66.7
29.4,66.7
29.4,66.7
29.4,66.7
29.4,66.7
29.4,66.7
29.4,66.7
29.4,66.7
29.4,66.7
29.4,66.7
29.4,66.7
29.4,66.7
29.4,66.7
29.4,66.7
29.4,66.7
29.4,66.7
29.4,66.7
26.8,57.3
26.8,57.3
26.8,57.3
26.8,57.3
26.8,57.3
26.8,57.3
26.8,57.3
26.8,57.3
26.8,57.3
26.8,57.3
26.8,57.3
26.8,57.3
26.8,57.3
26.8,57.3
26.8,57.3
26.8,57.3
26.8,57.3
26.8,57.3
26.8,57.3
26.8,57.3
26.8,57.3
26.8,57.3
26.8,57.3
26.8,57.3
26.8,47.9
26.8,47.9
26.8,47.9
26.8,47.9
26.8,47.9
26.8,47.9
26.8,47.9
26.8,47.9
26.8,47.9
26.8,47.9
26.8,47.9
26.8,47.9
26.8,47.9
26.8,47.9
26.8,47.9
26.8,47.9
26.8,47.9
26.8,47.9
26.8,47.9
26.8,47.9
26.8,47.9
26.8,47.9
26.8,47.9
26.8,47.9
24.6,26.7
24.6,26.7
24.6,26.7
24.6,26.7
24.6,26.7
24.6,26.7
24.6,26.7
24.6,26.7
24.6,26.7
24.6,26.7
24.6,26.7
24.6,26.7
24.6,26.7
24.6,26.7
24.6,26.7
24.6,26.7
24.6,26.7
24.6,26.7
24.6,26.7
24.6,26.7
24.6,26.7
24.6,26.7
24.6,26.7
24.6,26.7
25.6,40
25.6,40
25.6,40
25.6,40
25.6,40
25.6,40
25.6,40
25.6,40
25.6,40
25.6,40
25.6,40
25.6,40
25.6,40
25.6,40
25.6,40
25.6,40
25.6,40
25.6,40
25.6,40
25.6,40
25.6,40
25.6,40
25.6,40
25.6,40
24.5,40.8
24.5,40.8
24.5,40.8
24.5,40.8
24.5,40.8
24.5,40.8
24.5,40.8
24.5,40.8
24.5,40.8
24.5,40.8
24.5,40.8
24.5,40.8
24.5,40.8
24.5,40.8
24.5,40.8
24.5,40.8
24.5,40.8
24.5,40.8
24.5,40.8
24.5,40.8
24.5,40.8
24.5,40.8
24.5,40.8
24.5,40.8
18.6,41.6
18.6,41.6
18.6,41.6
18.6,41.6
18.6,41.6
18.6,41.6
18.6,41.6
18.6,41.6
18.6,41.6
18.6,41.6
18.6,41.6
18.6,41.6
18.6,41.6
18.6,41.6
18.6,41.6
18.6,41.6
18.6,41.6
18.6,41.6
18.6,41.6
18.6,41.6
18.6,41.6
18.6,41.6
18.6,41.6
18.6,41.6
20,30.6
20,30.6
20,30.6
20,30.6
20,30.6
20,30.6
20,30.6
20,30.6
20,30.6
20,30.6
20,30.6
20,30.6
20,30.6
20,30.6
20,30.6
20,30.6
20,30.6
20,30.6
20,30.6
20,30.6
20,30.6
20,30.6
20,30.6
20,30.6
21,43.2
21,43.2
21,43.2
21,43.2
21,43.2
21,43.2
21,43.2
21,43.2
21,43.2
21,43.2
21,43.2
21,43.2
21,43.2
21,43.2
21,43.2
21,43.2
21,43.2
21,43.2
21,43.2
21,43.2
21,43.2
21,43.2
21,43.2
21,43.2
22.7,54.9
22.7,54.9
22.7,54.9
22.7,54.9
22.7,54.9
22.7,54.9
22.7,54.9
22.7,54.9
22.7,54.9
22.7,54.9
22.7,54.9
22.7,54.9
22.7,54.9
22.7,54.9
22.7,54.9
22.7,54.9
22.7,54.9
22.7,54.9
22.7,54.9
22.7,54.9
22.7,54.9
22.7,54.9
22.7,54.9
22.7,54.9
26.4,65.1
26.4,65.1
26.4,65.1
26.4,65.1
26.4,65.1
26.4,65.1
26.4,65.1
26.4,65.1
26.4,65.1
26.4,65.1
26.4,65.1
26.4,65.1
26.4,65.1
26.4,65.1
26.4,65.1
26.4,65.1
26.4,65.1
26.4,65.1
26.4,65.1
26.4,65.1
26.4,65.1
26.4,65.1
26.4,65.1
26.4,65.1
24.8,70.6
24.8,70.6
24.8,70.6
24.8,70.6
24.8,70.6
24.8,70.6
24.8,70.6
24.8,70.6
24.8,70.6
24.8,70.6
24.8,70.6
24.8,70.6
24.8,70.6
24.8,70.6
24.8,70.6
24.8,70.6
24.8,70.6
24.8,70.6
24.8,70.6
24.8,70.6
24.8,70.6
24.8,70.6
24.8,70.6
24.8,70.6
30.7,51.8
30.7,51.8
30.7,51.8
30.7,51.8
30.7,51.8
30.7,51.8
30.7,51.8
30.7,51.8
30.7,51.8
30.7,51.8
30.7,51.8
30.7,51.8
30.7,51.8
30.7,51.8
30.7,51.8
30.7,51.8
30.7,51.8
30.7,51.8
30.7,51.8
30.7,51.8
30.7,51.8
30.7,51.8
30.7,51.8
30.7,51.8
32.5,62
32.5,62
32.5,62
32.5,62
32.5,62
32.5,62
32.5,62
32.5,62
32.5,62
32.5,62
32.5,62
32.5,62
32.5,62
32.5,62
32.5,62
32.5,62
32.5,62
32.5,62
32.5,62
32.5,62
32.5,62
32.5,62
32.5,62
32.5,62
29.1,54.9
29.1,54.9
29.1,54.9
29.1,54.9
29.1,54.9
29.1,54.9
29.1,54.9
29.1,54.9
29.1,54.9
29.1,54.9
29.1,54.9
29.1,54.9
29.1,54.9
29.1,54.9
29.1,54.9
29.1,54.9
29.1,54.9
29.1,54.9
29.1,54.9
29.1,54.9
29.1,54.9
29.1,54.9
29.1,54.9
29.1,54.9
31.9,49.4
31.9,49.4
31.9,49.4
31.9,49.4
31.9,49.4
31.9,49.4
31.9,49.4
31.9,49.4
31.9,49.4
31.9,49.4
31.9,49.4
31.9,49.4
31.9,49.4
31.9,49.4
31.9,49.4
31.9,49.4
31.9,49.4
31.9,49.4
31.9,49.4
31.9,49.4
31.9,49.4
31.9,49.4
31.9,49.4
31.9,49.4
33,48.6
33,48.6
33,48.6
33,48.6
33,48.6
33,48.6
33,48.6
33,48.6
33,48.6
33,48.6
33,48.6
33,48.6
33,48.6
33,48.6
33,48.6
33,48.6
33,48.6
33,48.6
33,48.6
33,48.6
33,48.6
33,48.6
33,48.6
33,48.6
33.9,36.1
33.9,36.1
33.9,36.1
33.9,36.1
33.9,36.1
33.9,36.1
33.9,36.1
33.9,36.1
33.9,36.1
33.9,36.1
33.9,36.1
33.9,36.1
33.9,36.1
33.9,36.1
33.9,36.1
33.9,36.1
33.9,36.1
33.9,36.1
33.9,36.1
33.9,36.1
33.9,36.1
33.9,36.1
33.9,36.1
33.9,36.1
28.6,32.2
28.6,32.2
28.6,32.2
28.6,32.2
28.6,32.2
28.6,32.2
28.6,32.2
28.6,32.2
28.6,32.2
28.6,32.2
28.6,32.2
28.6,32.2
28.6,32.2
28.6,32.2
28.6,32.2
28.6,32.2
28.6,32.2
28.6,32.2
28.6,32.2
28.6,32.2
28.6,32.2
28.6,32.2
28.6,32.2
28.6,32.2
27.6,21.2
27.6,21.2
27.6,21.2
27.6,21.2
27.6,21.2
27.6,21.2
27.6,21.2
27.6,21.2
27.6,21.2
27.6,21.2
27.6,21.2
27.6,21.2
27.6,21.2
27.6,21.2
27.6,21.2
27.6,21.2
27.6,21.2
27.6,21.2
27.6,21.2
27.6,21.2
27.6,21.2
27.6,21.2
27.6,21.2
27.6,21.2
27.5,40
27.5,40
27.5,40
27.5,40
27.5,40
27.5,40
27.5,40
27.5,40
27.5,40
27.5,40
27.5,40
27.5,40
27.5,40
27.5,40
27.5,40
27.5,40
27.5,40
27.5,40
27.5,40
27.5,40
27.5,40
27.5,40
27.5,40
27.5,40
28.9,65.9
28.9,65.9
28.9,65.9
28.9,65.9
28.9,65.9
28.9,65.9
28.9,65.9
28.9,65.9
28.9,65.9
28.9,65.9
28.9,65.9
28.9,65.9
28.9,65.9
28.9,65.9
28.9,65.9
28.9,65.9
28.9,65.9
28.9,65.9
28.9,65.9
28.9,65.9
28.9,65.9
28.9,65.9
28.9,65.9
28.9,65.9
30.8,65.9
30.8,65.9
30.8,65.9
30.8,65.9
30.8,65.9
30.8,65.9
30.8,65.9
30.8,65.9
30.8,65.9
30.8,65.9
30.8,65.9
30.8,65.9
30.8,65.9
30.8,65.9
30.8,65.9
30.8,65.9
30.8,65.9
30.8,65.9
30.8,65.9
30.8,65.9
30.8,65.9
30.8,65.9
30.8,65.9
30.8,65.9
29.7,66.7
29.7,66.7
29.7,66.7
29.7,66.7
29.7,66.7
29.7,66.7
29.7,66.7
29.7,66.7
29.7,66.7
29.7,66.7
29.7,66.7
29.7,66.7
29.7,66.7
29.7,66.7
29.7,66.7
29.7,66.7
29.7,66.7
29.7,66.7
29.7,66.7
29.7,66.7
29.7,66.7
29.7,66.7
29.7,66.7
29.7,66.7
32.2,60.4
32.2,60.4
32.2,60.4
32.2,60.4
32.2,60.4
32.2,60.4
32.2,60.4
32.2,60.4
32.2,60.4
32.2,60.4
32.2,60.4
32.2,60.4
32.2,60.4
32.2,60.4
32.2,60.4
32.2,60.4
32.2,60.4
32.2,60.4
32.2,60.4
32.2,60.4
32.2,60.4
32.2,60.4
32.2,60.4
32.2,60.4
28.3,60.4
28.3,60.4
28.3,60.4
28.3,60.4
28.3,60.4
28.3,60.4
28.3,60.4
28.3,60.4
28.3,60.4
28.3,60.4
28.3,60.4
28.3,60.4
28.3,60.4
28.3,60.4
28.3,60.4
28.3,60.4
28.3,60.4
28.3,60.4
28.3,60.4
28.3,60.4
28.3,60.4
28.3,60.4
28.3,60.4
28.3,60.4
34.9,68.3
34.9,68.3
34.9,68.3
34.9,68.3
34.9,68.3
34.9,68.3
34.9,68.3
34.9,68.3
34.9,68.3
34.9,68.3
34.9,68.3
34.9,68.3
34.9,68.3
34.9,68.3
34.9,68.3
34.9,68.3
34.9,68.3
34.9,68.3
34.9,68.3
34.9,68.3
34.9,68.3
34.9,68.3
