source,sink,source_kv,sink_kv,stability_limit,thermal_limit,line_capacity,max_kv,reactance_per_km,reactance_pu,susceptance
Bangbo,BangKapi,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
SamutprakarnSc1,BangKapi,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
BangkokHsfcPlant1,BangkokNoi,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
NongKhaem1,BangkokNoi,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
TorayNylonIc5,BangkokNoi,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
SLACK_BangkokNoi,BangkokNoi,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Bangpakongu1,BangPakong,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Bangpakongu2,BangPakong,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Bangpakongu3,BangPakong,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Bangpakongu4,BangPakong,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
BangPakongCc1Sc1,BangPakong,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Bowinpowercc1,BoWin,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Bowinpowercc2,BoWin,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
BanBueng1,ChonBuri2,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
AmataNakorn2BSc1,ChonBuri2,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Bpwha1Sc1,ChonBuri,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
SabcoBiomass1,Chumphon,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
KaengKhoiFactory,GulfJPNS,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Gulfjpns,GulfJPNS,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Gulfjput,GulfJPUT,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Kaengkhoi2U1,KaengKhoi2,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Kaengkhoi2U2,KaengKhoi2,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
VajiralongkornIc,Kanchanaburi,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
WangSalaMill1,Kanchanaburi2,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
WangSalaMill2,Kanchanaburi2,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Khanomcc,Khanom,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
LampangCementPlant1,Lampang1,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Lankrabue,LanKrabu,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Maehongson,MaeHongSon,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
ChiangMaiWte1,MaeTaeng,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Chiangmaifangu1,MaeTaeng,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Nakhonpathom,NakhonPathom,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
AmpharSampran1,NakhonPathom,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
KampaengsaenWestIc1,NakhonPathom,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
AmpharSampranIc1,NakhonPathom,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
KoratGt1,NakhonRatchasima1,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
CrbChangRaek1,NakhonSiThammarat,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
ThungSongCement1,NakhonSiThammarat,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Maptaphutu1,NikomMapTaPhut,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Maptaphutu2,NikomMapTaPhut,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
NongChokGt3,NongChok,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
SLACK_NongChok_230,NongChok,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Northbangkok,NorthBangkok,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
PhetchaburiPalmOil1,Phetchaburi,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
PhuketNew1,Phuket1,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
PrachinBuriMillGt5,PrachinBuri1,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
PrachinBuriMill4,PrachinBuri1,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
PrachuapSugarMill1,PrachuapKhiriKhan,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Pttolefinsu1,PTTOlefins,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
RangsitFactoryIc3,Rangsit,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
SLACK_Rangsit,Rangsit,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
PathumThaniCrnSc1,Rangsit,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
RajburiSugarMill1,Ratchaburi,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
BanPongSki1,Rangsit,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Ratchaburipoweru1,Ratchaburi,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Ratchaburipoweru2,Ratchaburi,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Ratchaburiccu1,Ratchaburi,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Ratchaburiccu2,Ratchaburi,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Ratchaburiu3,RatchaburiThermal,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Ratchaburiu1,RatchaburiThermal,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Ratchaburiu2,RatchaburiThermal,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
RatchaburiPower1Sc1,Ratchaburi3,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Ratcharburitrienergy,RatchaburiThermal,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
PatumRiceMill1,Rayong,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
GlowSppPhase4No1,Rayong,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Ghecoone,GhecoOne,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Rayongu2,Rayong,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Rayongu3,Rayong,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
MuangCogen1No1,Rangsit,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
GlowSppPhase4No3,Rayong,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Blcp1,Rayong1,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Blcp2,Rayong1,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
RayongSipcoSc1,Rayong2,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
EasternSugar3,Sadao,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
MgpMahachaiGreen1,SamutSakhon1,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
NongSaeng1Gt1,Saraburi2,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
TpiPower1,Saraburi1,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
NongSaeng1Gt2,Saraburi3,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
GreEnergy1,Songkhla,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Chanau1,Songkhla,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Chanau2,Songkhla,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
HatYaiGidec1,Songkhla,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Chana1Sc1,Songkhla,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
MitrKasetrSugar1,Rangsit,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Southbangkoku1,SouthBangkok,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Southbangkoku2,SouthBangkok,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Southbangkoku3,SouthBangkok,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
SouthBangkok1,SouthBangkok,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
SouthBangkokCc3Sc1,SouthBangkok,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Sriracharefineryu1,SrirachaRefinery,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
SrirachaRefineryTocS4,SrirachaRefinery,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
MitrBiopowerDanChang2,SuphanBuri,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
AmphurBiomass1,SuratThani,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
UdonThaniGt2,UdonThani1,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Wangnoiu1,WangNoi,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Wangnoiu2,WangNoi,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Wangnoiu3,WangNoi,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Wangnoiu4,WangNoi,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
NorthBangkok2Sc1,NorthBangkok,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
304Ipnppa9U1,304IPNPPA9,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
304Ipnppa9U2,304IPNPPA9,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Hongsaligniteu1,HongsaLignite,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Hongsaligniteu2,HongsaLignite,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Hongsaligniteu3,HongsaLignite,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
KhonKaenSugarPower1,KhonKaen1,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
NamPhong1Sc1,KhonKaen3,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Maemohu4,MaeMoh3,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Maemohu5,MaeMoh3,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Maemohu6,MaeMoh3,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Maemohu7,MaeMoh3,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Maemohu10,MaeMoh3,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Maemohu11,MaeMoh3,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Maemohu12,MaeMoh3,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Maemohu13,MaeMoh3,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Maemohu8,MaeMoh3,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Maemohu9,MaeMoh3,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
BuaYai1,NakhonRatchasima1,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Namphong2U1,NamPhong2,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
PrachinBuriMill2,PrachinBuri1,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
PrachinBuriIpc1,PrachinBuri2,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
ThaTum1,PrachinBuri2,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
NongSaeng2Sc0,Saraburi2,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
NongSaeng2Sc1,Saraburi2,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Uwckomen,UWCKomen,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Baanrai,BaanRai,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Bangmunnak,BangMunNak,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Mitrbiopower,MitrBiopower,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Panomsarakhammill,304IPNPPA9,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
KrungThaiMill1,Kanchanaburi,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
BuriramSugar2,BuriRam,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Ponthong1,Kalasin,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
KalasinMill1,Kalasin,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
RoiEtMill1,RoiEt,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
MukdahanSaharuang2,Mukdahan,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
MitrBiopowerChaiyaphum2,Phon,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
MitrBiopowerChaiyaphum3,Phon,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Lamphun1,Lamphun2,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
MweMaewongEnergy1,NakhonSawan,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
ThaLuangSugarFactory4,LopBuri1,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
MungcharoenBiomass1,Surin,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
KumphawapiSugarMill2,UdonThani1,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
SriChiangMai1,NongKhai,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
Sumrong1,UbonRatchathani1,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
YalaGreen1,Yala,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
KamphaengphetMill2,Kamphaengphet,750,750,4222861,12470,12470,750,0.2544,0.2544,2211084
