year,month,day,hour,NamNgum1,NamLeuk,NamMang3,NamNgum2,TheunHinboun,NamTheun2,HouayHo,Xeset1,Xeset2
2016,1,4,13,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,14,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,15,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,16,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,17,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,18,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,19,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,20,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,21,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,22,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,23,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,4,24,192.66,59.95,14.63,438.408,136.72,1062.02,0,21.37,3.97
2016,1,5,1,171.01,60,14.53,381.952,129.22,1061.38,56.47,20.78,3.9
2016,1,5,2,171.01,60,14.53,381.952,129.22,1061.38,56.47,20.78,3.9
2016,1,5,3,171.01,60,14.53,381.952,129.22,1061.38,56.47,20.78,3.9
2016,1,5,4,171.01,60,14.53,381.952,129.22,1061.38,56.47,20.78,3.9
2016,1,5,5,171.01,60,14.53,381.952,129.22,1061.38,56.47,20.78,3.9
2016,1,5,6,171.01,60,14.53,381.952,129.22,1061.38,56.47,20.78,3.9
2016,1,5,7,171.01,60,14.53,381.952,129.22,1061.38,56.47,20.78,3.9
2016,1,5,8,171.01,60,14.53,381.952,129.22,1061.38,56.47,20.78,3.9
2016,1,5,9,171.01,60,14.53,381.952,129.22,1061.38,56.47,20.78,3.9
2016,1,5,10,171.01,60,14.53,381.952,129.22,1061.38,56.47,20.78,3.9
2016,1,5,11,171.01,60,14.53,381.952,129.22,1061.38,56.47,20.78,3.9
2016,1,5,12,171.01,60,14.53,381.952,129.22,1061.38,56.47,20.78,3.9
2016,1,5,13,171.01,60,14.53,381.952,129.22,1061.38,56.47,20.78,3.9
2016,1,5,14,171.01,60,14.53,381.952,129.22,1061.38,56.47,20.78,3.9
2016,1,5,15,171.01,60,14.53,381.952,129.22,1061.38,56.47,20.78,3.9
2016,1,5,16,171.01,60,14.53,381.952,129.22,1061.38,56.47,20.78,3.9
2016,1,5,17,171.01,60,14.53,381.952,129.22,1061.38,56.47,20.78,3.9
2016,1,5,18,171.01,60,14.53,381.952,129.22,1061.38,56.47,20.78,3.9
2016,1,5,19,171.01,60,14.53,381.952,129.22,1061.38,56.47,20.78,3.9
2016,1,5,20,171.01,60,14.53,381.952,129.22,1061.38,56.47,20.78,3.9
2016,1,5,21,171.01,60,14.53,381.952,129.22,1061.38,56.47,20.78,3.9
2016,1,5,22,171.01,60,14.53,381.952,129.22,1061.38,56.47,20.78,3.9
2016,1,5,23,171.01,60,14.53,381.952,129.22,1061.38,56.47,20.78,3.9
2016,1,5,24,171.01,60,14.53,381.952,129.22,1061.38,56.47,20.78,3.9
2016,1,6,1,140.43,59.97,14.43,325.8,122.24,1060.73,150.71,20.19,3.82
2016,1,6,2,140.43,59.97,14.43,325.8,122.24,1060.73,150.71,20.19,3.82
2016,1,6,3,140.43,59.97,14.43,325.8,122.24,1060.73,150.71,20.19,3.82
2016,1,6,4,140.43,59.97,14.43,325.8,122.24,1060.73,150.71,20.19,3.82
2016,1,6,5,140.43,59.97,14.43,325.8,122.24,1060.73,150.71,20.19,3.82
2016,1,6,6,140.43,59.97,14.43,325.8,122.24,1060.73,150.71,20.19,3.82
2016,1,6,7,140.43,59.97,14.43,325.8,122.24,1060.73,150.71,20.19,3.82
2016,1,6,8,140.43,59.97,14.43,325.8,122.24,1060.73,150.71,20.19,3.82
2016,1,6,9,140.43,59.97,14.43,325.8,122.24,1060.73,150.71,20.19,3.82
2016,1,6,10,140.43,59.97,14.43,325.8,122.24,1060.73,150.71,20.19,3.82
2016,1,6,11,140.43,59.97,14.43,325.8,122.24,1060.73,150.71,20.19,3.82
2016,1,6,12,140.43,59.97,14.43,325.8,122.24,1060.73,150.71,20.19,3.82
2016,1,6,13,140.43,59.97,14.43,325.8,122.24,1060.73,150.71,20.19,3.82
2016,1,6,14,140.43,59.97,14.43,325.8,122.24,1060.73,150.71,20.19,3.82
2016,1,6,15,140.43,59.97,14.43,325.8,122.24,1060.73,150.71,20.19,3.82
2016,1,6,16,140.43,59.97,14.43,325.8,122.24,1060.73,150.71,20.19,3.82
2016,1,6,17,140.43,59.97,14.43,325.8,122.24,1060.73,150.71,20.19,3.82
2016,1,6,18,140.43,59.97,14.43,325.8,122.24,1060.73,150.71,20.19,3.82
2016,1,6,19,140.43,59.97,14.43,325.8,122.24,1060.73,150.71,20.19,3.82
2016,1,6,20,140.43,59.97,14.43,325.8,122.24,1060.73,150.71,20.19,3.82
2016,1,6,21,140.43,59.97,14.43,325.8,122.24,1060.73,150.71,20.19,3.82
2016,1,6,22,140.43,59.97,14.43,325.8,122.24,1060.73,150.71,20.19,3.82
2016,1,6,23,140.43,59.97,14.43,325.8,122.24,1060.73,150.71,20.19,3.82
2016,1,6,24,140.43,59.97,14.43,325.8,122.24,1060.73,150.71,20.19,3.82
2016,1,7,1,138.69,59.92,14.34,318.712,115.74,1060.07,150.69,19.59,3.74
2016,1,7,2,138.69,59.92,14.34,318.712,115.74,1060.07,150.69,19.59,3.74
2016,1,7,3,138.69,59.92,14.34,318.712,115.74,1060.07,150.69,19.59,3.74
2016,1,7,4,138.69,59.92,14.34,318.712,115.74,1060.07,150.69,19.59,3.74
2016,1,7,5,138.69,59.92,14.34,318.712,115.74,1060.07,150.69,19.59,3.74
2016,1,7,6,138.69,59.92,14.34,318.712,115.74,1060.07,150.69,19.59,3.74
2016,1,7,7,138.69,59.92,14.34,318.712,115.74,1060.07,150.69,19.59,3.74
2016,1,7,8,138.69,59.92,14.34,318.712,115.74,1060.07,150.69,19.59,3.74
2016,1,7,9,138.69,59.92,14.34,318.712,115.74,1060.07,150.69,19.59,3.74
2016,1,7,10,138.69,59.92,14.34,318.712,115.74,1060.07,150.69,19.59,3.74
2016,1,7,11,138.69,59.92,14.34,318.712,115.74,1060.07,150.69,19.59,3.74
2016,1,7,12,138.69,59.92,14.34,318.712,115.74,1060.07,150.69,19.59,3.74
2016,1,7,13,138.69,59.92,14.34,318.712,115.74,1060.07,150.69,19.59,3.74
2016,1,7,14,138.69,59.92,14.34,318.712,115.74,1060.07,150.69,19.59,3.74
2016,1,7,15,138.69,59.92,14.34,318.712,115.74,1060.07,150.69,19.59,3.74
2016,1,7,16,138.69,59.92,14.34,318.712,115.74,1060.07,150.69,19.59,3.74
2016,1,7,17,138.69,59.92,14.34,318.712,115.74,1060.07,150.69,19.59,3.74
2016,1,7,18,138.69,59.92,14.34,318.712,115.74,1060.07,150.69,19.59,3.74
2016,1,7,19,138.69,59.92,14.34,318.712,115.74,1060.07,150.69,19.59,3.74
2016,1,7,20,138.69,59.92,14.34,318.712,115.74,1060.07,150.69,19.59,3.74
2016,1,7,21,138.69,59.92,14.34,318.712,115.74,1060.07,150.69,19.59,3.74
2016,1,7,22,138.69,59.92,14.34,318.712,115.74,1060.07,150.69,19.59,3.74
2016,1,7,23,138.69,59.92,14.34,318.712,115.74,1060.07,150.69,19.59,3.74
2016,1,7,24,138.69,59.92,14.34,318.712,115.74,1060.07,150.69,19.59,3.74
2016,1,8,1,170.03,59.92,17.34,325.216,109.7,1059.39,150.68,19.01,3.67
2016,1,8,2,170.03,59.92,17.34,325.216,109.7,1059.39,150.68,19.01,3.67
2016,1,8,3,170.03,59.92,17.34,325.216,109.7,1059.39,150.68,19.01,3.67
2016,1,8,4,170.03,59.92,17.34,325.216,109.7,1059.39,150.68,19.01,3.67
2016,1,8,5,170.03,59.92,17.34,325.216,109.7,1059.39,150.68,19.01,3.67
2016,1,8,6,170.03,59.92,17.34,325.216,109.7,1059.39,150.68,19.01,3.67
2016,1,8,7,170.03,59.92,17.34,325.216,109.7,1059.39,150.68,19.01,3.67
2016,1,8,8,170.03,59.92,17.34,325.216,109.7,1059.39,150.68,19.01,3.67
2016,1,8,9,170.03,59.92,17.34,325.216,109.7,1059.39,150.68,19.01,3.67
2016,1,8,10,170.03,59.92,17.34,325.216,109.7,1059.39,150.68,19.01,3.67
2016,1,8,11,170.03,59.92,17.34,325.216,109.7,1059.39,150.68,19.01,3.67
2016,1,8,12,170.03,59.92,17.34,325.216,109.7,1059.39,150.68,19.01,3.67
2016,1,8,13,170.03,59.92,17.34,325.216,109.7,1059.39,150.68,19.01,3.67
2016,1,8,14,170.03,59.92,17.34,325.216,109.7,1059.39,150.68,19.01,3.67
2016,1,8,15,170.03,59.92,17.34,325.216,109.7,1059.39,150.68,19.01,3.67
2016,1,8,16,170.03,59.92,17.34,325.216,109.7,1059.39,150.68,19.01,3.67
2016,1,8,17,170.03,59.92,17.34,325.216,109.7,1059.39,150.68,19.01,3.67
2016,1,8,18,170.03,59.92,17.34,325.216,109.7,1059.39,150.68,19.01,3.67
2016,1,8,19,170.03,59.92,17.34,325.216,109.7,1059.39,150.68,19.01,3.67
2016,1,8,20,170.03,59.92,17.34,325.216,109.7,1059.39,150.68,19.01,3.67
2016,1,8,21,170.03,59.92,17.34,325.216,109.7,1059.39,150.68,19.01,3.67
2016,1,8,22,170.03,59.92,17.34,325.216,109.7,1059.39,150.68,19.01,3.67
2016,1,8,23,170.03,59.92,17.34,325.216,109.7,1059.39,150.68,19.01,3.67
2016,1,8,24,170.03,59.92,17.34,325.216,109.7,1059.39,150.68,19.01,3.67
2016,1,9,1,238.43,59.98,32.91,346.984,104.52,1058.71,150.66,18.43,3.6
2016,1,9,2,238.43,59.98,32.91,346.984,104.52,1058.71,150.66,18.43,3.6
2016,1,9,3,238.43,59.98,32.91,346.984,104.52,1058.71,150.66,18.43,3.6
2016,1,9,4,238.43,59.98,32.91,346.984,104.52,1058.71,150.66,18.43,3.6
2016,1,9,5,238.43,59.98,32.91,346.984,104.52,1058.71,150.66,18.43,3.6
2016,1,9,6,238.43,59.98,32.91,346.984,104.52,1058.71,150.66,18.43,3.6
2016,1,9,7,238.43,59.98,32.91,346.984,104.52,1058.71,150.66,18.43,3.6
2016,1,9,8,238.43,59.98,32.91,346.984,104.52,1058.71,150.66,18.43,3.6
2016,1,9,9,238.43,59.98,32.91,346.984,104.52,1058.71,150.66,18.43,3.6
2016,1,9,10,238.43,59.98,32.91,346.984,104.52,1058.71,150.66,18.43,3.6
2016,1,9,11,238.43,59.98,32.91,346.984,104.52,1058.71,150.66,18.43,3.6
2016,1,9,12,238.43,59.98,32.91,346.984,104.52,1058.71,150.66,18.43,3.6
2016,1,9,13,238.43,59.98,32.91,346.984,104.52,1058.71,150.66,18.43,3.6
2016,1,9,14,238.43,59.98,32.91,346.984,104.52,1058.71,150.66,18.43,3.6
2016,1,9,15,238.43,59.98,32.91,346.984,104.52,1058.71,150.66,18.43,3.6
2016,1,9,16,238.43,59.98,32.91,346.984,104.52,1058.71,150.66,18.43,3.6
2016,1,9,17,238.43,59.98,32.91,346.984,104.52,1058.71,150.66,18.43,3.6
2016,1,9,18,238.43,59.98,32.91,346.984,104.52,1058.71,150.66,18.43,3.6
2016,1,9,19,238.43,59.98,32.91,346.984,104.52,1058.71,150.66,18.43,3.6
2016,1,9,20,238.43,59.98,32.91,346.984,104.52,1058.71,150.66,18.43,3.6
2016,1,9,21,238.43,59.98,32.91,346.984,104.52,1058.71,150.66,18.43,3.6
2016,1,9,22,238.43,59.98,32.91,346.984,104.52,1058.71,150.66,18.43,3.6
2016,1,9,23,238.43,59.98,32.91,346.984,104.52,1058.71,150.66,18.43,3.6
2016,1,9,24,238.43,59.98,32.91,346.984,104.52,1058.71,150.66,18.43,3.6
2016,1,10,1,215.46,60,33.71,337.256,170.19,1058.04,150.65,17.86,3.53
2016,1,10,2,215.46,60,33.71,337.256,170.19,1058.04,150.65,17.86,3.53
2016,1,10,3,215.46,60,33.71,337.256,170.19,1058.04,150.65,17.86,3.53
2016,1,10,4,215.46,60,33.71,337.256,170.19,1058.04,150.65,17.86,3.53
2016,1,10,5,215.46,60,33.71,337.256,170.19,1058.04,150.65,17.86,3.53
2016,1,10,6,215.46,60,33.71,337.256,170.19,1058.04,150.65,17.86,3.53
2016,1,10,7,215.46,60,33.71,337.256,170.19,1058.04,150.65,17.86,3.53
2016,1,10,8,215.46,60,33.71,337.256,170.19,1058.04,150.65,17.86,3.53
2016,1,10,9,215.46,60,33.71,337.256,170.19,1058.04,150.65,17.86,3.53
2016,1,10,10,215.46,60,33.71,337.256,170.19,1058.04,150.65,17.86,3.53
2016,1,10,11,215.46,60,33.71,337.256,170.19,1058.04,150.65,17.86,3.53
2016,1,10,12,215.46,60,33.71,337.256,170.19,1058.04,150.65,17.86,3.53
2016,1,10,13,215.46,60,33.71,337.256,170.19,1058.04,150.65,17.86,3.53
2016,1,10,14,215.46,60,33.71,337.256,170.19,1058.04,150.65,17.86,3.53
2016,1,10,15,215.46,60,33.71,337.256,170.19,1058.04,150.65,17.86,3.53
2016,1,10,16,215.46,60,33.71,337.256,170.19,1058.04,150.65,17.86,3.53
2016,1,10,17,215.46,60,33.71,337.256,170.19,1058.04,150.65,17.86,3.53
2016,1,10,18,215.46,60,33.71,337.256,170.19,1058.04,150.65,17.86,3.53
2016,1,10,19,215.46,60,33.71,337.256,170.19,1058.04,150.65,17.86,3.53
2016,1,10,20,215.46,60,33.71,337.256,170.19,1058.04,150.65,17.86,3.53
2016,1,10,21,215.46,60,33.71,337.256,170.19,1058.04,150.65,17.86,3.53
2016,1,10,22,215.46,60,33.71,337.256,170.19,1058.04,150.65,17.86,3.53
2016,1,10,23,215.46,60,33.71,337.256,170.19,1058.04,150.65,17.86,3.53
2016,1,10,24,215.46,60,33.71,337.256,170.19,1058.04,150.65,17.86,3.53
2016,1,11,1,148.34,59.99,17.98,309.272,341.01,1057.39,150.64,17.31,3.46
2016,1,11,2,148.34,59.99,17.98,309.272,341.01,1057.39,150.64,17.31,3.46
2016,1,11,3,148.34,59.99,17.98,309.272,341.01,1057.39,150.64,17.31,3.46
2016,1,11,4,148.34,59.99,17.98,309.272,341.01,1057.39,150.64,17.31,3.46
2016,1,11,5,148.34,59.99,17.98,309.272,341.01,1057.39,150.64,17.31,3.46
2016,1,11,6,148.34,59.99,17.98,309.272,341.01,1057.39,150.64,17.31,3.46
2016,1,11,7,148.34,59.99,17.98,309.272,341.01,1057.39,150.64,17.31,3.46
2016,1,11,8,148.34,59.99,17.98,309.272,341.01,1057.39,150.64,17.31,3.46
2016,1,11,9,148.34,59.99,17.98,309.272,341.01,1057.39,150.64,17.31,3.46
2016,1,11,10,148.34,59.99,17.98,309.272,341.01,1057.39,150.64,17.31,3.46
2016,1,11,11,148.34,59.99,17.98,309.272,341.01,1057.39,150.64,17.31,3.46
2016,1,11,12,148.34,59.99,17.98,309.272,341.01,1057.39,150.64,17.31,3.46
2016,1,11,13,148.34,59.99,17.98,309.272,341.01,1057.39,150.64,17.31,3.46
2016,1,11,14,148.34,59.99,17.98,309.272,341.01,1057.39,150.64,17.31,3.46
2016,1,11,15,148.34,59.99,17.98,309.272,341.01,1057.39,150.64,17.31,3.46
2016,1,11,16,148.34,59.99,17.98,309.272,341.01,1057.39,150.64,17.31,3.46
2016,1,11,17,148.34,59.99,17.98,309.272,341.01,1057.39,150.64,17.31,3.46
2016,1,11,18,148.34,59.99,17.98,309.272,341.01,1057.39,150.64,17.31,3.46
2016,1,11,19,148.34,59.99,17.98,309.272,341.01,1057.39,150.64,17.31,3.46
2016,1,11,20,148.34,59.99,17.98,309.272,341.01,1057.39,150.64,17.31,3.46
2016,1,11,21,148.34,59.99,17.98,309.272,341.01,1057.39,150.64,17.31,3.46
2016,1,11,22,148.34,59.99,17.98,309.272,341.01,1057.39,150.64,17.31,3.46
2016,1,11,23,148.34,59.99,17.98,309.272,341.01,1057.39,150.64,17.31,3.46
2016,1,11,24,148.34,59.99,17.98,309.272,341.01,1057.39,150.64,17.31,3.46
2016,1,12,1,144.19,59.97,15.62,303.752,293.14,1056.74,150.62,16.78,3.4
2016,1,12,2,144.19,59.97,15.62,303.752,293.14,1056.74,150.62,16.78,3.4
2016,1,12,3,144.19,59.97,15.62,303.752,293.14,1056.74,150.62,16.78,3.4
2016,1,12,4,144.19,59.97,15.62,303.752,293.14,1056.74,150.62,16.78,3.4
2016,1,12,5,144.19,59.97,15.62,303.752,293.14,1056.74,150.62,16.78,3.4
2016,1,12,6,144.19,59.97,15.62,303.752,293.14,1056.74,150.62,16.78,3.4
2016,1,12,7,144.19,59.97,15.62,303.752,293.14,1056.74,150.62,16.78,3.4
2016,1,12,8,144.19,59.97,15.62,303.752,293.14,1056.74,150.62,16.78,3.4
2016,1,12,9,144.19,59.97,15.62,303.752,293.14,1056.74,150.62,16.78,3.4
2016,1,12,10,144.19,59.97,15.62,303.752,293.14,1056.74,150.62,16.78,3.4
2016,1,12,11,144.19,59.97,15.62,303.752,293.14,1056.74,150.62,16.78,3.4
2016,1,12,12,144.19,59.97,15.62,303.752,293.14,1056.74,150.62,16.78,3.4
2016,1,12,13,144.19,59.97,15.62,303.752,293.14,1056.74,150.62,16.78,3.4
2016,1,12,14,144.19,59.97,15.62,303.752,293.14,1056.74,150.62,16.78,3.4
2016,1,12,15,144.19,59.97,15.62,303.752,293.14,1056.74,150.62,16.78,3.4
2016,1,12,16,144.19,59.97,15.62,303.752,293.14,1056.74,150.62,16.78,3.4
2016,1,12,17,144.19,59.97,15.62,303.752,293.14,1056.74,150.62,16.78,3.4
2016,1,12,18,144.19,59.97,15.62,303.752,293.14,1056.74,150.62,16.78,3.4
2016,1,12,19,144.19,59.97,15.62,303.752,293.14,1056.74,150.62,16.78,3.4
2016,1,12,20,144.19,59.97,15.62,303.752,293.14,1056.74,150.62,16.78,3.4
2016,1,12,21,144.19,59.97,15.62,303.752,293.14,1056.74,150.62,16.78,3.4
2016,1,12,22,144.19,59.97,15.62,303.752,293.14,1056.74,150.62,16.78,3.4
2016,1,12,23,144.19,59.97,15.62,303.752,293.14,1056.74,150.62,16.78,3.4
2016,1,12,24,144.19,59.97,15.62,303.752,293.14,1056.74,150.62,16.78,3.4
2016,1,13,1,145.01,59.94,16,300.216,120.85,1056.06,150.61,16.26,3.34
2016,1,13,2,145.01,59.94,16,300.216,120.85,1056.06,150.61,16.26,3.34
2016,1,13,3,145.01,59.94,16,300.216,120.85,1056.06,150.61,16.26,3.34
2016,1,13,4,145.01,59.94,16,300.216,120.85,1056.06,150.61,16.26,3.34
2016,1,13,5,145.01,59.94,16,300.216,120.85,1056.06,150.61,16.26,3.34
2016,1,13,6,145.01,59.94,16,300.216,120.85,1056.06,150.61,16.26,3.34
2016,1,13,7,145.01,59.94,16,300.216,120.85,1056.06,150.61,16.26,3.34
2016,1,13,8,145.01,59.94,16,300.216,120.85,1056.06,150.61,16.26,3.34
2016,1,13,9,145.01,59.94,16,300.216,120.85,1056.06,150.61,16.26,3.34
2016,1,13,10,145.01,59.94,16,300.216,120.85,1056.06,150.61,16.26,3.34
2016,1,13,11,145.01,59.94,16,300.216,120.85,1056.06,150.61,16.26,3.34
2016,1,13,12,145.01,59.94,16,300.216,120.85,1056.06,150.61,16.26,3.34
2016,1,13,13,145.01,59.94,16,300.216,120.85,1056.06,150.61,16.26,3.34
2016,1,13,14,145.01,59.94,16,300.216,120.85,1056.06,150.61,16.26,3.34
2016,1,13,15,145.01,59.94,16,300.216,120.85,1056.06,150.61,16.26,3.34
2016,1,13,16,145.01,59.94,16,300.216,120.85,1056.06,150.61,16.26,3.34
2016,1,13,17,145.01,59.94,16,300.216,120.85,1056.06,150.61,16.26,3.34
2016,1,13,18,145.01,59.94,16,300.216,120.85,1056.06,150.61,16.26,3.34
2016,1,13,19,145.01,59.94,16,300.216,120.85,1056.06,150.61,16.26,3.34
