year,month,day,hour,EGATSirindhorn
2016,2,14,17,11.97
2016,2,14,18,11.97
2016,2,14,19,11.97
2016,2,14,20,11.97
2016,2,14,21,11.97
2016,2,14,22,11.97
2016,2,14,23,11.97
2016,2,15,0,11.81
2016,2,15,1,11.81
2016,2,15,2,11.81
2016,2,15,3,11.81
2016,2,15,4,11.81
2016,2,15,5,11.81
2016,2,15,6,11.81
2016,2,15,7,11.81
2016,2,15,8,11.81
2016,2,15,9,11.81
2016,2,15,10,11.81
2016,2,15,11,11.81
2016,2,15,12,11.81
2016,2,15,13,11.81
2016,2,15,14,11.81
2016,2,15,15,11.81
2016,2,15,16,11.81
2016,2,15,17,11.81
2016,2,15,18,11.81
2016,2,15,19,11.81
2016,2,15,20,11.81
2016,2,15,21,11.81
2016,2,15,22,11.81
2016,2,15,23,11.81
2016,2,16,0,11.64
2016,2,16,1,11.64
2016,2,16,2,11.64
2016,2,16,3,11.64
2016,2,16,4,11.64
2016,2,16,5,11.64
2016,2,16,6,11.64
2016,2,16,7,11.64
2016,2,16,8,11.64
2016,2,16,9,11.64
2016,2,16,10,11.64
2016,2,16,11,11.64
2016,2,16,12,11.64
2016,2,16,13,11.64
2016,2,16,14,11.64
2016,2,16,15,11.64
2016,2,16,16,11.64
2016,2,16,17,11.64
2016,2,16,18,11.64
2016,2,16,19,11.64
2016,2,16,20,11.64
2016,2,16,21,11.64
2016,2,16,22,11.64
2016,2,16,23,11.64
2016,2,17,0,11.48
2016,2,17,1,11.48
2016,2,17,2,11.48
2016,2,17,3,11.48
2016,2,17,4,11.48
2016,2,17,5,11.48
2016,2,17,6,11.48
2016,2,17,7,11.48
2016,2,17,8,11.48
2016,2,17,9,11.48
2016,2,17,10,11.48
2016,2,17,11,11.48
2016,2,17,12,11.48
2016,2,17,13,11.48
2016,2,17,14,11.48
2016,2,17,15,11.48
2016,2,17,16,11.48
2016,2,17,17,11.48
2016,2,17,18,11.48
2016,2,17,19,11.48
2016,2,17,20,11.48
2016,2,17,21,11.48
2016,2,17,22,11.48
2016,2,17,23,11.48
2016,2,18,0,11.32
2016,2,18,1,11.32
2016,2,18,2,11.32
2016,2,18,3,11.32
2016,2,18,4,11.32
2016,2,18,5,11.32
2016,2,18,6,11.32
2016,2,18,7,11.32
2016,2,18,8,11.32
2016,2,18,9,11.32
2016,2,18,10,11.32
2016,2,18,11,11.32
2016,2,18,12,11.32
2016,2,18,13,11.32
2016,2,18,14,11.32
2016,2,18,15,11.32
2016,2,18,16,11.32
2016,2,18,17,11.32
2016,2,18,18,11.32
2016,2,18,19,11.32
2016,2,18,20,11.32
2016,2,18,21,11.32
2016,2,18,22,11.32
2016,2,18,23,11.32
2016,2,19,0,11.16
2016,2,19,1,11.16
2016,2,19,2,11.16
2016,2,19,3,11.16
2016,2,19,4,11.16
2016,2,19,5,11.16
2016,2,19,6,11.16
2016,2,19,7,11.16
2016,2,19,8,11.16
2016,2,19,9,11.16
2016,2,19,10,11.16
2016,2,19,11,11.16
2016,2,19,12,11.16
2016,2,19,13,11.16
2016,2,19,14,11.16
2016,2,19,15,11.16
2016,2,19,16,11.16
2016,2,19,17,11.16
2016,2,19,18,11.16
2016,2,19,19,11.16
2016,2,19,20,11.16
2016,2,19,21,11.16
2016,2,19,22,11.16
2016,2,19,23,11.16
2016,2,20,0,11
2016,2,20,1,11
2016,2,20,2,11
2016,2,20,3,11
2016,2,20,4,11
2016,2,20,5,11
2016,2,20,6,11
2016,2,20,7,11
2016,2,20,8,11
2016,2,20,9,11
2016,2,20,10,11
2016,2,20,11,11
2016,2,20,12,11
2016,2,20,13,11
2016,2,20,14,11
2016,2,20,15,11
2016,2,20,16,11
2016,2,20,17,11
2016,2,20,18,11
2016,2,20,19,11
2016,2,20,20,11
2016,2,20,21,11
2016,2,20,22,11
2016,2,20,23,11
2016,2,21,0,10.84
2016,2,21,1,10.84
2016,2,21,2,10.84
2016,2,21,3,10.84
2016,2,21,4,10.84
2016,2,21,5,10.84
2016,2,21,6,10.84
2016,2,21,7,10.84
2016,2,21,8,10.84
2016,2,21,9,10.84
2016,2,21,10,10.84
2016,2,21,11,10.84
2016,2,21,12,10.84
2016,2,21,13,10.84
2016,2,21,14,10.84
2016,2,21,15,10.84
2016,2,21,16,10.84
2016,2,21,17,10.84
2016,2,21,18,10.84
2016,2,21,19,10.84
2016,2,21,20,10.84
2016,2,21,21,10.84
2016,2,21,22,10.84
2016,2,21,23,10.84
2016,2,22,0,10.68
2016,2,22,1,10.68
2016,2,22,2,10.68
2016,2,22,3,10.68
2016,2,22,4,10.68
2016,2,22,5,10.68
2016,2,22,6,10.68
2016,2,22,7,10.68
2016,2,22,8,10.68
2016,2,22,9,10.68
2016,2,22,10,10.68
2016,2,22,11,10.68
2016,2,22,12,10.68
2016,2,22,13,10.68
2016,2,22,14,10.68
2016,2,22,15,10.68
2016,2,22,16,10.68
2016,2,22,17,10.68
2016,2,22,18,10.68
2016,2,22,19,10.68
2016,2,22,20,10.68
2016,2,22,21,10.68
2016,2,22,22,10.68
2016,2,22,23,10.68
2016,2,23,0,10.52
2016,2,23,1,10.52
2016,2,23,2,10.52
2016,2,23,3,10.52
2016,2,23,4,10.52
2016,2,23,5,10.52
2016,2,23,6,10.52
2016,2,23,7,10.52
2016,2,23,8,10.52
2016,2,23,9,10.52
2016,2,23,10,10.52
2016,2,23,11,10.52
2016,2,23,12,10.52
2016,2,23,13,10.52
2016,2,23,14,10.52
2016,2,23,15,10.52
2016,2,23,16,10.52
2016,2,23,17,10.52
2016,2,23,18,10.52
2016,2,23,19,10.52
2016,2,23,20,10.52
2016,2,23,21,10.52
2016,2,23,22,10.52
2016,2,23,23,10.52
2016,2,24,0,10.37
2016,2,24,1,10.37
2016,2,24,2,10.37
2016,2,24,3,10.37
2016,2,24,4,10.37
2016,2,24,5,10.37
2016,2,24,6,10.37
2016,2,24,7,10.37
2016,2,24,8,10.37
2016,2,24,9,10.37
2016,2,24,10,10.37
2016,2,24,11,10.37
2016,2,24,12,10.37
2016,2,24,13,10.37
2016,2,24,14,10.37
2016,2,24,15,10.37
2016,2,24,16,10.37
2016,2,24,17,10.37
2016,2,24,18,10.37
2016,2,24,19,10.37
2016,2,24,20,10.37
2016,2,24,21,10.37
2016,2,24,22,10.37
2016,2,24,23,10.37
2016,2,25,0,10.21
2016,2,25,1,10.21
2016,2,25,2,10.21
2016,2,25,3,10.21
2016,2,25,4,10.21
2016,2,25,5,10.21
2016,2,25,6,10.21
2016,2,25,7,10.21
2016,2,25,8,10.21
2016,2,25,9,10.21
2016,2,25,10,10.21
2016,2,25,11,10.21
2016,2,25,12,10.21
2016,2,25,13,10.21
2016,2,25,14,10.21
2016,2,25,15,10.21
2016,2,25,16,10.21
2016,2,25,17,10.21
2016,2,25,18,10.21
2016,2,25,19,10.21
2016,2,25,20,10.21
2016,2,25,21,10.21
2016,2,25,22,10.21
2016,2,25,23,10.21
2016,2,26,0,10.06
2016,2,26,1,10.06
2016,2,26,2,10.06
2016,2,26,3,10.06
2016,2,26,4,10.06
2016,2,26,5,10.06
2016,2,26,6,10.06
2016,2,26,7,10.06
2016,2,26,8,10.06
2016,2,26,9,10.06
2016,2,26,10,10.06
2016,2,26,11,10.06
2016,2,26,12,10.06
2016,2,26,13,10.06
2016,2,26,14,10.06
2016,2,26,15,10.06
2016,2,26,16,10.06
2016,2,26,17,10.06
2016,2,26,18,10.06
2016,2,26,19,10.06
2016,2,26,20,10.06
2016,2,26,21,10.06
2016,2,26,22,10.06
2016,2,26,23,10.06
2016,2,27,0,9.9
2016,2,27,1,9.9
2016,2,27,2,9.9
2016,2,27,3,9.9
2016,2,27,4,9.9
2016,2,27,5,9.9
2016,2,27,6,9.9
2016,2,27,7,9.9
2016,2,27,8,9.9
2016,2,27,9,9.9
2016,2,27,10,9.9
2016,2,27,11,9.9
2016,2,27,12,9.9
2016,2,27,13,9.9
2016,2,27,14,9.9
2016,2,27,15,9.9
2016,2,27,16,9.9
2016,2,27,17,9.9
2016,2,27,18,9.9
2016,2,27,19,9.9
2016,2,27,20,9.9
2016,2,27,21,9.9
2016,2,27,22,9.9
2016,2,27,23,9.9
2016,2,28,0,9.75
2016,2,28,1,9.75
2016,2,28,2,9.75
2016,2,28,3,9.75
2016,2,28,4,9.75
2016,2,28,5,9.75
2016,2,28,6,9.75
2016,2,28,7,9.75
2016,2,28,8,9.75
2016,2,28,9,9.75
2016,2,28,10,9.75
2016,2,28,11,9.75
2016,2,28,12,9.75
2016,2,28,13,9.75
2016,2,28,14,9.75
2016,2,28,15,9.75
2016,2,28,16,9.75
2016,2,28,17,9.75
2016,2,28,18,9.75
2016,2,28,19,9.75
2016,2,28,20,9.75
2016,2,28,21,9.75
2016,2,28,22,9.75
2016,2,28,23,9.75
2016,3,1,0,9.46
2016,3,1,1,9.46
2016,3,1,2,9.46
2016,3,1,3,9.46
2016,3,1,4,9.46
2016,3,1,5,9.46
2016,3,1,6,9.46
2016,3,1,7,9.46
2016,3,1,8,9.46
2016,3,1,9,9.46
2016,3,1,10,9.46
2016,3,1,11,9.46
2016,3,1,12,9.46
2016,3,1,13,9.46
2016,3,1,14,9.46
2016,3,1,15,9.46
2016,3,1,16,9.46
2016,3,1,17,9.46
2016,3,1,18,9.46
2016,3,1,19,9.46
2016,3,1,20,9.46
2016,3,1,21,9.46
2016,3,1,22,9.46
2016,3,1,23,9.46
2016,3,2,0,9.32
2016,3,2,1,9.32
2016,3,2,2,9.32
2016,3,2,3,9.32
2016,3,2,4,9.32
2016,3,2,5,9.32
2016,3,2,6,9.32
2016,3,2,7,9.32
2016,3,2,8,9.32
2016,3,2,9,9.32
2016,3,2,10,9.32
2016,3,2,11,9.32
2016,3,2,12,9.32
2016,3,2,13,9.32
2016,3,2,14,9.32
2016,3,2,15,9.32
2016,3,2,16,9.32
2016,3,2,17,9.32
2016,3,2,18,9.32
2016,3,2,19,9.32
2016,3,2,20,9.32
2016,3,2,21,9.32
2016,3,2,22,9.32
2016,3,2,23,9.32
2016,3,3,0,9.17
2016,3,3,1,9.17
2016,3,3,2,9.17
2016,3,3,3,9.17
2016,3,3,4,9.17
2016,3,3,5,9.17
2016,3,3,6,9.17
2016,3,3,7,9.17
2016,3,3,8,9.17
2016,3,3,9,9.17
2016,3,3,10,9.17
2016,3,3,11,9.17
2016,3,3,12,9.17
2016,3,3,13,9.17
2016,3,3,14,9.17
2016,3,3,15,9.17
2016,3,3,16,9.17
2016,3,3,17,9.17
2016,3,3,18,9.17
2016,3,3,19,9.17
2016,3,3,20,9.17
2016,3,3,21,9.17
2016,3,3,22,9.17
2016,3,3,23,9.17
2016,3,4,0,9.29
2016,3,4,1,9.29
2016,3,4,2,9.29
2016,3,4,3,9.29
2016,3,4,4,9.29
2016,3,4,5,9.29
2016,3,4,6,9.29
2016,3,4,7,9.29
2016,3,4,8,9.29
2016,3,4,9,9.29
2016,3,4,10,9.29
2016,3,4,11,9.29
2016,3,4,12,9.29
2016,3,4,13,9.29
2016,3,4,14,9.29
2016,3,4,15,9.29
2016,3,4,16,9.29
2016,3,4,17,9.29
2016,3,4,18,9.29
2016,3,4,19,9.29
2016,3,4,20,9.29
2016,3,4,21,9.29
2016,3,4,22,9.29
2016,3,4,23,9.29
2016,3,5,0,10.29
2016,3,5,1,10.29
2016,3,5,2,10.29
2016,3,5,3,10.29
2016,3,5,4,10.29
2016,3,5,5,10.29
2016,3,5,6,10.29
2016,3,5,7,10.29
2016,3,5,8,10.29
2016,3,5,9,10.29
2016,3,5,10,10.29
2016,3,5,11,10.29
2016,3,5,12,10.29
2016,3,5,13,10.29
2016,3,5,14,10.29
2016,3,5,15,10.29
2016,3,5,16,10.29
2016,3,5,17,10.29
2016,3,5,18,10.29
2016,3,5,19,10.29
2016,3,5,20,10.29
2016,3,5,21,10.29
2016,3,5,22,10.29
2016,3,5,23,10.29
2016,3,6,0,12.03
2016,3,6,1,12.03
2016,3,6,2,12.03
2016,3,6,3,12.03
2016,3,6,4,12.03
2016,3,6,5,12.03
2016,3,6,6,12.03
2016,3,6,7,12.03
2016,3,6,8,12.03
2016,3,6,9,12.03
2016,3,6,10,12.03
2016,3,6,11,12.03
2016,3,6,12,12.03
2016,3,6,13,12.03
2016,3,6,14,12.03
2016,3,6,15,12.03
2016,3,6,16,12.03
2016,3,6,17,12.03
2016,3,6,18,12.03
2016,3,6,19,12.03
2016,3,6,20,12.03
2016,3,6,21,12.03
2016,3,6,22,12.03
2016,3,6,23,12.03
2016,3,7,0,13.05
2016,3,7,1,13.05
2016,3,7,2,13.05
2016,3,7,3,13.05
2016,3,7,4,13.05
2016,3,7,5,13.05
2016,3,7,6,13.05
2016,3,7,7,13.05
2016,3,7,8,13.05
2016,3,7,9,13.05
2016,3,7,10,13.05
2016,3,7,11,13.05
2016,3,7,12,13.05
2016,3,7,13,13.05
2016,3,7,14,13.05
2016,3,7,15,13.05
2016,3,7,16,13.05
2016,3,7,17,13.05
2016,3,7,18,13.05
2016,3,7,19,13.05
2016,3,7,20,13.05
2016,3,7,21,13.05
2016,3,7,22,13.05
2016,3,7,23,13.05
2016,3,8,0,11.98
2016,3,8,1,11.98
2016,3,8,2,11.98
2016,3,8,3,11.98
2016,3,8,4,11.98
2016,3,8,5,11.98
2016,3,8,6,11.98
2016,3,8,7,11.98
2016,3,8,8,11.98
2016,3,8,9,11.98
2016,3,8,10,11.98
2016,3,8,11,11.98
2016,3,8,12,11.98
2016,3,8,13,11.98
2016,3,8,14,11.98
2016,3,8,15,11.98
2016,3,8,16,11.98
2016,3,8,17,11.98
2016,3,8,18,11.98
2016,3,8,19,11.98
2016,3,8,20,11.98
2016,3,8,21,11.98
2016,3,8,22,11.98
2016,3,8,23,11.98
2016,3,9,0,10.58
2016,3,9,1,10.58
2016,3,9,2,10.58
2016,3,9,3,10.58
2016,3,9,4,10.58
2016,3,9,5,10.58
2016,3,9,6,10.58
2016,3,9,7,10.58
2016,3,9,8,10.58
2016,3,9,9,10.58
2016,3,9,10,10.58
2016,3,9,11,10.58
2016,3,9,12,10.58
2016,3,9,13,10.58
2016,3,9,14,10.58
2016,3,9,15,10.58
2016,3,9,16,10.58
2016,3,9,17,10.58
2016,3,9,18,10.58
2016,3,9,19,10.58
2016,3,9,20,10.58
2016,3,9,21,10.58
2016,3,9,22,10.58
2016,3,9,23,10.58
2016,3,10,0,11.32
2016,3,10,1,11.32
2016,3,10,2,11.32
2016,3,10,3,11.32
2016,3,10,4,11.32
2016,3,10,5,11.32
2016,3,10,6,11.32
2016,3,10,7,11.32
2016,3,10,8,11.32
2016,3,10,9,11.32
2016,3,10,10,11.32
2016,3,10,11,11.32
2016,3,10,12,11.32
2016,3,10,13,11.32
2016,3,10,14,11.32
2016,3,10,15,11.32
2016,3,10,16,11.32
2016,3,10,17,11.32
2016,3,10,18,11.32
2016,3,10,19,11.32
2016,3,10,20,11.32
2016,3,10,21,11.32
2016,3,10,22,11.32
2016,3,10,23,11.32
2016,3,11,0,10.43
2016,3,11,1,10.43
2016,3,11,2,10.43
2016,3,11,3,10.43
2016,3,11,4,10.43
2016,3,11,5,10.43
2016,3,11,6,10.43
2016,3,11,7,10.43
2016,3,11,8,10.43
2016,3,11,9,10.43
2016,3,11,10,10.43
2016,3,11,11,10.43
2016,3,11,12,10.43
2016,3,11,13,10.43
2016,3,11,14,10.43
2016,3,11,15,10.43
2016,3,11,16,10.43
2016,3,11,17,10.43
2016,3,11,18,10.43
2016,3,11,19,10.43
2016,3,11,20,10.43
2016,3,11,21,10.43
2016,3,11,22,10.43
2016,3,11,23,10.43
2016,3,12,0,8.9
2016,3,12,1,8.9
2016,3,12,2,8.9
2016,3,12,3,8.9
2016,3,12,4,8.9
2016,3,12,5,8.9
2016,3,12,6,8.9
2016,3,12,7,8.9
2016,3,12,8,8.9
2016,3,12,9,8.9
2016,3,12,10,8.9
2016,3,12,11,8.9
2016,3,12,12,8.9
2016,3,12,13,8.9
2016,3,12,14,8.9
2016,3,12,15,8.9
2016,3,12,16,8.9
2016,3,12,17,8.9
2016,3,12,18,8.9
2016,3,12,19,8.9
2016,3,12,20,8.9
2016,3,12,21,8.9
2016,3,12,22,8.9
2016,3,12,23,8.9
2016,3,13,0,8.77
2016,3,13,1,8.77
2016,3,13,2,8.77
2016,3,13,3,8.77
2016,3,13,4,8.77
2016,3,13,5,8.77
2016,3,13,6,8.77
2016,3,13,7,8.77
2016,3,13,8,8.77
2016,3,13,9,8.77
2016,3,13,10,8.77
2016,3,13,11,8.77
2016,3,13,12,8.77
2016,3,13,13,8.77
2016,3,13,14,8.77
2016,3,13,15,8.77
2016,3,13,16,8.77
2016,3,13,17,8.77
2016,3,13,18,8.77
2016,3,13,19,8.77
2016,3,13,20,8.77
2016,3,13,21,8.77
2016,3,13,22,8.77
2016,3,13,23,8.77
2016,3,14,0,8.73
2016,3,14,1,8.73
2016,3,14,2,8.73
2016,3,14,3,8.73
2016,3,14,4,8.73
2016,3,14,5,8.73
2016,3,14,6,8.73
2016,3,14,7,8.73
2016,3,14,8,8.73
2016,3,14,9,8.73
2016,3,14,10,8.73
2016,3,14,11,8.73
2016,3,14,12,8.73
2016,3,14,13,8.73
2016,3,14,14,8.73
2016,3,14,15,8.73
2016,3,14,16,8.73
2016,3,14,17,8.73
2016,3,14,18,8.73
2016,3,14,19,8.73
2016,3,14,20,8.73
2016,3,14,21,8.73
2016,3,14,22,8.73
2016,3,14,23,8.73
2016,3,15,0,8.65
2016,3,15,1,8.65
2016,3,15,2,8.65
2016,3,15,3,8.65
2016,3,15,4,8.65
2016,3,15,5,8.65
2016,3,15,6,8.65
2016,3,15,7,8.65
2016,3,15,8,8.65
2016,3,15,9,8.65
2016,3,15,10,8.65
2016,3,15,11,8.65
2016,3,15,12,8.65
2016,3,15,13,8.65
2016,3,15,14,8.65
2016,3,15,15,8.65
2016,3,15,16,8.65
2016,3,15,17,8.65
2016,3,15,18,8.65
2016,3,15,19,8.65
2016,3,15,20,8.65
2016,3,15,21,8.65
2016,3,15,22,8.65
2016,3,15,23,8.65
2016,3,16,0,8.54
2016,3,16,1,8.54
2016,3,16,2,8.54
2016,3,16,3,8.54
2016,3,16,4,8.54
2016,3,16,5,8.54
2016,3,16,6,8.54
2016,3,16,7,8.54
2016,3,16,8,8.54
2016,3,16,9,8.54
2016,3,16,10,8.54
2016,3,16,11,8.54
2016,3,16,12,8.54
2016,3,16,13,8.54
2016,3,16,14,8.54
2016,3,16,15,8.54
2016,3,16,16,8.54
2016,3,16,17,8.54
2016,3,16,18,8.54
2016,3,16,19,8.54
2016,3,16,20,8.54
2016,3,16,21,8.54
2016,3,16,22,8.54
2016,3,16,23,8.54
2016,3,17,0,8.41
2016,3,17,1,8.41
2016,3,17,2,8.41
2016,3,17,3,8.41
2016,3,17,4,8.41
2016,3,17,5,8.41
2016,3,17,6,8.41
2016,3,17,7,8.41
2016,3,17,8,8.41
2016,3,17,9,8.41
2016,3,17,10,8.41
2016,3,17,11,8.41
2016,3,17,12,8.41
2016,3,17,13,8.41
2016,3,17,14,8.41
2016,3,17,15,8.41
2016,3,17,16,8.41
2016,3,17,17,8.41
2016,3,17,18,8.41
2016,3,17,19,8.41
2016,3,17,20,8.41
2016,3,17,21,8.41
2016,3,17,22,8.41
2016,3,17,23,8.41
2016,3,18,0,8.26
2016,3,18,1,8.26
2016,3,18,2,8.26
2016,3,18,3,8.26
2016,3,18,4,8.26
2016,3,18,5,8.26
2016,3,18,6,8.26
2016,3,18,7,8.26
2016,3,18,8,8.26
2016,3,18,9,8.26
2016,3,18,10,8.26
2016,3,18,11,8.26
2016,3,18,12,8.26
2016,3,18,13,8.26
2016,3,18,14,8.26
2016,3,18,15,8.26
2016,3,18,16,8.26
2016,3,18,17,8.26
2016,3,18,18,8.26
2016,3,18,19,8.26
2016,3,18,20,8.26
2016,3,18,21,8.26
2016,3,18,22,8.26
2016,3,18,23,8.26
2016,3,19,0,8.1
2016,3,19,1,8.1
2016,3,19,2,8.1
2016,3,19,3,8.1
2016,3,19,4,8.1
2016,3,19,5,8.1
2016,3,19,6,8.1
2016,3,19,7,8.1
2016,3,19,8,8.1
2016,3,19,9,8.1
2016,3,19,10,8.1
2016,3,19,11,8.1
2016,3,19,12,8.1
2016,3,19,13,8.1
2016,3,19,14,8.1
2016,3,19,15,8.1
2016,3,19,16,8.1
2016,3,19,17,8.1
2016,3,19,18,8.1
2016,3,19,19,8.1
2016,3,19,20,8.1
2016,3,19,21,8.1
2016,3,19,22,8.1
2016,3,19,23,8.1
2016,3,20,0,7.94
2016,3,20,1,7.94
2016,3,20,2,7.94
2016,3,20,3,7.94
2016,3,20,4,7.94
2016,3,20,5,7.94
2016,3,20,6,7.94
2016,3,20,7,7.94
2016,3,20,8,7.94
2016,3,20,9,7.94
2016,3,20,10,7.94
2016,3,20,11,7.94
2016,3,20,12,7.94
2016,3,20,13,7.94
2016,3,20,14,7.94
2016,3,20,15,7.94
2016,3,20,16,7.94
2016,3,20,17,7.94
2016,3,20,18,7.94
2016,3,20,19,7.94
2016,3,20,20,7.94
2016,3,20,21,7.94
2016,3,20,22,7.94
2016,3,20,23,7.94
2016,3,21,0,7.76
2016,3,21,1,7.76
2016,3,21,2,7.76
2016,3,21,3,7.76
2016,3,21,4,7.76
2016,3,21,5,7.76
2016,3,21,6,7.76
2016,3,21,7,7.76
2016,3,21,8,7.76
2016,3,21,9,7.76
2016,3,21,10,7.76
2016,3,21,11,7.76
2016,3,21,12,7.76
2016,3,21,13,7.76
2016,3,21,14,7.76
2016,3,21,15,7.76
2016,3,21,16,7.76
2016,3,21,17,7.76
2016,3,21,18,7.76
2016,3,21,19,7.76
2016,3,21,20,7.76
2016,3,21,21,7.76
2016,3,21,22,7.76
2016,3,21,23,7.76
2016,3,22,0,7.59
2016,3,22,1,7.59
2016,3,22,2,7.59
2016,3,22,3,7.59
2016,3,22,4,7.59
2016,3,22,5,7.59
2016,3,22,6,7.59
2016,3,22,7,7.59
2016,3,22,8,7.59
2016,3,22,9,7.59
2016,3,22,10,7.59
2016,3,22,11,7.59
2016,3,22,12,7.59
2016,3,22,13,7.59
2016,3,22,14,7.59
2016,3,22,15,7.59
2016,3,22,16,7.59
2016,3,22,17,7.59
2016,3,22,18,7.59
2016,3,22,19,7.59
2016,3,22,20,7.59
2016,3,22,21,7.59
2016,3,22,22,7.59
2016,3,22,23,7.59
2016,3,23,0,7.41
2016,3,23,1,7.41
2016,3,23,2,7.41
2016,3,23,3,7.41
2016,3,23,4,7.41
2016,3,23,5,7.41
2016,3,23,6,7.41
2016,3,23,7,7.41
2016,3,23,8,7.41
2016,3,23,9,7.41
2016,3,23,10,7.41
2016,3,23,11,7.41
2016,3,23,12,7.41
2016,3,23,13,7.41
2016,3,23,14,7.41
2016,3,23,15,7.41
2016,3,23,16,7.41
2016,3,23,17,7.41
2016,3,23,18,7.41
2016,3,23,19,7.41
2016,3,23,20,7.41
2016,3,23,21,7.41
2016,3,23,22,7.41
2016,3,23,23,7.41
2016,3,24,0,7.23
2016,3,24,1,7.23
2016,3,24,2,7.23
2016,3,24,3,7.23
2016,3,24,4,7.23
2016,3,24,5,7.23
2016,3,24,6,7.23
2016,3,24,7,7.23
2016,3,24,8,7.23
2016,3,24,9,7.23
2016,3,24,10,7.23
2016,3,24,11,7.23
2016,3,24,12,7.23
2016,3,24,13,7.23
2016,3,24,14,7.23
2016,3,24,15,7.23
2016,3,24,16,7.23
2016,3,24,17,7.23
2016,3,24,18,7.23
2016,3,24,19,7.23
2016,3,24,20,7.23
2016,3,24,21,7.23
2016,3,24,22,7.23
2016,3,24,23,7.23
2016,3,25,0,7.04
2016,3,25,1,7.04
2016,3,25,2,7.04
2016,3,25,3,7.04
2016,3,25,4,7.04
2016,3,25,5,7.04
2016,3,25,6,7.04
2016,3,25,7,7.04
2016,3,25,8,7.04
2016,3,25,9,7.04
2016,3,25,10,7.04
2016,3,25,11,7.04
2016,3,25,12,7.04
2016,3,25,13,7.04
2016,3,25,14,7.04
2016,3,25,15,7.04
2016,3,25,16,7.04
2016,3,25,17,7.04
2016,3,25,18,7.04
2016,3,25,19,7.04
2016,3,25,20,7.04
2016,3,25,21,7.04
2016,3,25,22,7.04
2016,3,25,23,7.04
2016,3,26,0,6.86
2016,3,26,1,6.86
2016,3,26,2,6.86
2016,3,26,3,6.86
2016,3,26,4,6.86
2016,3,26,5,6.86
2016,3,26,6,6.86
2016,3,26,7,6.86
2016,3,26,8,6.86
2016,3,26,9,6.86
2016,3,26,10,6.86
2016,3,26,11,6.86
2016,3,26,12,6.86
2016,3,26,13,6.86
2016,3,26,14,6.86
2016,3,26,15,6.86
2016,3,26,16,6.86
2016,3,26,17,6.86
2016,3,26,18,6.86
2016,3,26,19,6.86
2016,3,26,20,6.86
2016,3,26,21,6.86
2016,3,26,22,6.86
2016,3,26,23,6.86
2016,3,27,0,6.68
2016,3,27,1,6.68
2016,3,27,2,6.68
2016,3,27,3,6.68
2016,3,27,4,6.68
2016,3,27,5,6.68
2016,3,27,6,6.68
2016,3,27,7,6.68
2016,3,27,8,6.68
2016,3,27,9,6.68
2016,3,27,10,6.68
2016,3,27,11,6.68
2016,3,27,12,6.68
2016,3,27,13,6.68
2016,3,27,14,6.68
2016,3,27,15,6.68
2016,3,27,16,6.68
2016,3,27,17,6.68
2016,3,27,18,6.68
2016,3,27,19,6.68
2016,3,27,20,6.68
2016,3,27,21,6.68
2016,3,27,22,6.68
2016,3,27,23,6.68
2016,3,28,0,6.51
2016,3,28,1,6.51
2016,3,28,2,6.51
2016,3,28,3,6.51
2016,3,28,4,6.51
2016,3,28,5,6.51
2016,3,28,6,6.51
2016,3,28,7,6.51
2016,3,28,8,6.51
2016,3,28,9,6.51
2016,3,28,10,6.51
2016,3,28,11,6.51
2016,3,28,12,6.51
2016,3,28,13,6.51
2016,3,28,14,6.51
2016,3,28,15,6.51
2016,3,28,16,6.51
2016,3,28,17,6.51
2016,3,28,18,6.51
2016,3,28,19,6.51
2016,3,28,20,6.51
2016,3,28,21,6.51
2016,3,28,22,6.51
2016,3,28,23,6.51
2016,3,29,0,6.33
2016,3,29,1,6.33
2016,3,29,2,6.33
2016,3,29,3,6.33
2016,3,29,4,6.33
2016,3,29,5,6.33
2016,3,29,6,6.33
2016,3,29,7,6.33
2016,3,29,8,6.33
2016,3,29,9,6.33
2016,3,29,10,6.33
2016,3,29,11,6.33
2016,3,29,12,6.33
2016,3,29,13,6.33
2016,3,29,14,6.33
2016,3,29,15,6.33
2016,3,29,16,6.33
2016,3,29,17,6.33
2016,3,29,18,6.33
2016,3,29,19,6.33
2016,3,29,20,6.33
2016,3,29,21,6.33
2016,3,29,22,6.33
2016,3,29,23,6.33
2016,3,30,0,6.16
2016,3,30,1,6.16
2016,3,30,2,6.16
2016,3,30,3,6.16
2016,3,30,4,6.16
2016,3,30,5,6.16
2016,3,30,6,6.16
2016,3,30,7,6.16
2016,3,30,8,6.16
2016,3,30,9,6.16
2016,3,30,10,6.16
2016,3,30,11,6.16
2016,3,30,12,6.16
2016,3,30,13,6.16
2016,3,30,14,6.16
2016,3,30,15,6.16
2016,3,30,16,6.16
2016,3,30,17,6.16
2016,3,30,18,6.16
2016,3,30,19,6.16
2016,3,30,20,6.16
2016,3,30,21,6.16
2016,3,30,22,6.16
2016,3,30,23,6.16
2016,3,31,0,6.01
2016,3,31,1,6.01
2016,3,31,2,6.01
2016,3,31,3,6.01
2016,3,31,4,6.01
2016,3,31,5,6.01
2016,3,31,6,6.01
2016,3,31,7,6.01
2016,3,31,8,6.01
2016,3,31,9,6.01
2016,3,31,10,6.01
2016,3,31,11,6.01
2016,3,31,12,6.01
2016,3,31,13,6.01
2016,3,31,14,6.01
2016,3,31,15,6.01
