kirirom1,kirirom2,kamchay,atay
86764.22784,81327.12336,1051285.91,1485109.296
85697.86522,80580.12192,1041682.723,1471015.296
84649.94467,79835.52672,1008329.04,1456386.48
83823.6384,79095.83558,1011629.952,1443161.059
82920.5303,78360.84288,997541.0496,1429747.373
81980.00064,77630.00256,993473.0784,1417594.954
81054.16416,76903.45632,1011209.875,1406661.725
80234.9496,76274.05824,1013128.128,1476567.446
80609.08579,75989.45146,1025855.28,1543692.211
79573.23619,76970.88288,1024044.422,1519513.69
78694.62682,75837.47472,1022738.659,1483994.131
77801.48928,74981.3544,984170.9952,1446349.824
76894.75238,74267.03808,933747.0048,1406050.877
76117.17312,73916.57894,920967.6672,1374370.848
75286.07078,73303.34544,928882.4256,1472433.12
74500.992,72872.77795,939369.1392,1610958.672
73774.86048,72390.8448,944216.9568,1876127.27
73036.02298,71802.87293,939313.8432,2275742.909
72366.57504,71190.57168,920004.6528,2304316.858
71743.02624,70901.04096,931394.9376,2219595.955
74297.67206,79190.29152,1256055.379,2284051.046
77798.89728,74523.3696,1229928.538,2260172.592
74550.68064,71012.68099,1148858.294,2149830.72
71353.54368,69917.7312,1113777.605,1984592.966
70104.90298,69184.152,1000278.547,1820651.904
69299.40096,68476.71398,922693.3344,1680807.715
68800.65437,67826.79936,896267.8944,1782723.427
68247.144,67631.49216,771581.376,1934722.714
67584.76099,67072.08672,692869.5072,1884670.243
66849.30691,66405.16512,697200.3072,1796072.141
66113.08992,65743.20893,714787.5456,1703522.016
65392.67808,65092.7232,703475.4096,1618175.232
64687.53312,64453.11696,673414.0934,1540517.27
63996.61824,63823.71888,649111.104,1467681.206
63318.92602,63203.78074,688125.4214,1403567.222
62653.54752,62592.66144,710746.8768,1344709.21
61999.6464,61989.80544,708512.5296,1295880.077
61356.4969,61394.69088,738830.8512,1261901.117
60743.01888,60807.12163,718725.312,1237957.171
60123.40992,60226.51104,798526.6848,1222184.246
59507.37792,59652.504,850875.6672,1211135.501
59071.23936,59133.89232,793314.1728,1198016.957
58623.696,58621.48848,746062.5312,1185841.814
58149.54662,58126.37242,688458.6749,1173070.944
57568.10832,57587.55264,682721.4211,1161262.051
56977.95744,57043.44,668921.0429,1150200.086
56497.64688,56711.05056,851406.0768,1142822.218
65139.67296,63418.86144,868692.4704,1477010.765
63085.82918,59595.88954,830333.6352,2044820.419
58125.99744,57250.22976,831770.2944,2237150.016
56213.77536,56797.95514,798696.3744,2139829.056
55829.03616,72660.98304,744027.0336,2311980.451
55565.84016,69652.90138,733300.56,2507870.851
57578.26896,67058.7552,706909.0752,2590382.074
63580.66704,68682.11616,693047.1456,2834694.835
85702.00637,96227.73216,775573.1856,3369052.915
109414.9901,100115.9309,827038.2528,4016572.358
116972.5104,135873.1152,889034.832,5070925.987
112044.4272,152091.216,881202.4128,5660611.344
103644.9043,138176.1504,825647.5584,5549844.73
91243.9728,121318.681,778308.6528,5062484.448
81302.26176,105989.6016,733108.752,4546610.525
75652.6608,92415.49632,648131.0947,4770102.701
70754.27328,81390.51936,618899.3222,4642487.482
67578.05376,76570.00416,638367.696,4604188.608
66590.20368,131993.2886,633091.5936,5880413.376
87549.09408,167151.3581,631568.0506,6453706.752
103239.2909,162214.4362,700099.2,6739345.67
139607.2973,177077.8886,825680.3904,7186851.36
202582.1318,213942.0038,1079195.789,7421436.864
263478.5539,239224.8384,1336268.016,7848500.832
304150.2048,226546.6925,1531548.432,8396818.042
342492.3216,255505.0176,1699193.722,8750069.28
314794.7712,234320.3942,1673843.789,8251077.312
282270.096,214055.7408,1532480.688,7517220.768
251049.024,191973.9744,1752401.693,6783441.984
300427.2374,204489.6278,1820603.347,6618660.422
278805.4042,192780.9936,2117631.082,7485777.216
249192.9792,172313.3952,2032934.717,7292095.546
225258.6499,152473.6656,1929368.678,6613590.816
276947.8128,163950.2899,1904284.944,7014543.322
287176.3459,166048.7213,1850170.896,7618118.688
311145.0883,224388.2909,1799272.31,9132616.858
284419.512,212606.2771,1735957.958,9170006.976
253928.0621,194218.7674,1595809.728,8504081.568
226819.9238,175517.0726,1470290.054,8139815.712
203533.6118,160574.8147,1292244.538,7518871.008
186214.2912,144103.3114,1155651.235,6895045.21
170479.1318,140096.5373,1056678.394,6254108.064
155214.576,127685.9462,1274816.102,5997041.28
168335.6256,140844.6576,1337774.573,6072655.104
162931.3315,169499.8397,1469739.168,6856269.408
150610.3114,171460.7136,1442190.096,7793743.104
142224.2496,175816.2845,1552054.435,7746603.264
137801.8656,178027.2086,1426654.166,7820661.888
167652.4176,187351.4534,1424725.632,8576786.304
207476.2944,209902.8125,1654425.475,8892633.6
214527.1219,195424.1597,2140938.432,8589940.704
240862.153,201378.4848,2198310.192,9333934.56
248547.2861,299064.3466,2229746.486,10028836.8
228796.4707,289579.3632,2217772.656,9717220.858
212561.496,266967.9821,2350879.286,9327561.35
238977.6826,302513.1322,3238692.509,10317945.02
323533.0339,348817.8298,3902415.581,10797764.83
329525.0381,394484.7226,4871056.608,11820552.48
347586.889,433462.8816,5114529.389,11361900.67
387051.9811,481591.8979,5543882.784,11521391.62
422218.4314,478236.0614,5488911.475,11810488.61
417631.7664,495136.8,5287699.008,11762515.87
437503.5936,512933.0141,5204996.064,12496044.1
459112.5101,561662.4672,5308441.229,13024402.56
503346.528,612329.5872,5550715.296,13344477.41
534621.4618,620688.2688,6011376.768,14960376.86
554599.6992,587001.2803,6701570.208,15336969.41
547361.6256,684541.3248,6988574.592,15454002.53
561164.9414,674513.568,7393002.106,15746740.42
603521.5651,673691.9386,7705192.262,15978876.48
569228.3424,616428.4032,7815480.912,15219316.8
572690.3645,674748.3168,7452660.96,14615040.38
538342.0358,626745.9888,6992259.552,13629527.42
584600.3712,566688.2083,6775549.344,12872749.82
557631.1642,511155.792,6536818.368,11977962.91
514915.488,501686.6976,6097106.304,11350792.22
463739.0918,473540.3424,5630051.75,10937884.9
440372.903,455678.352,5283877.277,10703953.44
448948.7424,424230.4541,5042159.366,10636012.8
525364.151,387887.737,4956347.664,10876175.42
530320.0896,401390.7005,4893691.68,11475656.64
545754.8448,421694.2944,4904726.342,11981583.94
545759.6832,424577.9808,5102048.131,13007043.07
607282.0128,450484.5542,5311454.083,13937329.15
579194.1504,413153.7408,5269992.624,13177995.84
567574.681,380985.3792,5397820.128,12134191.39
548249.8435,386444.425,5612259.744,11791763.14
531195.2957,387000.2362,6009538.176,12364456.03
573836.9702,435330.1757,6601792.032,12593168.93
628536.0326,495182.9117,7033855.104,13999951.87
642783.7728,540595.2355,7060979.866,15114256.99
625952.2493,539405.6544,7220022.912,15325959.46
613821.6288,568056.4992,6912178.848,16054669.15
629702.0352,570518.8992,6925805.856,16125064.42
623698.6176,597424.6022,6749199.936,17050251.17
607680.4464,585620.4701,6789937.018,16564006.66
632441.0534,617643.4118,6998804.698,17510479.78
618442.4736,614758.7664,6989978.592,17685780.19
593046.0835,606081.8304,6840134.208,17127262.08
602864.3203,560487.2198,6667740.288,16469956.8
626604.9408,530652.0038,6853991.558,17255858.11
624435.5664,488035.1779,6948424.944,17467399.87
629439.552,466594.4477,6771464.87,17009125.63
642939.6816,460407.9744,6869977.632,16327441.73
678109.104,510834.0384,6938411.616,16710380.35
684496.0166,507742.8797,7137134.208,16597349.28
723861.5328,566580.096,8024309.28,17200160.35
780644.8224,629899.7184,9126278.208,17739506.3
791629.4592,668123.3117,14267026.37,19844495.42
993211.3728,915914.9088,20210446.08,24419113.63
1148137.027,1062584.179,21780621.79,26760499.2
1065339.043,967395.96,20320505.86,26371604.16
966498.048,863880.4224,18119198.88,23827658.11
922991.5008,783375.4944,16620006.82,21637984.9
956999.0592,749401.9776,16119471.74,20531391.84
1001507.674,732097.6128,15937726.75,20266756.42
916699.3344,709246.9728,14747361.98,20784532.61
887306.2272,694582.3008,13850769.31,19770894.72
812509.92,642195.5616,12700266.05,18241355.52
745049.8368,585639.7027,11548977.41,16824231.36
682631.7725,530079.8976,10777167.07,15834337.06
629323.6896,503772.3072,10228173.7,15367773.6
666861.552,532937.3875,10062500.83,16048048.32
685817.0554,585699.4051,11897769.02,17038780.7
749265.8976,613382.9328,12441340.8,17822109.02
747380.2176,603424.08,12883285.44,18644588.64
746167.5936,643176.3744,12430810.37,20121906.82
689133.5107,607217.7312,12129237.22,19256790.53
724381.4016,639353.9088,11556995.33,19038101.76
729405.0432,615093.1344,11336325.41,18326359.3
720705.7728,597532.032,10760028.77,17697673.15
723813.84,589125.4502,10208494.37,16947256.32
696314.7936,555117.4598,9708165.792,16109277.41
683642.9203,507774.2688,9165659.328,15178486.75
664985.7821,474136.1568,8627680.224,14182962.62
611966.1456,430577.0352,8624055.744,13392298.08
702340.5024,541687.703,9155443.392,15106317.7
715925.7792,549271.5235,9530444.448,15290859.46
851273.28,620337.191,10480386.53,15707765.38
852845.0688,666562.8672,11571485.47,16457969.66
881239.4784,693378.6624,12486149.57,17524923.26
882520.1856,721752.8976,14011024.9,19504097.57
902349.1584,780831.1872,13988528.93,22546581.12
863444.1024,759980.3616,13011389.86,21871125.79
792937.9008,703084.4928,11850285.31,20408672.74
721963.4976,651815.1302,10898211.74,21084142.75
875206.3824,995610.6144,15388150.18,27623980.8
1392379.805,1535691.917,19486262.88,36122276.16
1474265.75,1626150.816,20626533.79,41052655.87
1362806.899,1471733.021,18866857.82,38702113.63
1266754.464,1396065.11,17724687.84,35887361.47
1168480.512,1412279.107,20579254.85,35302112.06
1190506.896,1679510.419,20584215.94,38130607.87
1218539.808,1688334.019,19958467.39,42401949.12
1123674.077,1633597.891,18318168.58,41288492.45
1083544.906,1502823.888,16623690.05,37995728.83
987707.4336,1409818.09,14933789.86,34268856.19
915889.4208,1275606.922,13589644.32,31529737.73
839822.1696,1196643.802,12257455.68,29132917.92
804190.2048,1091985.667,11328933.89,26701249.54
739148.544,983199.0816,10392321.6,23976564.19
713524.2048,917461.9008,9554740.992,22615476.48
