kirirom1,kirirom2,kamchay,atay
729909.1872,874162.7136,9154550.016,22020006.82
755521.776,847927.6992,8662001.76,21460218.62
716397.6096,826529.2704,8343478.656,20259106.56
703577.8368,818907.84,8029295.424,20141741.66
684787.4957,847197.2736,7467863.04,20096549.28
636998.8262,798408.6624,6978201.408,18686412.29
651871.9814,798847.4016,6771925.728,18495669.6
635186.8282,800374.4352,6588893.376,18276617.95
651901.4784,771086.6496,6370260.768,17155300.61
675773.7552,854101.6704,6486728.832,17514491.33
670597.4016,832202.4672,6627653.626,17639900.06
697523.0976,810034.8192,6668023.68,17729832.1
758673.4752,862507.008,6928089.926,17903318.98
787054.2336,855872.0064,7247257.056,18384245.57
770417.568,832305.24,7172159.904,18428685.41
762938.5248,765988.6176,6966540.518,17471226.53
739903.68,694903.2768,6777614.304,16439542.27
726666.4224,633693.6288,6715235.232,15545652.19
700757.8272,609205.1299,6431609.952,15129255.17
690989.8752,559904.1408,6278307.494,14811458.69
662385.5136,527209.6464,6104671.488,14374715.33
713038.032,596244.8448,6338106.144,14727938.4
698813.4816,566736.1344,7043970.816,15421370.11
803640.96,618692.6016,8294440.176,17039988.58
885223.2096,696656.3328,8101482.624,19529635.68
997513.8336,694005.3216,7936087.104,20606876.93
1017604.598,726159.6,9754354.368,20893494.24
1012986.95,745848.3456,11084090.98,21101350.18
1090020.24,862003.5552,11495864.74,23668519.68
1099628.266,869239.0368,12396026.59,25409320.7
1147210.128,895894.3872,13096047.17,27877576.9
1100830.349,885842.0928,13356261.5,28751350.46
1128946.896,958429.8432,12913983.36,29615392.8
1101021.725,946464.7392,12584922.91,30682428.48
1217321.914,994579.8624,12943215.94,31756397.76
1337045.789,1161499.565,14113573.92,33799584.96
1388135.491,1144452.499,16371310.46,33705769.25
1394165.952,1205094.672,17022444.19,35256921.41
1326000.413,1186708.147,16346208.67,34384473.22
1209467.203,1102812.71,14655660.48,31807336.61
1094539.478,995636.7936,13227471.07,28916917.92
1001264.803,895322.6784,11847648.38,26574952.61
945089.7696,884523.3696,11241744.19,25310918.02
872007.6384,815961.168,10756038.82,23473722.24
795455.5104,751261.0464,9852148.368,22032355.97
791970.9984,743452.7328,9484860.672,21107344.61
762733.4976,734987.6928,9965215.296,20532276.58
760763.7504,856284.8256,10299884.83,22549667.33
778623.4944,940909.2192,10448476.42,26183906.21
748273.248,881044.2144,10144190.74,27904953.6
726630.1344,820650.096,9513506.592,26680063.39
816082.9056,829644.5088,8999888.4,26467188.48
867852.576,901905.0624,8826163.488,26692459.2
1049309.597,958144.2048,9356027.04,25327294.27
1114528.162,884145.9744,9619291.296,23548896.29
1073680.445,861785.3088,9406798.704,22822287.84
1038127.19,884474.208,9172349.28,22546484.35
1046465.741,840150.3168,9626398.56,23020994.88
1294558.934,1038669.35,11481596.64,24236647.2
1311758.928,1216537.315,12460924.22,25051823.42
1308086.15,1222442.064,12256961.47,24986752.13
1212343.286,1148410.31,11595998.02,23295697.63
1135745.885,1033321.882,10783484.29,21489789.02
1054081.296,962088.5376,10236830.11,19796374.08
1045885.478,881290.2816,9890055.936,18313518.53
1043514.144,824790.5568,9425855.52,17988666.62
1024866.086,781598.4192,8906483.952,17306002.08
1040307.926,779791.104,8824798.368,16935305.47
1118546.669,775771.6032,9625700.448,17807599.87
1101217.939,708446.0448,10202623.49,17536398.91
1050890.285,712225.9584,9906665.818,18101241.5
1015588.368,695997.792,10177656.48,18640933.06
1184040.461,811529.1072,10724067.36,19404689.18
1210338.288,859199.0112,10873835.37,19821777.41
1175932.944,829278.6048,10394739.07,19100253.6
1132508.606,779766.3072,9996599.232,18942507.94
1071376.934,747675.7056,9834978.096,18314164.8
1081747.354,798401.1456,9887248.368,18905292.86
1047316.522,769296.0096,10467324.58,20054353.25
1224742.723,1196569.93,13592702.88,22925481.41
1560080.218,1799836.934,17886825.22,31222290.24
1630391.674,1808342.496,19715635.01,33254568.58
1628233.92,1752355.21,19151205.41,33851310.91
1536543.734,1645920.605,18481660.7,32210352
1542425.069,1606634.611,18498095.71,29972058.91
1504746.893,1759196.448,18174464.64,31968440.64
1402508.563,1644554.448,16995006.14,30102463.3
1401584.256,1580767.747,16204918.75,29499092.35
1430450.496,1491360.768,15851349.22,28324710.72
1434734.726,1482027.926,16727399.42,27865207.87
1401031.728,1451568.211,16706140.7,26860319.71
1320283.757,1392468.97,15665395.68,25185441.89
1298395.786,1307233.21,14659162.27,25665021.5
1279391.933,1234253.03,13756535.42,25121776.32
1199027.405,1141503.235,13766473.15,24484913.28
1301288.112,1205719.949,14900249.38,26169241.54
1325048.544,1158428.39,17253275.62,24774617.66
1260400.608,1150814.65,18374641.34,25279108.99
1320838.358,1124243.798,22670947.87,24961875.84
1274916.672,1065248.15,21563776.8,22828515.55
1150746.48,974880.3168,19431734.11,21509003.52
1029374.611,872732.3184,17013840.48,19374515.71
934018.128,794625.0336,15380525.38,17576314.85
843360.0768,725018.9472,13781157.7,15827671.3
761676.8256,658508.1926,12362439.46,14257666.66
685669.2768,592758.7258,11194922.3,12852321.41
616914.6106,533165.328,10092882.1,11561023.3
555168.0125,479525.8234,9054077.184,10423105.92
499458.1392,431244.432,8107862.4,9393882.336
454335.7824,387817.0272,7343592.624,8524707.494
436237.2893,363505.2768,6795350.928,8137801.728
408061.1088,328401.5875,6339231.504,7521625.44
376613.496,295300.4947,5785548.25,6823888.762
340712.6371,265419.4867,6469637.702,6216675.264
350526.096,248486.4864,6467872.378,5687333.136
345955.4237,225755.7523,6129760.32,5218491.571
340797.1104,204107.9904,5783681.664,4753633.824
311589.7459,183535.2,5319109.123,4299516.634
306299.111,168904.0512,4887191.462,4105695.773
281405.0074,152170.4534,4494291.264,3819191.04
254571.0941,136564.3152,4181235.725,3453185.606
238264.416,122680.7165,4015124.122,3121097.789
233277.1488,117829.607,3919709.837,2882869.056
288112.8528,128031.84,4230916.416,2782171.325
314408.52,123557.8579,4653066.989,3035585.722
304243.4822,112925.785,4598863.776,2960318.88
276809.2704,101413.9613,4361050.368,2756810.938
252528.6931,92674.26432,4025838.24,2521617.264
231244.4333,89856.07776,3744988.992,2332086.768
210360.1795,88894.05696,3469282.445,2210992.33
189625.009,88036.90848,3192289.056,2095380.49
171038.4768,87226.6752,2863826.496,2018414.765
153655.0387,86408.19936,2602118.909,1927229.933
137791.9037,85598.95968,2352451.766,1839173.645
134563.3517,85029.64416,2682358.243,1770246.662
212355.6653,108062.5709,3531750.336,1803402.749
209742.3418,102042.2534,3671078.976,1822557.715
191295.3456,91151.86176,3410043.322,1771697.059
172050.3504,85685.96966,3084826.81,1727754.106
161119.3162,84421.45123,2914902.72,1691444.333
158793.0998,83752.32384,2788477.402,1661530.493
162404.8358,83318.07226,2605053.917,1647010.886
150415.3152,82655.22096,2362937.702,1630019.03
136654.3008,81951.07824,2129665.046,1594454.112
122585.7542,81251.54496,1940057.568,1559406.211
112605.6816,80560.8288,1764521.885,1536620.026
101194.5917,79875.10656,1664278.877,1519967.808
97162.8912,79210.66205,1556968.867,1506835.699
145881.0778,80460.18144,1570787.942,1571491.93
151233.5232,79122.14784,1677903.034,1627664.458
137040.3446,78283.52093,1636647.725,1592903.923
122393.5488,77642.29728,1515842.813,1531788.451
109122.12,77008.1472,1363765.939,1483234.589
98232.08256,76376.76192,1489803.149,1457499.485
92891.18016,75785.70816,1324103.76,1441052.035
79801.87504,64454.06252,1225305.965,1428785.827
