year,month,day,hour,Node1,Node2
2016,3,27,22,433.7,63.1
2016,3,27,23,411.1,59.7
2016,3,28,0,432.5,62.9
2016,3,28,1,420.6,61.2
2016,3,28,2,404.5,58.8
2016,3,28,3,395.4,57.4
2016,3,28,4,393.5,57.2
2016,3,28,5,403.9,58.7
2016,3,28,6,484,70.4
2016,3,28,7,577.3,83.9
2016,3,28,8,624.7,90.8
2016,3,28,9,625.6,90.9
2016,3,28,10,596.3,86.7
2016,3,28,11,572.4,83.2
2016,3,28,12,622.9,90.5
2016,3,28,13,645.9,93.9
2016,3,28,14,619.3,90
2016,3,28,15,588.1,85.5
2016,3,28,16,534.5,77.7
2016,3,28,17,514.7,74.8
2016,3,28,18,547.2,79.6
2016,3,28,19,549.2,79.8
2016,3,28,20,561,81.5
2016,3,28,21,523.8,76.1
2016,3,28,22,481.8,70.1
2016,3,28,23,456.8,66.4
2016,3,29,0,432.5,62.9
2016,3,29,1,420.6,61.2
2016,3,29,2,404.5,58.8
2016,3,29,3,395.4,57.4
2016,3,29,4,393.5,57.2
2016,3,29,5,403.9,58.7
2016,3,29,6,484,70.4
2016,3,29,7,577.3,83.9
2016,3,29,8,624.7,90.8
2016,3,29,9,625.6,90.9
2016,3,29,10,596.3,86.7
2016,3,29,11,572.4,83.2
2016,3,29,12,622.9,90.5
2016,3,29,13,645.9,93.9
2016,3,29,14,619.3,90
2016,3,29,15,588.1,85.5
2016,3,29,16,534.5,77.7
2016,3,29,17,514.7,74.8
2016,3,29,18,547.2,79.6
2016,3,29,19,549.2,79.8
2016,3,29,20,561,81.5
2016,3,29,21,523.8,76.1
2016,3,29,22,481.8,70.1
2016,3,29,23,456.8,66.4
2016,3,30,0,432.5,62.9
2016,3,30,1,420.6,61.2
2016,3,30,2,404.5,58.8
2016,3,30,3,395.4,57.4
2016,3,30,4,393.5,57.2
2016,3,30,5,403.9,58.7
2016,3,30,6,484,70.4
2016,3,30,7,577.3,83.9
2016,3,30,8,624.7,90.8
2016,3,30,9,625.6,90.9
2016,3,30,10,596.3,86.7
2016,3,30,11,572.4,83.2
2016,3,30,12,622.9,90.5
2016,3,30,13,645.9,93.9
2016,3,30,14,619.3,90
2016,3,30,15,588.1,85.5
2016,3,30,16,534.5,77.7
2016,3,30,17,514.7,74.8
2016,3,30,18,547.2,79.6
2016,3,30,19,549.2,79.8
2016,3,30,20,561,81.5
2016,3,30,21,523.8,76.1
2016,3,30,22,481.8,70.1
2016,3,30,23,456.8,66.4
2016,3,31,0,432.5,62.9
2016,3,31,1,420.6,61.2
2016,3,31,2,404.5,58.8
2016,3,31,3,395.4,57.4
2016,3,31,4,393.5,57.2
2016,3,31,5,403.9,58.7
2016,3,31,6,484,70.4
2016,3,31,7,577.3,83.9
2016,3,31,8,624.7,90.8
2016,3,31,9,625.6,90.9
2016,3,31,10,596.3,86.7
2016,3,31,11,572.4,83.2
2016,3,31,12,622.9,90.5
2016,3,31,13,645.9,93.9
2016,3,31,14,619.3,90
2016,3,31,15,588.1,85.5
2016,3,31,16,534.5,77.7
2016,3,31,17,514.7,74.8
2016,3,31,18,547.2,79.6
2016,3,31,19,549.2,79.8
2016,3,31,20,561,81.5
2016,3,31,21,523.8,76.1
2016,3,31,22,481.8,70.1
2016,3,31,23,456.8,66.4
2016,4,1,0,466.8,67.9
2016,4,1,1,454,66
2016,4,1,2,436.5,63.5
2016,4,1,3,426.7,62
2016,4,1,4,424.7,61.7
2016,4,1,5,436,63.4
2016,4,1,6,522.4,75.9
2016,4,1,7,623.1,90.5
2016,4,1,8,674.3,98
2016,4,1,9,675.2,98.1
2016,4,1,10,643.7,93.5
2016,4,1,11,617.9,89.8
2016,4,1,12,672.2,97.7
2016,4,1,13,697.2,101.4
2016,4,1,14,668.5,97.2
2016,4,1,15,634.8,92.3
2016,4,1,16,576.9,83.8
2016,4,1,17,555.5,80.7
2016,4,1,18,590.6,85.8
2016,4,1,19,592.8,86.1
2016,4,1,20,605.5,88
2016,4,1,21,565.4,82.2
2016,4,1,22,520,75.6
2016,4,1,23,493,71.6
2016,4,2,0,420.1,61.1
2016,4,2,1,408.6,59.4
2016,4,2,2,392.9,57.1
2016,4,2,3,384,55.9
2016,4,2,4,382.2,55.5
2016,4,2,5,392.3,57
2016,4,2,6,470.1,68.3
2016,4,2,7,560.8,81.5
2016,4,2,8,606.9,88.2
2016,4,2,9,607.7,88.3
2016,4,2,10,579.3,84.1
2016,4,2,11,556,80.8
2016,4,2,12,605,87.9
2016,4,2,13,627.5,91.1
2016,4,2,14,601.7,87.5
2016,4,2,15,571.3,83
2016,4,2,16,519.3,75.5
2016,4,2,17,500,72.7
2016,4,2,18,531.5,77.3
2016,4,2,19,533.5,77.6
2016,4,2,20,545,79.2
2016,4,2,21,508.9,73.9
2016,4,2,22,468,68.1
2016,4,2,23,443.7,64.5
2016,4,3,0,420.1,61.1
2016,4,3,1,408.6,59.4
2016,4,3,2,392.9,57.1
2016,4,3,3,384,55.9
2016,4,3,4,382.2,55.5
2016,4,3,5,392.3,57
2016,4,3,6,470.1,68.3
2016,4,3,7,560.8,81.5
2016,4,3,8,606.9,88.2
2016,4,3,9,607.7,88.3
2016,4,3,10,579.3,84.1
2016,4,3,11,556,80.8
2016,4,3,12,605,87.9
2016,4,3,13,627.5,91.1
2016,4,3,14,601.7,87.5
2016,4,3,15,571.3,83
2016,4,3,16,519.3,75.5
2016,4,3,17,500,72.7
2016,4,3,18,531.5,77.3
2016,4,3,19,533.5,77.6
2016,4,3,20,545,79.2
2016,4,3,21,508.9,73.9
2016,4,3,22,468,68.1
2016,4,3,23,443.7,64.5
2016,4,4,0,466.8,67.9
2016,4,4,1,454,66
2016,4,4,2,436.5,63.5
2016,4,4,3,426.7,62
2016,4,4,4,424.7,61.7
2016,4,4,5,436,63.4
2016,4,4,6,522.4,75.9
2016,4,4,7,623.1,90.5
2016,4,4,8,674.3,98
2016,4,4,9,675.2,98.1
2016,4,4,10,643.7,93.5
2016,4,4,11,617.9,89.8
2016,4,4,12,672.2,97.7
2016,4,4,13,697.2,101.4
2016,4,4,14,668.5,97.2
2016,4,4,15,634.8,92.3
2016,4,4,16,576.9,83.8
2016,4,4,17,555.5,80.7
2016,4,4,18,590.6,85.8
2016,4,4,19,592.8,86.1
2016,4,4,20,605.5,88
2016,4,4,21,565.4,82.2
2016,4,4,22,520,75.6
2016,4,4,23,493,71.6
2016,4,5,0,466.8,67.9
2016,4,5,1,454,66
2016,4,5,2,436.5,63.5
2016,4,5,3,426.7,62
2016,4,5,4,424.7,61.7
2016,4,5,5,436,63.4
2016,4,5,6,522.4,75.9
2016,4,5,7,623.1,90.5
2016,4,5,8,674.3,98
2016,4,5,9,675.2,98.1
2016,4,5,10,643.7,93.5
2016,4,5,11,617.9,89.8
2016,4,5,12,672.2,97.7
2016,4,5,13,697.2,101.4
2016,4,5,14,668.5,97.2
2016,4,5,15,634.8,92.3
2016,4,5,16,576.9,83.8
2016,4,5,17,555.5,80.7
2016,4,5,18,590.6,85.8
2016,4,5,19,592.8,86.1
2016,4,5,20,605.5,88
2016,4,5,21,565.4,82.2
2016,4,5,22,520,75.6
2016,4,5,23,493,71.6
2016,4,6,0,466.8,67.9
2016,4,6,1,454,66
2016,4,6,2,436.5,63.5
2016,4,6,3,426.7,62
2016,4,6,4,424.7,61.7
2016,4,6,5,436,63.4
2016,4,6,6,522.4,75.9
2016,4,6,7,623.1,90.5
2016,4,6,8,674.3,98
2016,4,6,9,675.2,98.1
2016,4,6,10,643.7,93.5
2016,4,6,11,617.9,89.8
2016,4,6,12,672.2,97.7
2016,4,6,13,697.2,101.4
2016,4,6,14,668.5,97.2
2016,4,6,15,634.8,92.3
2016,4,6,16,576.9,83.8
2016,4,6,17,555.5,80.7
2016,4,6,18,590.6,85.8
2016,4,6,19,592.8,86.1
2016,4,6,20,605.5,88
2016,4,6,21,565.4,82.2
2016,4,6,22,520,75.6
2016,4,6,23,493,71.6
2016,4,7,0,466.8,67.9
2016,4,7,1,454,66
2016,4,7,2,436.5,63.5
2016,4,7,3,426.7,62
2016,4,7,4,424.7,61.7
2016,4,7,5,436,63.4
2016,4,7,6,522.4,75.9
2016,4,7,7,623.1,90.5
2016,4,7,8,674.3,98
2016,4,7,9,675.2,98.1
2016,4,7,10,643.7,93.5
2016,4,7,11,617.9,89.8
2016,4,7,12,672.2,97.7
2016,4,7,13,697.2,101.4
2016,4,7,14,668.5,97.2
2016,4,7,15,634.8,92.3
2016,4,7,16,576.9,83.8
2016,4,7,17,555.5,80.7
2016,4,7,18,590.6,85.8
2016,4,7,19,592.8,86.1
2016,4,7,20,605.5,88
2016,4,7,21,565.4,82.2
2016,4,7,22,520,75.6
2016,4,7,23,493,71.6
2016,4,8,0,466.8,67.9
2016,4,8,1,454,66
2016,4,8,2,436.5,63.5
2016,4,8,3,426.7,62
2016,4,8,4,424.7,61.7
2016,4,8,5,436,63.4
2016,4,8,6,522.4,75.9
2016,4,8,7,623.1,90.5
2016,4,8,8,674.3,98
2016,4,8,9,675.2,98.1
2016,4,8,10,643.7,93.5
2016,4,8,11,617.9,89.8
2016,4,8,12,672.2,97.7
2016,4,8,13,697.2,101.4
2016,4,8,14,668.5,97.2
2016,4,8,15,634.8,92.3
2016,4,8,16,576.9,83.8
2016,4,8,17,555.5,80.7
2016,4,8,18,590.6,85.8
2016,4,8,19,592.8,86.1
2016,4,8,20,605.5,88
2016,4,8,21,565.4,82.2
2016,4,8,22,520,75.6
2016,4,8,23,493,71.6
2016,4,9,0,420.1,61.1
2016,4,9,1,408.6,59.4
2016,4,9,2,392.9,57.1
2016,4,9,3,384,55.9
2016,4,9,4,382.2,55.5
2016,4,9,5,392.3,57
2016,4,9,6,470.1,68.3
2016,4,9,7,560.8,81.5
2016,4,9,8,606.9,88.2
2016,4,9,9,607.7,88.3
2016,4,9,10,579.3,84.1
2016,4,9,11,556,80.8
2016,4,9,12,605,87.9
2016,4,9,13,627.5,91.1
2016,4,9,14,601.7,87.5
2016,4,9,15,571.3,83
2016,4,9,16,519.3,75.5
2016,4,9,17,500,72.7
2016,4,9,18,531.5,77.3
2016,4,9,19,533.5,77.6
2016,4,9,20,545,79.2
2016,4,9,21,508.9,73.9
2016,4,9,22,468,68.1
2016,4,9,23,443.7,64.5
2016,4,10,0,420.1,61.1
2016,4,10,1,408.6,59.4
2016,4,10,2,392.9,57.1
2016,4,10,3,384,55.9
2016,4,10,4,382.2,55.5
2016,4,10,5,392.3,57
2016,4,10,6,470.1,68.3
2016,4,10,7,560.8,81.5
2016,4,10,8,606.9,88.2
2016,4,10,9,607.7,88.3
2016,4,10,10,579.3,84.1
2016,4,10,11,556,80.8
2016,4,10,12,605,87.9
2016,4,10,13,627.5,91.1
2016,4,10,14,601.7,87.5
2016,4,10,15,571.3,83
2016,4,10,16,519.3,75.5
2016,4,10,17,500,72.7
2016,4,10,18,531.5,77.3
2016,4,10,19,533.5,77.6
2016,4,10,20,545,79.2
2016,4,10,21,508.9,73.9
2016,4,10,22,468,68.1
2016,4,10,23,443.7,64.5
2016,4,11,0,466.8,67.9
2016,4,11,1,454,66
2016,4,11,2,436.5,63.5
2016,4,11,3,426.7,62
2016,4,11,4,424.7,61.7
2016,4,11,5,436,63.4
2016,4,11,6,522.4,75.9
2016,4,11,7,623.1,90.5
2016,4,11,8,674.3,98
2016,4,11,9,675.2,98.1
2016,4,11,10,643.7,93.5
2016,4,11,11,617.9,89.8
2016,4,11,12,672.2,97.7
2016,4,11,13,697.2,101.4
2016,4,11,14,668.5,97.2
2016,4,11,15,634.8,92.3
2016,4,11,16,576.9,83.8
2016,4,11,17,555.5,80.7
2016,4,11,18,590.6,85.8
2016,4,11,19,592.8,86.1
2016,4,11,20,605.5,88
2016,4,11,21,565.4,82.2
2016,4,11,22,520,75.6
2016,4,11,23,493,71.6
2016,4,12,0,466.8,67.9
2016,4,12,1,454,66
2016,4,12,2,436.5,63.5
2016,4,12,3,426.7,62
2016,4,12,4,424.7,61.7
2016,4,12,5,436,63.4
2016,4,12,6,522.4,75.9
2016,4,12,7,623.1,90.5
2016,4,12,8,674.3,98
2016,4,12,9,675.2,98.1
2016,4,12,10,643.7,93.5
2016,4,12,11,617.9,89.8
2016,4,12,12,672.2,97.7
2016,4,12,13,697.2,101.4
2016,4,12,14,668.5,97.2
2016,4,12,15,634.8,92.3
2016,4,12,16,576.9,83.8
2016,4,12,17,555.5,80.7
2016,4,12,18,590.6,85.8
2016,4,12,19,592.8,86.1
2016,4,12,20,605.5,88
2016,4,12,21,565.4,82.2
2016,4,12,22,520,75.6
2016,4,12,23,493,71.6
2016,4,13,0,466.8,67.9
2016,4,13,1,454,66
2016,4,13,2,436.5,63.5
2016,4,13,3,426.7,62
2016,4,13,4,424.7,61.7
2016,4,13,5,436,63.4
2016,4,13,6,522.4,75.9
2016,4,13,7,623.1,90.5
2016,4,13,8,674.3,98
2016,4,13,9,675.2,98.1
2016,4,13,10,643.7,93.5
2016,4,13,11,617.9,89.8
2016,4,13,12,672.2,97.7
2016,4,13,13,697.2,101.4
2016,4,13,14,668.5,97.2
2016,4,13,15,634.8,92.3
2016,4,13,16,576.9,83.8
2016,4,13,17,555.5,80.7
2016,4,13,18,590.6,85.8
2016,4,13,19,592.8,86.1
2016,4,13,20,605.5,88
2016,4,13,21,565.4,82.2
2016,4,13,22,520,75.6
2016,4,13,23,493,71.6
2016,4,14,0,466.8,67.9
2016,4,14,1,454,66
2016,4,14,2,436.5,63.5
2016,4,14,3,426.7,62
2016,4,14,4,424.7,61.7
2016,4,14,5,436,63.4
2016,4,14,6,522.4,75.9
2016,4,14,7,623.1,90.5
2016,4,14,8,674.3,98
2016,4,14,9,675.2,98.1
2016,4,14,10,643.7,93.5
2016,4,14,11,617.9,89.8
2016,4,14,12,672.2,97.7
2016,4,14,13,697.2,101.4
2016,4,14,14,668.5,97.2
2016,4,14,15,634.8,92.3
2016,4,14,16,576.9,83.8
2016,4,14,17,555.5,80.7
2016,4,14,18,590.6,85.8
2016,4,14,19,592.8,86.1
2016,4,14,20,605.5,88
2016,4,14,21,565.4,82.2
2016,4,14,22,520,75.6
2016,4,14,23,493,71.6
2016,4,15,0,466.8,67.9
2016,4,15,1,454,66
2016,4,15,2,436.5,63.5
2016,4,15,3,426.7,62
2016,4,15,4,424.7,61.7
2016,4,15,5,436,63.4
2016,4,15,6,522.4,75.9
2016,4,15,7,623.1,90.5
2016,4,15,8,674.3,98
2016,4,15,9,675.2,98.1
2016,4,15,10,643.7,93.5
2016,4,15,11,617.9,89.8
2016,4,15,12,672.2,97.7
2016,4,15,13,697.2,101.4
2016,4,15,14,668.5,97.2
2016,4,15,15,634.8,92.3
2016,4,15,16,576.9,83.8
2016,4,15,17,555.5,80.7
2016,4,15,18,590.6,85.8
2016,4,15,19,592.8,86.1
2016,4,15,20,605.5,88
2016,4,15,21,565.4,82.2
2016,4,15,22,520,75.6
2016,4,15,23,493,71.6
2016,4,16,0,420.1,61.1
2016,4,16,1,408.6,59.4
2016,4,16,2,392.9,57.1
2016,4,16,3,384,55.9
2016,4,16,4,382.2,55.5
2016,4,16,5,392.3,57
2016,4,16,6,470.1,68.3
2016,4,16,7,560.8,81.5
2016,4,16,8,606.9,88.2
2016,4,16,9,607.7,88.3
2016,4,16,10,579.3,84.1
2016,4,16,11,556,80.8
2016,4,16,12,605,87.9
2016,4,16,13,627.5,91.1
2016,4,16,14,601.7,87.5
2016,4,16,15,571.3,83
2016,4,16,16,519.3,75.5
2016,4,16,17,500,72.7
2016,4,16,18,531.5,77.3
2016,4,16,19,533.5,77.6
2016,4,16,20,545,79.2
2016,4,16,21,508.9,73.9
2016,4,16,22,468,68.1
2016,4,16,23,443.7,64.5
2016,4,17,0,420.1,61.1
2016,4,17,1,408.6,59.4
2016,4,17,2,392.9,57.1
2016,4,17,3,384,55.9
2016,4,17,4,382.2,55.5
2016,4,17,5,392.3,57
2016,4,17,6,470.1,68.3
2016,4,17,7,560.8,81.5
2016,4,17,8,606.9,88.2
2016,4,17,9,607.7,88.3
2016,4,17,10,579.3,84.1
2016,4,17,11,556,80.8
2016,4,17,12,605,87.9
2016,4,17,13,627.5,91.1
2016,4,17,14,601.7,87.5
2016,4,17,15,571.3,83
2016,4,17,16,519.3,75.5
2016,4,17,17,500,72.7
2016,4,17,18,531.5,77.3
2016,4,17,19,533.5,77.6
2016,4,17,20,545,79.2
2016,4,17,21,508.9,73.9
2016,4,17,22,468,68.1
2016,4,17,23,443.7,64.5
2016,4,18,0,466.8,67.9
2016,4,18,1,454,66
2016,4,18,2,436.5,63.5
2016,4,18,3,426.7,62
2016,4,18,4,424.7,61.7
2016,4,18,5,436,63.4
2016,4,18,6,522.4,75.9
2016,4,18,7,623.1,90.5
2016,4,18,8,674.3,98
2016,4,18,9,675.2,98.1
2016,4,18,10,643.7,93.5
2016,4,18,11,617.9,89.8
2016,4,18,12,672.2,97.7
2016,4,18,13,697.2,101.4
2016,4,18,14,668.5,97.2
2016,4,18,15,634.8,92.3
2016,4,18,16,576.9,83.8
2016,4,18,17,555.5,80.7
2016,4,18,18,590.6,85.8
2016,4,18,19,592.8,86.1
2016,4,18,20,605.5,88
2016,4,18,21,565.4,82.2
2016,4,18,22,520,75.6
2016,4,18,23,493,71.6
2016,4,19,0,466.8,67.9
2016,4,19,1,454,66
2016,4,19,2,436.5,63.5
2016,4,19,3,426.7,62
2016,4,19,4,424.7,61.7
2016,4,19,5,436,63.4
2016,4,19,6,522.4,75.9
2016,4,19,7,623.1,90.5
2016,4,19,8,674.3,98
2016,4,19,9,675.2,98.1
2016,4,19,10,643.7,93.5
2016,4,19,11,617.9,89.8
2016,4,19,12,672.2,97.7
2016,4,19,13,697.2,101.4
2016,4,19,14,668.5,97.2
2016,4,19,15,634.8,92.3
2016,4,19,16,576.9,83.8
2016,4,19,17,555.5,80.7
2016,4,19,18,590.6,85.8
2016,4,19,19,592.8,86.1
2016,4,19,20,605.5,88
2016,4,19,21,565.4,82.2
2016,4,19,22,520,75.6
2016,4,19,23,493,71.6
2016,4,20,0,466.8,67.9
2016,4,20,1,454,66
2016,4,20,2,436.5,63.5
2016,4,20,3,426.7,62
2016,4,20,4,424.7,61.7
2016,4,20,5,436,63.4
2016,4,20,6,522.4,75.9
2016,4,20,7,623.1,90.5
2016,4,20,8,674.3,98
2016,4,20,9,675.2,98.1
2016,4,20,10,643.7,93.5
2016,4,20,11,617.9,89.8
2016,4,20,12,672.2,97.7
2016,4,20,13,697.2,101.4
2016,4,20,14,668.5,97.2
2016,4,20,15,634.8,92.3
2016,4,20,16,576.9,83.8
2016,4,20,17,555.5,80.7
2016,4,20,18,590.6,85.8
2016,4,20,19,592.8,86.1
2016,4,20,20,605.5,88
2016,4,20,21,565.4,82.2
2016,4,20,22,520,75.6
2016,4,20,23,493,71.6
2016,4,21,0,466.8,67.9
2016,4,21,1,454,66
2016,4,21,2,436.5,63.5
2016,4,21,3,426.7,62
2016,4,21,4,424.7,61.7
2016,4,21,5,436,63.4
2016,4,21,6,522.4,75.9
2016,4,21,7,623.1,90.5
2016,4,21,8,674.3,98
2016,4,21,9,675.2,98.1
2016,4,21,10,643.7,93.5
2016,4,21,11,617.9,89.8
2016,4,21,12,672.2,97.7
2016,4,21,13,697.2,101.4
2016,4,21,14,668.5,97.2
2016,4,21,15,634.8,92.3
2016,4,21,16,576.9,83.8
2016,4,21,17,555.5,80.7
2016,4,21,18,590.6,85.8
2016,4,21,19,592.8,86.1
2016,4,21,20,605.5,88
2016,4,21,21,565.4,82.2
2016,4,21,22,520,75.6
2016,4,21,23,493,71.6
2016,4,22,0,466.8,67.9
2016,4,22,1,454,66
2016,4,22,2,436.5,63.5
2016,4,22,3,426.7,62
2016,4,22,4,424.7,61.7
2016,4,22,5,436,63.4
2016,4,22,6,522.4,75.9
2016,4,22,7,623.1,90.5
2016,4,22,8,674.3,98
2016,4,22,9,675.2,98.1
2016,4,22,10,643.7,93.5
2016,4,22,11,617.9,89.8
2016,4,22,12,672.2,97.7
2016,4,22,13,697.2,101.4
2016,4,22,14,668.5,97.2
2016,4,22,15,634.8,92.3
2016,4,22,16,576.9,83.8
2016,4,22,17,555.5,80.7
2016,4,22,18,590.6,85.8
2016,4,22,19,592.8,86.1
2016,4,22,20,605.5,88
2016,4,22,21,565.4,82.2
2016,4,22,22,520,75.6
2016,4,22,23,493,71.6
2016,4,23,0,420.1,61.1
2016,4,23,1,408.6,59.4
2016,4,23,2,392.9,57.1
2016,4,23,3,384,55.9
2016,4,23,4,382.2,55.5
2016,4,23,5,392.3,57
2016,4,23,6,470.1,68.3
2016,4,23,7,560.8,81.5
2016,4,23,8,606.9,88.2
2016,4,23,9,607.7,88.3
2016,4,23,10,579.3,84.1
2016,4,23,11,556,80.8
2016,4,23,12,605,87.9
2016,4,23,13,627.5,91.1
2016,4,23,14,601.7,87.5
2016,4,23,15,571.3,83
2016,4,23,16,519.3,75.5
2016,4,23,17,500,72.7
2016,4,23,18,531.5,77.3
2016,4,23,19,533.5,77.6
2016,4,23,20,545,79.2
2016,4,23,21,508.9,73.9
2016,4,23,22,468,68.1
2016,4,23,23,443.7,64.5
2016,4,24,0,420.1,61.1
2016,4,24,1,408.6,59.4
2016,4,24,2,392.9,57.1
2016,4,24,3,384,55.9
2016,4,24,4,382.2,55.5
2016,4,24,5,392.3,57
2016,4,24,6,470.1,68.3
2016,4,24,7,560.8,81.5
2016,4,24,8,606.9,88.2
2016,4,24,9,607.7,88.3
2016,4,24,10,579.3,84.1
2016,4,24,11,556,80.8
2016,4,24,12,605,87.9
2016,4,24,13,627.5,91.1
2016,4,24,14,601.7,87.5
2016,4,24,15,571.3,83
2016,4,24,16,519.3,75.5
2016,4,24,17,500,72.7
2016,4,24,18,531.5,77.3
2016,4,24,19,533.5,77.6
2016,4,24,20,545,79.2
2016,4,24,21,508.9,73.9
2016,4,24,22,468,68.1
2016,4,24,23,443.7,64.5
2016,4,25,0,466.8,67.9
2016,4,25,1,454,66
2016,4,25,2,436.5,63.5
2016,4,25,3,426.7,62
2016,4,25,4,424.7,61.7
2016,4,25,5,436,63.4
2016,4,25,6,522.4,75.9
2016,4,25,7,623.1,90.5
2016,4,25,8,674.3,98
2016,4,25,9,675.2,98.1
2016,4,25,10,643.7,93.5
2016,4,25,11,617.9,89.8
2016,4,25,12,672.2,97.7
2016,4,25,13,697.2,101.4
2016,4,25,14,668.5,97.2
2016,4,25,15,634.8,92.3
2016,4,25,16,576.9,83.8
2016,4,25,17,555.5,80.7
2016,4,25,18,590.6,85.8
2016,4,25,19,592.8,86.1
2016,4,25,20,605.5,88
2016,4,25,21,565.4,82.2
2016,4,25,22,520,75.6
2016,4,25,23,493,71.6
2016,4,26,0,466.8,67.9
2016,4,26,1,454,66
2016,4,26,2,436.5,63.5
2016,4,26,3,426.7,62
2016,4,26,4,424.7,61.7
2016,4,26,5,436,63.4
2016,4,26,6,522.4,75.9
2016,4,26,7,623.1,90.5
2016,4,26,8,674.3,98
2016,4,26,9,675.2,98.1
2016,4,26,10,643.7,93.5
2016,4,26,11,617.9,89.8
2016,4,26,12,672.2,97.7
2016,4,26,13,697.2,101.4
2016,4,26,14,668.5,97.2
2016,4,26,15,634.8,92.3
2016,4,26,16,576.9,83.8
2016,4,26,17,555.5,80.7
2016,4,26,18,590.6,85.8
2016,4,26,19,592.8,86.1
2016,4,26,20,605.5,88
2016,4,26,21,565.4,82.2
2016,4,26,22,520,75.6
2016,4,26,23,493,71.6
2016,4,27,0,466.8,67.9
2016,4,27,1,454,66
2016,4,27,2,436.5,63.5
2016,4,27,3,426.7,62
2016,4,27,4,424.7,61.7
2016,4,27,5,436,63.4
2016,4,27,6,522.4,75.9
2016,4,27,7,623.1,90.5
2016,4,27,8,674.3,98
2016,4,27,9,675.2,98.1
2016,4,27,10,643.7,93.5
2016,4,27,11,617.9,89.8
2016,4,27,12,672.2,97.7
2016,4,27,13,697.2,101.4
2016,4,27,14,668.5,97.2
2016,4,27,15,634.8,92.3
2016,4,27,16,576.9,83.8
2016,4,27,17,555.5,80.7
2016,4,27,18,590.6,85.8
2016,4,27,19,592.8,86.1
2016,4,27,20,605.5,88
2016,4,27,21,565.4,82.2
2016,4,27,22,520,75.6
2016,4,27,23,493,71.6
2016,4,28,0,466.8,67.9
2016,4,28,1,454,66
2016,4,28,2,436.5,63.5
2016,4,28,3,426.7,62
2016,4,28,4,424.7,61.7
2016,4,28,5,436,63.4
2016,4,28,6,522.4,75.9
2016,4,28,7,623.1,90.5
2016,4,28,8,674.3,98
2016,4,28,9,675.2,98.1
2016,4,28,10,643.7,93.5
2016,4,28,11,617.9,89.8
2016,4,28,12,672.2,97.7
2016,4,28,13,697.2,101.4
2016,4,28,14,668.5,97.2
2016,4,28,15,634.8,92.3
2016,4,28,16,576.9,83.8
2016,4,28,17,555.5,80.7
2016,4,28,18,590.6,85.8
2016,4,28,19,592.8,86.1
2016,4,28,20,605.5,88
2016,4,28,21,565.4,82.2
2016,4,28,22,520,75.6
2016,4,28,23,493,71.6
2016,4,29,0,466.8,67.9
2016,4,29,1,454,66
2016,4,29,2,436.5,63.5
2016,4,29,3,426.7,62
2016,4,29,4,424.7,61.7
2016,4,29,5,436,63.4
2016,4,29,6,522.4,75.9
2016,4,29,7,623.1,90.5
2016,4,29,8,674.3,98
2016,4,29,9,675.2,98.1
2016,4,29,10,643.7,93.5
2016,4,29,11,617.9,89.8
2016,4,29,12,672.2,97.7
2016,4,29,13,697.2,101.4
2016,4,29,14,668.5,97.2
2016,4,29,15,634.8,92.3
2016,4,29,16,576.9,83.8
2016,4,29,17,555.5,80.7
2016,4,29,18,590.6,85.8
2016,4,29,19,592.8,86.1
2016,4,29,20,605.5,88
2016,4,29,21,565.4,82.2
2016,4,29,22,520,75.6
2016,4,29,23,493,71.6
2016,4,30,0,420.1,61.1
2016,4,30,1,408.6,59.4
2016,4,30,2,392.9,57.1
2016,4,30,3,384,55.9
2016,4,30,4,382.2,55.5
2016,4,30,5,392.3,57
2016,4,30,6,470.1,68.3
2016,4,30,7,560.8,81.5
2016,4,30,8,606.9,88.2
2016,4,30,9,607.7,88.3
2016,4,30,10,579.3,84.1
2016,4,30,11,556,80.8
2016,4,30,12,605,87.9
2016,4,30,13,627.5,91.1
2016,4,30,14,601.7,87.5
2016,4,30,15,571.3,83
2016,4,30,16,519.3,75.5
2016,4,30,17,500,72.7
2016,4,30,18,531.5,77.3
2016,4,30,19,533.5,77.6
2016,4,30,20,545,79.2
2016,4,30,21,508.9,73.9
2016,4,30,22,468,68.1
2016,4,30,23,443.7,64.5
2016,5,1,0,423.2,61.5
2016,5,1,1,411.6,59.8
2016,5,1,2,395.7,57.5
2016,5,1,3,386.8,56.2
2016,5,1,4,385,56
2016,5,1,5,395.3,57.4
2016,5,1,6,473.6,68.8
2016,5,1,7,564.9,82.1
2016,5,1,8,611.4,88.8
2016,5,1,9,612.1,89
2016,5,1,10,583.6,84.8
2016,5,1,11,560.1,81.4
2016,5,1,12,609.5,88.5
2016,5,1,13,632.1,91.9
2016,5,1,14,606.1,88.1
2016,5,1,15,575.5,83.6
2016,5,1,16,523.1,76
2016,5,1,17,503.6,73.2
2016,5,1,18,535.5,77.8
2016,5,1,19,537.4,78.1
2016,5,1,20,548.9,79.8
2016,5,1,21,512.6,74.5
2016,5,1,22,471.5,68.5
2016,5,1,23,446.9,64.9
2016,5,2,0,470.2,68.4
2016,5,2,1,457.4,66.5
2016,5,2,2,439.7,63.9
2016,5,2,3,429.8,62.4
2016,5,2,4,427.8,62.2
2016,5,2,5,439.1,63.8
2016,5,2,6,526.2,76.5
2016,5,2,7,627.7,91.2
2016,5,2,8,679.3,98.8
2016,5,2,9,680.2,98.9
