Year,Month,Day,Hour,Chaiyaphum1,NakhonRatchasima2
2016,3,30,15,31,60.4
2016,3,30,16,31,60.4
2016,3,30,17,31,60.4
2016,3,30,18,31,60.4
2016,3,30,19,31,60.4
2016,3,30,20,31,60.4
2016,3,30,21,31,60.4
2016,3,30,22,31,60.4
2016,3,30,23,31,60.4
2016,3,31,0,26.6,35.3
2016,3,31,1,26.6,35.3
2016,3,31,2,26.6,35.3
2016,3,31,3,26.6,35.3
2016,3,31,4,26.6,35.3
2016,3,31,5,26.6,35.3
2016,3,31,6,26.6,35.3
2016,3,31,7,26.6,35.3
2016,3,31,8,26.6,35.3
2016,3,31,9,26.6,35.3
2016,3,31,10,26.6,35.3
2016,3,31,11,26.6,35.3
2016,3,31,12,26.6,35.3
2016,3,31,13,26.6,35.3
2016,3,31,14,26.6,35.3
2016,3,31,15,26.6,35.3
2016,3,31,16,26.6,35.3
2016,3,31,17,26.6,35.3
2016,3,31,18,26.6,35.3
2016,3,31,19,26.6,35.3
2016,3,31,20,26.6,35.3
2016,3,31,21,26.6,35.3
2016,3,31,22,26.6,35.3
2016,3,31,23,26.6,35.3
2016,4,1,0,17.4,22.8
2016,4,1,1,17.4,22.8
2016,4,1,2,17.4,22.8
2016,4,1,3,17.4,22.8
2016,4,1,4,17.4,22.8
2016,4,1,5,17.4,22.8
2016,4,1,6,17.4,22.8
2016,4,1,7,17.4,22.8
2016,4,1,8,17.4,22.8
2016,4,1,9,17.4,22.8
2016,4,1,10,17.4,22.8
2016,4,1,11,17.4,22.8
2016,4,1,12,17.4,22.8
2016,4,1,13,17.4,22.8
2016,4,1,14,17.4,22.8
2016,4,1,15,17.4,22.8
2016,4,1,16,17.4,22.8
2016,4,1,17,17.4,22.8
2016,4,1,18,17.4,22.8
2016,4,1,19,17.4,22.8
2016,4,1,20,17.4,22.8
2016,4,1,21,17.4,22.8
2016,4,1,22,17.4,22.8
2016,4,1,23,17.4,22.8
2016,4,2,0,17.5,28.2
2016,4,2,1,17.5,28.2
2016,4,2,2,17.5,28.2
2016,4,2,3,17.5,28.2
2016,4,2,4,17.5,28.2
2016,4,2,5,17.5,28.2
2016,4,2,6,17.5,28.2
2016,4,2,7,17.5,28.2
2016,4,2,8,17.5,28.2
2016,4,2,9,17.5,28.2
2016,4,2,10,17.5,28.2
2016,4,2,11,17.5,28.2
2016,4,2,12,17.5,28.2
2016,4,2,13,17.5,28.2
2016,4,2,14,17.5,28.2
2016,4,2,15,17.5,28.2
2016,4,2,16,17.5,28.2
2016,4,2,17,17.5,28.2
2016,4,2,18,17.5,28.2
2016,4,2,19,17.5,28.2
2016,4,2,20,17.5,28.2
2016,4,2,21,17.5,28.2
2016,4,2,22,17.5,28.2
2016,4,2,23,17.5,28.2
2016,4,3,0,17.2,42.4
2016,4,3,1,17.2,42.4
2016,4,3,2,17.2,42.4
2016,4,3,3,17.2,42.4
2016,4,3,4,17.2,42.4
2016,4,3,5,17.2,42.4
2016,4,3,6,17.2,42.4
2016,4,3,7,17.2,42.4
2016,4,3,8,17.2,42.4
2016,4,3,9,17.2,42.4
2016,4,3,10,17.2,42.4
2016,4,3,11,17.2,42.4
2016,4,3,12,17.2,42.4
2016,4,3,13,17.2,42.4
2016,4,3,14,17.2,42.4
2016,4,3,15,17.2,42.4
2016,4,3,16,17.2,42.4
2016,4,3,17,17.2,42.4
2016,4,3,18,17.2,42.4
2016,4,3,19,17.2,42.4
2016,4,3,20,17.2,42.4
2016,4,3,21,17.2,42.4
2016,4,3,22,17.2,42.4
2016,4,3,23,17.2,42.4
2016,4,4,0,20.2,51
2016,4,4,1,20.2,51
2016,4,4,2,20.2,51
2016,4,4,3,20.2,51
2016,4,4,4,20.2,51
2016,4,4,5,20.2,51
2016,4,4,6,20.2,51
2016,4,4,7,20.2,51
2016,4,4,8,20.2,51
2016,4,4,9,20.2,51
2016,4,4,10,20.2,51
2016,4,4,11,20.2,51
2016,4,4,12,20.2,51
2016,4,4,13,20.2,51
2016,4,4,14,20.2,51
2016,4,4,15,20.2,51
2016,4,4,16,20.2,51
2016,4,4,17,20.2,51
2016,4,4,18,20.2,51
2016,4,4,19,20.2,51
2016,4,4,20,20.2,51
2016,4,4,21,20.2,51
2016,4,4,22,20.2,51
2016,4,4,23,20.2,51
2016,4,5,0,17.9,43.2
2016,4,5,1,17.9,43.2
2016,4,5,2,17.9,43.2
2016,4,5,3,17.9,43.2
2016,4,5,4,17.9,43.2
2016,4,5,5,17.9,43.2
2016,4,5,6,17.9,43.2
2016,4,5,7,17.9,43.2
2016,4,5,8,17.9,43.2
2016,4,5,9,17.9,43.2
2016,4,5,10,17.9,43.2
2016,4,5,11,17.9,43.2
2016,4,5,12,17.9,43.2
2016,4,5,13,17.9,43.2
2016,4,5,14,17.9,43.2
2016,4,5,15,17.9,43.2
2016,4,5,16,17.9,43.2
2016,4,5,17,17.9,43.2
2016,4,5,18,17.9,43.2
2016,4,5,19,17.9,43.2
2016,4,5,20,17.9,43.2
2016,4,5,21,17.9,43.2
2016,4,5,22,17.9,43.2
2016,4,5,23,17.9,43.2
2016,4,6,0,20.7,57.3
2016,4,6,1,20.7,57.3
2016,4,6,2,20.7,57.3
2016,4,6,3,20.7,57.3
2016,4,6,4,20.7,57.3
2016,4,6,5,20.7,57.3
2016,4,6,6,20.7,57.3
2016,4,6,7,20.7,57.3
2016,4,6,8,20.7,57.3
2016,4,6,9,20.7,57.3
2016,4,6,10,20.7,57.3
2016,4,6,11,20.7,57.3
2016,4,6,12,20.7,57.3
2016,4,6,13,20.7,57.3
2016,4,6,14,20.7,57.3
2016,4,6,15,20.7,57.3
2016,4,6,16,20.7,57.3
2016,4,6,17,20.7,57.3
2016,4,6,18,20.7,57.3
2016,4,6,19,20.7,57.3
2016,4,6,20,20.7,57.3
2016,4,6,21,20.7,57.3
2016,4,6,22,20.7,57.3
2016,4,6,23,20.7,57.3
2016,4,7,0,27.5,64.3
2016,4,7,1,27.5,64.3
2016,4,7,2,27.5,64.3
2016,4,7,3,27.5,64.3
2016,4,7,4,27.5,64.3
2016,4,7,5,27.5,64.3
2016,4,7,6,27.5,64.3
2016,4,7,7,27.5,64.3
2016,4,7,8,27.5,64.3
2016,4,7,9,27.5,64.3
2016,4,7,10,27.5,64.3
2016,4,7,11,27.5,64.3
2016,4,7,12,27.5,64.3
2016,4,7,13,27.5,64.3
2016,4,7,14,27.5,64.3
2016,4,7,15,27.5,64.3
2016,4,7,16,27.5,64.3
2016,4,7,17,27.5,64.3
2016,4,7,18,27.5,64.3
2016,4,7,19,27.5,64.3
2016,4,7,20,27.5,64.3
2016,4,7,21,27.5,64.3
2016,4,7,22,27.5,64.3
2016,4,7,23,27.5,64.3
2016,4,8,0,25.1,40
2016,4,8,1,25.1,40
2016,4,8,2,25.1,40
2016,4,8,3,25.1,40
2016,4,8,4,25.1,40
2016,4,8,5,25.1,40
2016,4,8,6,25.1,40
2016,4,8,7,25.1,40
2016,4,8,8,25.1,40
2016,4,8,9,25.1,40
2016,4,8,10,25.1,40
2016,4,8,11,25.1,40
2016,4,8,12,25.1,40
2016,4,8,13,25.1,40
2016,4,8,14,25.1,40
2016,4,8,15,25.1,40
2016,4,8,16,25.1,40
2016,4,8,17,25.1,40
2016,4,8,18,25.1,40
2016,4,8,19,25.1,40
2016,4,8,20,25.1,40
2016,4,8,21,25.1,40
2016,4,8,22,25.1,40
2016,4,8,23,25.1,40
2016,4,9,0,26.9,27.5
2016,4,9,1,26.9,27.5
2016,4,9,2,26.9,27.5
2016,4,9,3,26.9,27.5
2016,4,9,4,26.9,27.5
2016,4,9,5,26.9,27.5
2016,4,9,6,26.9,27.5
2016,4,9,7,26.9,27.5
2016,4,9,8,26.9,27.5
2016,4,9,9,26.9,27.5
2016,4,9,10,26.9,27.5
2016,4,9,11,26.9,27.5
2016,4,9,12,26.9,27.5
2016,4,9,13,26.9,27.5
2016,4,9,14,26.9,27.5
2016,4,9,15,26.9,27.5
2016,4,9,16,26.9,27.5
2016,4,9,17,26.9,27.5
2016,4,9,18,26.9,27.5
2016,4,9,19,26.9,27.5
2016,4,9,20,26.9,27.5
2016,4,9,21,26.9,27.5
2016,4,9,22,26.9,27.5
2016,4,9,23,26.9,27.5
2016,4,10,0,30.5,46.3
2016,4,10,1,30.5,46.3
2016,4,10,2,30.5,46.3
2016,4,10,3,30.5,46.3
2016,4,10,4,30.5,46.3
2016,4,10,5,30.5,46.3
2016,4,10,6,30.5,46.3
2016,4,10,7,30.5,46.3
2016,4,10,8,30.5,46.3
2016,4,10,9,30.5,46.3
2016,4,10,10,30.5,46.3
2016,4,10,11,30.5,46.3
2016,4,10,12,30.5,46.3
2016,4,10,13,30.5,46.3
2016,4,10,14,30.5,46.3
2016,4,10,15,30.5,46.3
2016,4,10,16,30.5,46.3
2016,4,10,17,30.5,46.3
2016,4,10,18,30.5,46.3
2016,4,10,19,30.5,46.3
2016,4,10,20,30.5,46.3
2016,4,10,21,30.5,46.3
2016,4,10,22,30.5,46.3
2016,4,10,23,30.5,46.3
2016,4,11,0,33.9,65.9
2016,4,11,1,33.9,65.9
2016,4,11,2,33.9,65.9
2016,4,11,3,33.9,65.9
2016,4,11,4,33.9,65.9
2016,4,11,5,33.9,65.9
2016,4,11,6,33.9,65.9
2016,4,11,7,33.9,65.9
2016,4,11,8,33.9,65.9
2016,4,11,9,33.9,65.9
2016,4,11,10,33.9,65.9
2016,4,11,11,33.9,65.9
2016,4,11,12,33.9,65.9
2016,4,11,13,33.9,65.9
2016,4,11,14,33.9,65.9
2016,4,11,15,33.9,65.9
2016,4,11,16,33.9,65.9
2016,4,11,17,33.9,65.9
2016,4,11,18,33.9,65.9
2016,4,11,19,33.9,65.9
2016,4,11,20,33.9,65.9
2016,4,11,21,33.9,65.9
2016,4,11,22,33.9,65.9
2016,4,11,23,33.9,65.9
2016,4,12,0,34.2,69.8
2016,4,12,1,34.2,69.8
2016,4,12,2,34.2,69.8
2016,4,12,3,34.2,69.8
2016,4,12,4,34.2,69.8
2016,4,12,5,34.2,69.8
2016,4,12,6,34.2,69.8
2016,4,12,7,34.2,69.8
2016,4,12,8,34.2,69.8
2016,4,12,9,34.2,69.8
2016,4,12,10,34.2,69.8
2016,4,12,11,34.2,69.8
2016,4,12,12,34.2,69.8
2016,4,12,13,34.2,69.8
2016,4,12,14,34.2,69.8
2016,4,12,15,34.2,69.8
2016,4,12,16,34.2,69.8
2016,4,12,17,34.2,69.8
2016,4,12,18,34.2,69.8
2016,4,12,19,34.2,69.8
2016,4,12,20,34.2,69.8
2016,4,12,21,34.2,69.8
2016,4,12,22,34.2,69.8
2016,4,12,23,34.2,69.8
2016,4,13,0,28.5,69
2016,4,13,1,28.5,69
2016,4,13,2,28.5,69
2016,4,13,3,28.5,69
2016,4,13,4,28.5,69
2016,4,13,5,28.5,69
2016,4,13,6,28.5,69
2016,4,13,7,28.5,69
2016,4,13,8,28.5,69
2016,4,13,9,28.5,69
2016,4,13,10,28.5,69
2016,4,13,11,28.5,69
2016,4,13,12,28.5,69
2016,4,13,13,28.5,69
2016,4,13,14,28.5,69
2016,4,13,15,28.5,69
2016,4,13,16,28.5,69
2016,4,13,17,28.5,69
2016,4,13,18,28.5,69
2016,4,13,19,28.5,69
2016,4,13,20,28.5,69
2016,4,13,21,28.5,69
2016,4,13,22,28.5,69
2016,4,13,23,28.5,69
2016,4,14,0,30.8,73
2016,4,14,1,30.8,73
2016,4,14,2,30.8,73
2016,4,14,3,30.8,73
2016,4,14,4,30.8,73
2016,4,14,5,30.8,73
2016,4,14,6,30.8,73
2016,4,14,7,30.8,73
2016,4,14,8,30.8,73
2016,4,14,9,30.8,73
2016,4,14,10,30.8,73
2016,4,14,11,30.8,73
2016,4,14,12,30.8,73
2016,4,14,13,30.8,73
2016,4,14,14,30.8,73
2016,4,14,15,30.8,73
2016,4,14,16,30.8,73
2016,4,14,17,30.8,73
2016,4,14,18,30.8,73
2016,4,14,19,30.8,73
2016,4,14,20,30.8,73
2016,4,14,21,30.8,73
2016,4,14,22,30.8,73
2016,4,14,23,30.8,73
2016,4,15,0,31.9,53.4
2016,4,15,1,31.9,53.4
2016,4,15,2,31.9,53.4
2016,4,15,3,31.9,53.4
2016,4,15,4,31.9,53.4
2016,4,15,5,31.9,53.4
2016,4,15,6,31.9,53.4
2016,4,15,7,31.9,53.4
2016,4,15,8,31.9,53.4
2016,4,15,9,31.9,53.4
2016,4,15,10,31.9,53.4
2016,4,15,11,31.9,53.4
2016,4,15,12,31.9,53.4
2016,4,15,13,31.9,53.4
2016,4,15,14,31.9,53.4
2016,4,15,15,31.9,53.4
2016,4,15,16,31.9,53.4
2016,4,15,17,31.9,53.4
2016,4,15,18,31.9,53.4
2016,4,15,19,31.9,53.4
2016,4,15,20,31.9,53.4
2016,4,15,21,31.9,53.4
2016,4,15,22,31.9,53.4
2016,4,15,23,31.9,53.4
2016,4,16,0,32.7,51.8
2016,4,16,1,32.7,51.8
2016,4,16,2,32.7,51.8
2016,4,16,3,32.7,51.8
2016,4,16,4,32.7,51.8
2016,4,16,5,32.7,51.8
2016,4,16,6,32.7,51.8
2016,4,16,7,32.7,51.8
2016,4,16,8,32.7,51.8
2016,4,16,9,32.7,51.8
2016,4,16,10,32.7,51.8
2016,4,16,11,32.7,51.8
2016,4,16,12,32.7,51.8
2016,4,16,13,32.7,51.8
2016,4,16,14,32.7,51.8
2016,4,16,15,32.7,51.8
2016,4,16,16,32.7,51.8
2016,4,16,17,32.7,51.8
2016,4,16,18,32.7,51.8
2016,4,16,19,32.7,51.8
2016,4,16,20,32.7,51.8
2016,4,16,21,32.7,51.8
2016,4,16,22,32.7,51.8
2016,4,16,23,32.7,51.8
2016,4,17,0,26.4,45.5
2016,4,17,1,26.4,45.5
2016,4,17,2,26.4,45.5
2016,4,17,3,26.4,45.5
2016,4,17,4,26.4,45.5
2016,4,17,5,26.4,45.5
2016,4,17,6,26.4,45.5
2016,4,17,7,26.4,45.5
2016,4,17,8,26.4,45.5
2016,4,17,9,26.4,45.5
2016,4,17,10,26.4,45.5
2016,4,17,11,26.4,45.5
2016,4,17,12,26.4,45.5
2016,4,17,13,26.4,45.5
2016,4,17,14,26.4,45.5
2016,4,17,15,26.4,45.5
2016,4,17,16,26.4,45.5
2016,4,17,17,26.4,45.5
2016,4,17,18,26.4,45.5
2016,4,17,19,26.4,45.5
2016,4,17,20,26.4,45.5
2016,4,17,21,26.4,45.5
2016,4,17,22,26.4,45.5
2016,4,17,23,26.4,45.5
2016,4,18,0,27.2,34.5
2016,4,18,1,27.2,34.5
2016,4,18,2,27.2,34.5
2016,4,18,3,27.2,34.5
2016,4,18,4,27.2,34.5
2016,4,18,5,27.2,34.5
2016,4,18,6,27.2,34.5
2016,4,18,7,27.2,34.5
2016,4,18,8,27.2,34.5
2016,4,18,9,27.2,34.5
2016,4,18,10,27.2,34.5
2016,4,18,11,27.2,34.5
2016,4,18,12,27.2,34.5
2016,4,18,13,27.2,34.5
2016,4,18,14,27.2,34.5
2016,4,18,15,27.2,34.5
2016,4,18,16,27.2,34.5
2016,4,18,17,27.2,34.5
2016,4,18,18,27.2,34.5
2016,4,18,19,27.2,34.5
2016,4,18,20,27.2,34.5
2016,4,18,21,27.2,34.5
2016,4,18,22,27.2,34.5
2016,4,18,23,27.2,34.5
2016,4,19,0,34.6,65.1
2016,4,19,1,34.6,65.1
2016,4,19,2,34.6,65.1
2016,4,19,3,34.6,65.1
2016,4,19,4,34.6,65.1
2016,4,19,5,34.6,65.1
2016,4,19,6,34.6,65.1
2016,4,19,7,34.6,65.1
2016,4,19,8,34.6,65.1
2016,4,19,9,34.6,65.1
2016,4,19,10,34.6,65.1
2016,4,19,11,34.6,65.1
2016,4,19,12,34.6,65.1
2016,4,19,13,34.6,65.1
2016,4,19,14,34.6,65.1
2016,4,19,15,34.6,65.1
2016,4,19,16,34.6,65.1
2016,4,19,17,34.6,65.1
2016,4,19,18,34.6,65.1
2016,4,19,19,34.6,65.1
2016,4,19,20,34.6,65.1
2016,4,19,21,34.6,65.1
2016,4,19,22,34.6,65.1
2016,4,19,23,34.6,65.1
2016,4,20,0,32.6,69.8
2016,4,20,1,32.6,69.8
2016,4,20,2,32.6,69.8
2016,4,20,3,32.6,69.8
2016,4,20,4,32.6,69.8
2016,4,20,5,32.6,69.8
2016,4,20,6,32.6,69.8
2016,4,20,7,32.6,69.8
2016,4,20,8,32.6,69.8
2016,4,20,9,32.6,69.8
2016,4,20,10,32.6,69.8
2016,4,20,11,32.6,69.8
2016,4,20,12,32.6,69.8
2016,4,20,13,32.6,69.8
2016,4,20,14,32.6,69.8
2016,4,20,15,32.6,69.8
2016,4,20,16,32.6,69.8
2016,4,20,17,32.6,69.8
2016,4,20,18,32.6,69.8
2016,4,20,19,32.6,69.8
2016,4,20,20,32.6,69.8
2016,4,20,21,32.6,69.8
2016,4,20,22,32.6,69.8
2016,4,20,23,32.6,69.8
2016,4,21,0,30.9,71.4
2016,4,21,1,30.9,71.4
2016,4,21,2,30.9,71.4
2016,4,21,3,30.9,71.4
2016,4,21,4,30.9,71.4
2016,4,21,5,30.9,71.4
2016,4,21,6,30.9,71.4
2016,4,21,7,30.9,71.4
2016,4,21,8,30.9,71.4
2016,4,21,9,30.9,71.4
2016,4,21,10,30.9,71.4
2016,4,21,11,30.9,71.4
2016,4,21,12,30.9,71.4
2016,4,21,13,30.9,71.4
2016,4,21,14,30.9,71.4
2016,4,21,15,30.9,71.4
2016,4,21,16,30.9,71.4
2016,4,21,17,30.9,71.4
2016,4,21,18,30.9,71.4
2016,4,21,19,30.9,71.4
2016,4,21,20,30.9,71.4
2016,4,21,21,30.9,71.4
2016,4,21,22,30.9,71.4
2016,4,21,23,30.9,71.4
2016,4,22,0,30.5,71.4
2016,4,22,1,30.5,71.4
2016,4,22,2,30.5,71.4
2016,4,22,3,30.5,71.4
2016,4,22,4,30.5,71.4
2016,4,22,5,30.5,71.4
2016,4,22,6,30.5,71.4
2016,4,22,7,30.5,71.4
2016,4,22,8,30.5,71.4
2016,4,22,9,30.5,71.4
2016,4,22,10,30.5,71.4
2016,4,22,11,30.5,71.4
2016,4,22,12,30.5,71.4
2016,4,22,13,30.5,71.4
2016,4,22,14,30.5,71.4
2016,4,22,15,30.5,71.4
2016,4,22,16,30.5,71.4
2016,4,22,17,30.5,71.4
2016,4,22,18,30.5,71.4
2016,4,22,19,30.5,71.4
2016,4,22,20,30.5,71.4
2016,4,22,21,30.5,71.4
2016,4,22,22,30.5,71.4
2016,4,22,23,30.5,71.4
2016,4,23,0,28.5,65.1
2016,4,23,1,28.5,65.1
2016,4,23,2,28.5,65.1
2016,4,23,3,28.5,65.1
2016,4,23,4,28.5,65.1
2016,4,23,5,28.5,65.1
2016,4,23,6,28.5,65.1
2016,4,23,7,28.5,65.1
2016,4,23,8,28.5,65.1
2016,4,23,9,28.5,65.1
2016,4,23,10,28.5,65.1
2016,4,23,11,28.5,65.1
2016,4,23,12,28.5,65.1
2016,4,23,13,28.5,65.1
2016,4,23,14,28.5,65.1
2016,4,23,15,28.5,65.1
2016,4,23,16,28.5,65.1
2016,4,23,17,28.5,65.1
2016,4,23,18,28.5,65.1
2016,4,23,19,28.5,65.1
2016,4,23,20,28.5,65.1
2016,4,23,21,28.5,65.1
2016,4,23,22,28.5,65.1
2016,4,23,23,28.5,65.1
2016,4,24,0,33,75.3
2016,4,24,1,33,75.3
2016,4,24,2,33,75.3
2016,4,24,3,33,75.3
2016,4,24,4,33,75.3
2016,4,24,5,33,75.3
2016,4,24,6,33,75.3
2016,4,24,7,33,75.3
2016,4,24,8,33,75.3
2016,4,24,9,33,75.3
2016,4,24,10,33,75.3
2016,4,24,11,33,75.3
2016,4,24,12,33,75.3
2016,4,24,13,33,75.3
2016,4,24,14,33,75.3
2016,4,24,15,33,75.3
2016,4,24,16,33,75.3
2016,4,24,17,33,75.3
2016,4,24,18,33,75.3
2016,4,24,19,33,75.3
2016,4,24,20,33,75.3
2016,4,24,21,33,75.3
2016,4,24,22,33,75.3
2016,4,24,23,33,75.3
2016,4,25,0,27.8,55.7
2016,4,25,1,27.8,55.7
2016,4,25,2,27.8,55.7
2016,4,25,3,27.8,55.7
2016,4,25,4,27.8,55.7
2016,4,25,5,27.8,55.7
2016,4,25,6,27.8,55.7
2016,4,25,7,27.8,55.7
2016,4,25,8,27.8,55.7
2016,4,25,9,27.8,55.7
2016,4,25,10,27.8,55.7
2016,4,25,11,27.8,55.7
2016,4,25,12,27.8,55.7
2016,4,25,13,27.8,55.7
2016,4,25,14,27.8,55.7
2016,4,25,15,27.8,55.7
2016,4,25,16,27.8,55.7
2016,4,25,17,27.8,55.7
2016,4,25,18,27.8,55.7
2016,4,25,19,27.8,55.7
2016,4,25,20,27.8,55.7
2016,4,25,21,27.8,55.7
2016,4,25,22,27.8,55.7
2016,4,25,23,27.8,55.7
2016,4,26,0,26.6,47.1
2016,4,26,1,26.6,47.1
2016,4,26,2,26.6,47.1
2016,4,26,3,26.6,47.1
2016,4,26,4,26.6,47.1
2016,4,26,5,26.6,47.1
2016,4,26,6,26.6,47.1
2016,4,26,7,26.6,47.1
2016,4,26,8,26.6,47.1
2016,4,26,9,26.6,47.1
2016,4,26,10,26.6,47.1
2016,4,26,11,26.6,47.1
2016,4,26,12,26.6,47.1
2016,4,26,13,26.6,47.1
2016,4,26,14,26.6,47.1
2016,4,26,15,26.6,47.1
2016,4,26,16,26.6,47.1
2016,4,26,17,26.6,47.1
2016,4,26,18,26.6,47.1
2016,4,26,19,26.6,47.1
2016,4,26,20,26.6,47.1
2016,4,26,21,26.6,47.1
2016,4,26,22,26.6,47.1
2016,4,26,23,26.6,47.1
2016,4,27,0,23,32.2
2016,4,27,1,23,32.2
2016,4,27,2,23,32.2
2016,4,27,3,23,32.2
2016,4,27,4,23,32.2
2016,4,27,5,23,32.2
2016,4,27,6,23,32.2
2016,4,27,7,23,32.2
2016,4,27,8,23,32.2
2016,4,27,9,23,32.2
2016,4,27,10,23,32.2
2016,4,27,11,23,32.2
2016,4,27,12,23,32.2
2016,4,27,13,23,32.2
2016,4,27,14,23,32.2
2016,4,27,15,23,32.2
2016,4,27,16,23,32.2
2016,4,27,17,23,32.2
2016,4,27,18,23,32.2
2016,4,27,19,23,32.2
2016,4,27,20,23,32.2
2016,4,27,21,23,32.2
2016,4,27,22,23,32.2
2016,4,27,23,23,32.2
2016,4,28,0,19.8,22
2016,4,28,1,19.8,22
2016,4,28,2,19.8,22
2016,4,28,3,19.8,22
2016,4,28,4,19.8,22
2016,4,28,5,19.8,22
2016,4,28,6,19.8,22
2016,4,28,7,19.8,22
2016,4,28,8,19.8,22
2016,4,28,9,19.8,22
2016,4,28,10,19.8,22
2016,4,28,11,19.8,22
2016,4,28,12,19.8,22
2016,4,28,13,19.8,22
2016,4,28,14,19.8,22
2016,4,28,15,19.8,22
2016,4,28,16,19.8,22
2016,4,28,17,19.8,22
2016,4,28,18,19.8,22
2016,4,28,19,19.8,22
2016,4,28,20,19.8,22
2016,4,28,21,19.8,22
2016,4,28,22,19.8,22
2016,4,28,23,19.8,22
2016,4,29,0,24.8,38.4
2016,4,29,1,24.8,38.4
2016,4,29,2,24.8,38.4
2016,4,29,3,24.8,38.4
2016,4,29,4,24.8,38.4
2016,4,29,5,24.8,38.4
2016,4,29,6,24.8,38.4
2016,4,29,7,24.8,38.4
2016,4,29,8,24.8,38.4
2016,4,29,9,24.8,38.4
2016,4,29,10,24.8,38.4
2016,4,29,11,24.8,38.4
2016,4,29,12,24.8,38.4
2016,4,29,13,24.8,38.4
2016,4,29,14,24.8,38.4
2016,4,29,15,24.8,38.4
2016,4,29,16,24.8,38.4
2016,4,29,17,24.8,38.4
2016,4,29,18,24.8,38.4
2016,4,29,19,24.8,38.4
2016,4,29,20,24.8,38.4
2016,4,29,21,24.8,38.4
2016,4,29,22,24.8,38.4
2016,4,29,23,24.8,38.4
2016,4,30,0,5,26.7
2016,4,30,1,5,26.7
2016,4,30,2,5,26.7
2016,4,30,3,5,26.7
2016,4,30,4,5,26.7
2016,4,30,5,5,26.7
2016,4,30,6,5,26.7
2016,4,30,7,5,26.7
2016,4,30,8,5,26.7
2016,4,30,9,5,26.7
2016,4,30,10,5,26.7
2016,4,30,11,5,26.7
2016,4,30,12,5,26.7
2016,4,30,13,5,26.7
2016,4,30,14,5,26.7
2016,4,30,15,5,26.7
2016,4,30,16,5,26.7
2016,4,30,17,5,26.7
2016,4,30,18,5,26.7
2016,4,30,19,5,26.7
2016,4,30,20,5,26.7
2016,4,30,21,5,26.7
2016,4,30,22,5,26.7
2016,4,30,23,5,26.7
2016,5,1,0,27.3,36.9
2016,5,1,1,27.3,36.9
2016,5,1,2,27.3,36.9
2016,5,1,3,27.3,36.9
2016,5,1,4,27.3,36.9
2016,5,1,5,27.3,36.9
2016,5,1,6,27.3,36.9
2016,5,1,7,27.3,36.9
2016,5,1,8,27.3,36.9
2016,5,1,9,27.3,36.9
2016,5,1,10,27.3,36.9
2016,5,1,11,27.3,36.9
2016,5,1,12,27.3,36.9
2016,5,1,13,27.3,36.9
2016,5,1,14,27.3,36.9
2016,5,1,15,27.3,36.9
2016,5,1,16,27.3,36.9
2016,5,1,17,27.3,36.9
2016,5,1,18,27.3,36.9
2016,5,1,19,27.3,36.9
2016,5,1,20,27.3,36.9
2016,5,1,21,27.3,36.9
2016,5,1,22,27.3,36.9
2016,5,1,23,27.3,36.9
2016,5,2,0,27.6,43.9
2016,5,2,1,27.6,43.9
2016,5,2,2,27.6,43.9
2016,5,2,3,27.6,43.9
2016,5,2,4,27.6,43.9
2016,5,2,5,27.6,43.9
2016,5,2,6,27.6,43.9
2016,5,2,7,27.6,43.9
2016,5,2,8,27.6,43.9
2016,5,2,9,27.6,43.9
2016,5,2,10,27.6,43.9
2016,5,2,11,27.6,43.9
2016,5,2,12,27.6,43.9
2016,5,2,13,27.6,43.9
2016,5,2,14,27.6,43.9
2016,5,2,15,27.6,43.9
2016,5,2,16,27.6,43.9
2016,5,2,17,27.6,43.9
2016,5,2,18,27.6,43.9
2016,5,2,19,27.6,43.9
2016,5,2,20,27.6,43.9
2016,5,2,21,27.6,43.9
2016,5,2,22,27.6,43.9
2016,5,2,23,27.6,43.9
2016,5,3,0,27.6,33.7
2016,5,3,1,27.6,33.7
2016,5,3,2,27.6,33.7
2016,5,3,3,27.6,33.7
2016,5,3,4,27.6,33.7
2016,5,3,5,27.6,33.7
2016,5,3,6,27.6,33.7
2016,5,3,7,27.6,33.7
2016,5,3,8,27.6,33.7
2016,5,3,9,27.6,33.7
2016,5,3,10,27.6,33.7
2016,5,3,11,27.6,33.7
2016,5,3,12,27.6,33.7
2016,5,3,13,27.6,33.7
2016,5,3,14,27.6,33.7
2016,5,3,15,27.6,33.7
2016,5,3,16,27.6,33.7
2016,5,3,17,27.6,33.7
2016,5,3,18,27.6,33.7
2016,5,3,19,27.6,33.7
2016,5,3,20,27.6,33.7
2016,5,3,21,27.6,33.7
2016,5,3,22,27.6,33.7
2016,5,3,23,27.6,33.7
2016,5,4,0,29.9,36.1
2016,5,4,1,29.9,36.1
2016,5,4,2,29.9,36.1
2016,5,4,3,29.9,36.1
2016,5,4,4,29.9,36.1
2016,5,4,5,29.9,36.1
2016,5,4,6,29.9,36.1
2016,5,4,7,29.9,36.1
2016,5,4,8,29.9,36.1
2016,5,4,9,29.9,36.1
2016,5,4,10,29.9,36.1
2016,5,4,11,29.9,36.1
2016,5,4,12,29.9,36.1
2016,5,4,13,29.9,36.1
2016,5,4,14,29.9,36.1
2016,5,4,15,29.9,36.1
2016,5,4,16,29.9,36.1
2016,5,4,17,29.9,36.1
2016,5,4,18,29.9,36.1
2016,5,4,19,29.9,36.1
